t,agent,neighbor,tau,score,contacts,reputation,self_p
1,S2,S11,1.0,1.2223455711051268,1,1.0,0.8
1,S2,S13,1.0284602556976097,1.2508058268027364,1,0.0,0.8
1,S3,S14,1.0,1.2223455711051268,1,1.0,0.9540459828322935
1,S5,S15,1.0,1.2223455711051268,1,0.0,0.8
1,S6,S9,1.0,1.2223455711051268,1,1.0,0.8
1,S6,S10,1.0,1.2223455711051268,1,1.0,0.8
1,S7,S17,1.0,1.2223455711051268,1,0.5,0.8427743269522385
1,S9,S4,1.0,1.2223455711051268,1,0.0,0.8084236549670758
1,S14,S3,1.0,1.2223455711051268,1,1.0,0.8566549456825886
1,S16,S7,1.0,1.2223455711051268,1,1.0,0.8
1,S17,S8,1.0,1.2223455711051268,1,1.0,0.8264573705096521
2,S2,S11,0.995,1.2173455711051266,1,1.0,0.6400000000000001
2,S2,S13,1.0233179544191215,1.2456635255242483,1,0.0,0.6400000000000001
2,S2,S15,1.0,1.2223455711051268,1,1.0,0.6400000000000001
2,S11,S17,1.0,1.2223455711051268,1,1.0,0.707358628661912
2,S11,S6,1.0,1.2223455711051268,1,0.0,0.707358628661912
2,S13,S9,1.0,1.2223455711051268,1,0.0,0.6803448219989456
2,S5,S15,0.995,1.2173455711051266,1,0.0,0.6400000000000001
2,S14,S3,0.995,1.2173455711051266,1,1.0,0.6853239565460709
2,S14,S4,1.0,1.2223455711051268,1,0.0,0.6853239565460709
2,S8,S3,1.0285554935861685,1.2509010646912953,1,0.0,0.7011562031563255
2,S9,S4,0.995,1.2173455711051266,1,0.0,0.6480199247960052
2,S6,S9,0.995,1.2173455711051266,1,1.0,0.6536186876293375
2,S6,S10,0.995,1.2173455711051266,1,1.0,0.6536186876293375
2,S7,S17,0.995,1.2173455711051266,1,0.5,0.7136505181793795
2,S3,S14,0.995,1.2173455711051266,1,1.0,0.7741456987688122
2,S4,S8,1.0,1.2223455711051268,1,1.0,0.6627348851311257
2,S16,S7,0.995,1.2173455711051266,1,1.0,0.6400000000000001
2,S17,S8,0.995,1.2173455711051266,1,1.0,0.6726423709709646
2,S17,S7,1.0,1.2223455711051268,1,0.0,0.6726423709709646
3,S13,S9,0.995,1.2173455711051266,1,0.0,0.5442758575991565
3,S11,S17,0.995,1.2173455711051266,1,1.0,0.5658869029295296
3,S11,S6,0.995,1.2173455711051266,1,0.0,0.5658869029295296
3,S11,S4,1.0,1.2223455711051268,1,0.0,0.5658869029295296
3,S14,S3,0.990025,1.2123705711051267,1,1.0,0.5482591652368568
3,S14,S4,0.995,1.2173455711051266,1,0.0,0.5482591652368568
3,S14,S7,1.0,1.2223455711051268,1,1.0,0.5482591652368568
3,S14,S9,1.0,1.2223455711051268,1,0.0,0.5482591652368568
3,S8,S3,1.0234127161182376,1.2457582872233643,1,0.0,0.7609249625250605
3,S3,S14,0.990025,1.2123705711051267,1,1.0,0.6241248204880956
3,S7,S17,0.990025,1.2123705711051267,1,0.5,0.602595008395779
3,S7,S8,1.0285714285714285,1.2509169996765552,1,0.0,0.602595008395779
3,S4,S8,0.995,1.2173455711051266,1,1.0,0.7301879081049005
3,S4,S6,1.0,1.2223455711051268,1,0.0,0.7301879081049005
3,S9,S4,0.990025,1.2123705711051267,1,0.0,0.5237503491653831
3,S9,S17,1.0,1.2223455711051268,1,0.0,0.5237503491653831
3,S5,S15,0.990025,1.1939583980337618,2,0.0,0.515577715239944
3,S5,S2,1.0,1.2223455711051268,1,1.0,0.515577715239944
3,S5,S10,1.0,1.2223455711051268,1,1.0,0.515577715239944
3,S5,S3,1.0,1.2223455711051268,1,0.0,0.515577715239944
3,S2,S11,0.990025,1.2123705711051267,1,1.0,0.5192899814025645
3,S2,S13,1.018201364647026,1.2405469357521528,1,0.0,0.5192899814025645
3,S2,S15,0.995,1.2173455711051266,1,1.0,0.5192899814025645
3,S6,S9,0.990025,1.2123705711051267,1,1.0,0.72289495010347
3,S6,S10,0.990025,1.2123705711051267,1,1.0,0.72289495010347
3,S16,S7,0.990025,1.2123705711051267,1,1.0,0.5120000000000001
3,S16,S5,1.0285554935861685,1.2509010646912953,1,0.0,0.5120000000000001
3,S17,S8,0.990025,1.2123705711051267,1,1.0,0.7313661233390985
3,S17,S7,0.995,1.2173455711051266,1,0.0,0.7313661233390985
4,S11,S17,0.990025,1.2123705711051267,1,1.0,0.4527095223436237
4,S11,S6,0.990025,1.2123705711051267,1,0.0,0.4527095223436237
4,S11,S4,0.995,1.1989333980337618,2,0.0,0.4527095223436237
4,S14,S3,0.985074875,1.2074204461051268,1,1.0,0.43860733218948544
4,S14,S4,0.990025,1.2123705711051267,1,0.0,0.43860733218948544
4,S14,S7,0.995,1.2173455711051266,1,1.0,0.43860733218948544
4,S14,S9,0.995,1.2173455711051266,1,0.0,0.43860733218948544
4,S7,S17,0.985074875,1.2074204461051268,1,0.5,0.4820760067166232
4,S7,S8,1.0234285714285714,1.2273619694623332,2,0.5,0.4820760067166232
4,S3,S14,0.985074875,1.2074204461051268,1,1.0,0.49929985639047647
4,S6,S9,0.985074875,1.2074204461051268,1,1.0,0.5783159600827761
4,S6,S10,0.985074875,1.2074204461051268,1,1.0,0.5783159600827761
4,S9,S4,0.985074875,1.2074204461051268,1,0.0,0.4190002793323065
4,S9,S17,0.995,1.1989333980337618,2,0.0,0.4190002793323065
4,S5,S15,0.985074875,1.175370311176928,3,0.0,0.41404428102045493
4,S5,S2,0.995,1.1989333980337618,2,1.0,0.41404428102045493
4,S5,S10,0.995,1.1989333980337618,2,1.0,0.41404428102045493
4,S5,S3,0.995,1.2173455711051266,1,0.0,0.41404428102045493
4,S8,S3,1.0182956525376463,1.240641223642773,1,0.0,0.6739601232398378
4,S2,S11,0.985074875,1.2074204461051268,1,1.0,0.6154319851220517
4,S2,S13,1.013110357823791,1.2354559289289178,1,0.0,0.6154319851220517
4,S2,S15,0.990025,1.2123705711051267,1,1.0,0.6154319851220517
4,S10,S13,1.0,1.2223455711051268,1,1.0,0.7290636174635945
4,S13,S9,0.990025,1.2123705711051267,1,0.0,0.6354206860793252
4,S4,S8,0.990025,1.2123705711051267,1,1.0,0.6044883793845094
4,S4,S6,0.995,1.2173455711051266,1,0.0,0.6044883793845094
4,S16,S7,0.985074875,1.2074204461051268,1,1.0,0.40960000000000013
4,S16,S5,1.0234127161182376,1.2273461141519995,2,0.5,0.40960000000000013
4,S17,S8,0.985074875,1.2074204461051268,1,1.0,0.585155777971988
4,S17,S7,0.990025,1.2123705711051267,1,0.0,0.585155777971988
5,S4,S8,0.985074875,1.2074204461051268,1,1.0,0.4835907035076075
5,S4,S6,0.990025,1.1939583980337618,2,0.0,0.4835907035076075
5,S3,S14,0.9801495006250001,1.2024950717301268,1,1.0,0.3994398851123812
5,S6,S9,0.9801495006250001,1.2024950717301268,1,1.0,0.6626527680662209
5,S6,S10,0.9801495006250001,1.2024950717301268,1,1.0,0.6626527680662209
5,S6,S16,1.0,1.2223455711051268,1,1.0,0.6626527680662209
5,S11,S17,0.985074875,1.2074204461051268,1,1.0,0.362167617874899
5,S11,S6,0.985074875,1.2074204461051268,1,0.0,0.362167617874899
5,S11,S4,0.990025,1.1939583980337618,2,0.0,0.362167617874899
5,S5,S15,0.9801495006250001,1.159737001432002,4,0.0,0.340166779753464
5,S5,S2,0.990025,1.180320436176928,3,1.0,0.340166779753464
5,S5,S10,0.990025,1.1939583980337618,2,1.0,0.340166779753464
5,S5,S3,0.990025,1.2123705711051267,1,0.0,0.340166779753464
5,S5,S14,1.0,1.2223455711051268,1,1.0,0.340166779753464
5,S8,S3,1.013204174274958,1.2355497453800848,1,0.0,0.6190709758906512
5,S10,S13,0.995,1.2173455711051266,1,1.0,0.5832508939708756
5,S9,S4,0.9801495006250001,1.2024950717301268,1,0.0,0.3352002234658452
5,S9,S17,0.990025,1.180320436176928,3,0.0,0.3352002234658452
5,S2,S11,0.9801495006250001,1.2024950717301268,1,1.0,0.6923455880976414
5,S2,S13,1.008044806034672,1.2303903771397988,1,0.0,0.6923455880976414
5,S2,S15,0.985074875,1.2074204461051268,1,1.0,0.6923455880976414
5,S14,S3,0.9801495006250001,1.2024950717301268,1,1.0,0.3577562816903031
5,S14,S4,0.985074875,1.2074204461051268,1,0.0,0.3577562816903031
5,S14,S7,0.990025,1.2123705711051267,1,1.0,0.3577562816903031
5,S14,S9,0.990025,1.2123705711051267,1,0.0,0.3577562816903031
5,S16,S7,0.9801495006250001,1.2024950717301268,1,1.0,0.4199933128715627
5,S16,S5,1.0468670811090748,1.2371625172860028,3,0.0,0.4199933128715627
5,S13,S9,0.985074875,1.2074204461051268,1,0.0,0.5083365488634602
5,S17,S8,0.9801495006250001,1.2024950717301268,1,1.0,0.4766606236594878
5,S17,S7,0.985074875,1.2074204461051268,1,0.0,0.4766606236594878
5,S7,S17,0.9801495006250001,1.2024950717301268,1,0.5,0.3856608053732986
5,S7,S8,1.0183114285714285,1.2086068647483565,3,0.5,0.3856608053732986
6,S13,S9,0.9801495006250001,1.2024950717301268,1,0.0,0.40666923909076824
6,S9,S4,0.9752487531218751,1.1975943242270017,1,0.0,0.26816017877267617
6,S9,S17,0.985074875,1.175370311176928,3,0.0,0.26816017877267617
6,S4,S8,0.9801495006250001,1.2024950717301268,1,1.0,0.42923196203705094
6,S4,S6,0.985074875,1.175370311176928,3,0.5,0.42923196203705094
6,S8,S3,1.0081381534035831,1.23048372450871,1,0.0,0.6191601039234165
6,S10,S13,0.990025,1.2123705711051267,1,1.0,0.5137574536502797
6,S14,S3,0.9752487531218751,1.1975943242270017,1,1.0,0.3246978802785974
6,S14,S4,0.9801495006250001,1.2024950717301268,1,0.0,0.3246978802785974
6,S14,S7,0.985074875,1.1890082730337619,2,1.0,0.3246978802785974
6,S14,S9,0.985074875,1.2074204461051268,1,0.0,0.3246978802785974
