t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S10,S16,1790,accepted_in_agg,0.0,median,0.1,0
1,S6,S2,1787,accepted_in_agg,0.0,median,0.1,0
1,S14,S11,1791,accepted_in_agg,0.0,median,0.1,0
1,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
1,S11,S3,1784,accepted_in_agg,0.0,median,0.1,1
2,S11,S14,1797,accepted_in_agg,0.0,median,0.1,0
2,S10,S16,1791,accepted_in_agg,0.0,median,0.1,0
2,S13,S8,1793,accepted_in_agg,0.0,median,0.1,0
2,S5,S13,1800,accepted_in_agg,0.0,median,0.1,0
3,S14,S10,1790,accepted_in_agg,0.0,median,0.1,0
3,S9,S4,1795,accepted_in_agg,0.0,median,0.1,0
3,S9,S17,1790,accepted_in_agg,0.0,median,0.1,0
3,S11,S6,1791,accepted_in_agg,0.0,median,0.1,0
4,S9,S5,1795,accepted_in_agg,0.0,median,0.1,0
5,S9,S4,1801,accepted_in_agg,0.0,median,0.1,0
5,S9,S17,1797,accepted_in_agg,0.0,median,0.1,0
5,S14,S11,1798,accepted_in_agg,0.0,median,0.1,0
5,S14,S10,1795,accepted_in_agg,0.0,median,0.1,0
5,S11,S6,1788,accepted_in_agg,0.0,median,0.1,0
6,S13,S9,1799,accepted_in_agg,0.0,median,0.1,0
6,S9,S5,1799,accepted_in_agg,0.0,median,0.1,0
7,S9,S4,1801,accepted_in_agg,0.0,median,0.1,0
7,S9,S17,1799,accepted_in_agg,0.0,median,0.1,0
7,S11,S6,1793,accepted_in_agg,0.0,median,0.1,0
7,S14,S11,1793,accepted_in_agg,0.0,median,0.1,0
7,S14,S10,1797,accepted_in_agg,0.0,median,0.1,0
8,S14,S11,1796,accepted_in_agg,0.0,median,0.1,0
8,S14,S10,1799,accepted_in_agg,0.0,median,0.1,0
8,S9,S4,1798,accepted_in_agg,0.0,median,0.1,0
8,S9,S5,1802,accepted_in_agg,0.0,median,0.1,0
8,S11,S6,1790,accepted_in_agg,0.0,median,0.1,0
9,S13,S9,1790,accepted_in_agg,0.0,median,0.1,0
9,S4,S14,1797,accepted_in_agg,0.0,median,0.1,1
9,S9,S4,1806,accepted_in_agg,0.0,median,0.1,0
9,S14,S11,1796,accepted_in_agg,0.0,median,0.1,0
9,S14,S10,1805,accepted_in_agg,0.0,median,0.1,0
10,S4,S14,1793,accepted_in_agg,0.0,median,0.1,0
10,S14,S10,1801,accepted_in_agg,0.0,median,0.1,0
