t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S10,S8,1794,accepted_in_agg,0.0,median,0.1,0
1,S8,S4,1796,accepted_in_agg,0.0,median,0.1,0
1,S9,S7,1788,accepted_in_agg,0.0,median,0.1,0
1,S15,S17,1791,accepted_in_agg,0.0,median,0.1,0
1,S17,S14,1792,accepted_in_agg,0.0,median,0.1,0
2,S10,S15,1794,accepted_in_agg,0.0,median,0.1,0
2,S13,S4,1796,accepted_in_agg,0.0,median,0.1,0
2,S13,S7,1791,accepted_in_agg,0.0,median,0.1,0
2,S5,S2,1789,accepted_in_agg,0.0,median,0.1,0
2,S5,S14,1796,accepted_in_agg,0.0,median,0.1,0
4,S11,S5,1795,accepted_in_agg,0.0,median,0.1,0
4,S14,S10,1802,accepted_in_agg,0.0,median,0.1,0
4,S8,S4,1794,accepted_in_agg,0.0,median,0.1,0
4,S15,S8,1796,accepted_in_agg,0.0,median,0.1,0
4,S17,S6,1796,accepted_in_agg,0.0,median,0.1,0
5,S8,S4,1802,accepted_in_agg,0.0,median,0.1,0
5,S14,S10,1799,accepted_in_agg,0.0,median,0.1,0
5,S11,S3,1793,accepted_in_agg,0.0,median,0.1,1
5,S11,S5,1794,accepted_in_agg,0.0,median,0.1,1
5,S7,S16,1795,accepted_in_agg,0.0,median,0.1,0
5,S7,S13,1795,accepted_in_agg,0.0,median,0.1,0
5,S17,S9,1799,accepted_in_agg,0.0,median,0.1,0
5,S17,S6,1798,accepted_in_agg,0.0,median,0.1,0
6,S15,S8,1799,accepted_in_agg,0.0,median,0.1,1
7,S8,S14,1797,accepted_in_agg,0.0,median,0.1,0
7,S8,S4,1799,accepted_in_agg,0.0,median,0.1,0
7,S11,S5,1792,accepted_in_agg,0.0,median,0.1,1
7,S11,S3,1801,accepted_in_agg,0.0,median,0.1,1
7,S7,S16,1795,accepted_in_agg,0.0,median,0.1,0
7,S7,S13,1798,accepted_in_agg,0.0,median,0.1,0
7,S14,S10,1795,accepted_in_agg,0.0,median,0.1,0
7,S17,S9,1801,accepted_in_agg,0.0,median,0.1,1
7,S17,S7,1791,accepted_in_agg,0.0,median,0.1,1
8,S15,S8,1797,accepted_in_agg,0.0,median,0.1,0
8,S17,S6,1801,accepted_in_agg,0.0,median,0.1,0
9,S11,S5,1796,accepted_in_agg,0.0,median,0.1,0
9,S11,S3,1802,accepted_in_agg,0.0,median,0.1,0
9,S8,S14,1794,accepted_in_agg,0.0,median,0.1,1
9,S14,S10,1803,accepted_in_agg,0.0,median,0.1,0
9,S7,S16,1800,accepted_in_agg,0.0,median,0.1,0
9,S17,S7,1802,accepted_in_agg,0.0,median,0.1,0
