t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S2,S16,1789,accepted_in_agg,0.0,median,0.1,0
1,S7,S13,1798,accepted_in_agg,0.0,median,0.1,0
1,S10,S7,1790,accepted_in_agg,0.0,median,0.1,0
2,S10,S14,1789,accepted_in_agg,0.0,median,0.1,0
2,S16,S4,1793,accepted_in_agg,0.0,median,0.1,0
3,S14,S7,1801,accepted_in_agg,0.0,median,0.1,0
3,S3,S17,1800,accepted_in_agg,0.0,median,0.1,0
3,S11,S6,1799,accepted_in_agg,0.0,median,0.1,0
3,S17,S9,1792,accepted_in_agg,0.0,median,0.1,1
3,S17,S16,1796,accepted_in_agg,0.0,median,0.1,1
3,S17,S8,1795,accepted_in_agg,0.0,median,0.1,1
4,S3,S10,1794,accepted_in_agg,0.0,median,0.1,0
4,S10,S4,1799,accepted_in_agg,0.0,median,0.1,0
4,S4,S13,1807,accepted_in_agg,0.0,median,0.1,0
4,S13,S2,1797,accepted_in_agg,0.0,median,0.1,1
5,S3,S17,1794,accepted_in_agg,0.0,median,0.1,0
5,S13,S11,1788,accepted_in_agg,0.0,median,0.1,1
5,S14,S7,1798,accepted_in_agg,0.0,median,0.1,0
5,S11,S15,1799,accepted_in_agg,0.0,median,0.1,0
5,S11,S6,1802,accepted_in_agg,0.0,median,0.1,0
5,S17,S8,1795,accepted_in_agg,0.0,median,0.1,1
5,S17,S16,1801,accepted_in_agg,0.0,median,0.1,1
6,S3,S10,1799,accepted_in_agg,0.0,median,0.1,0
6,S13,S2,1800,accepted_in_agg,0.0,median,0.1,1
6,S9,S3,1796,accepted_in_agg,0.0,median,0.1,0
6,S10,S4,1800,accepted_in_agg,0.0,median,0.1,0
6,S4,S13,1800,accepted_in_agg,0.0,median,0.1,0
6,S17,S9,1792,accepted_in_agg,0.0,median,0.1,0
7,S13,S2,1796,accepted_in_agg,0.0,median,0.1,1
7,S13,S11,1797,accepted_in_agg,0.0,median,0.1,1
7,S9,S3,1796,accepted_in_agg,0.0,median,0.1,0
7,S14,S7,1797,accepted_in_agg,0.0,median,0.1,0
7,S10,S4,1794,accepted_in_agg,0.0,median,0.1,1
7,S3,S10,1794,accepted_in_agg,0.0,median,0.1,0
7,S11,S15,1804,accepted_in_agg,0.0,median,0.1,0
7,S15,S14,1790,accepted_in_agg,0.0,median,0.1,0
7,S17,S16,1804,accepted_in_agg,0.0,median,0.1,0
7,S17,S9,1794,accepted_in_agg,0.0,median,0.1,0
7,S17,S8,1803,accepted_in_agg,0.0,median,0.1,0
8,S13,S2,1799,accepted_in_agg,0.0,median,0.1,0
8,S11,S15,1797,accepted_in_agg,0.0,median,0.1,0
