pca_1,pca_2,pca_3,pca_4,pca_5,label
0.2535476631595389,0.13932817995785388,0.12339563524662253,0.13538208470986923,0.2447863929624834,0
0.19697547523490386,0.19195293498581836,0.004021536157699762,0.09487276409149736,0.20239970950016395,0
0.15673624533208338,0.23423971759931375,0.08991284650755865,0.11210444220812116,0.21647946707802168,0
0.058188983866237,0.3434069133424781,0.1340277499799206,0.13326134163397274,0.16689226539334268,0
-0.05459640469902505,0.47624272058640826,0.07149999620928402,0.1628496758205168,0.014509550462675103,0
0.034140106301920325,0.4010552254207289,0.027167835606322768,0.12015638962530811,0.12802949438277422,0
-0.04116882600100619,0.494597888557032,0.08487227295945168,0.1958341751388562,-0.008344098058171712,0
-0.030898784538006763,0.47395507109576573,0.06761563052388492,0.1557063773892437,0.05898711969897685,0
0.04955997134279044,0.3796387347144652,0.09312664393890392,0.13154087857299185,0.1591851780217528,0
0.008194546788284462,0.4315111462846962,0.05045027672180903,0.13102566135424182,0.11467271711405669,0
0.12039735493799508,0.2882086584742394,0.10834439362558376,0.14835068680018765,0.22042548998628875,0
0.03278683676465538,0.37486333286693174,0.05829900585777493,0.1594014217610858,0.11078385233018229,0
0.03916419088923673,0.363246755144766,0.09360560707657181,0.14920324527857604,0.15945186230556319,0
-0.011903471424798584,0.42734358922522975,0.07668542276621962,0.15095467023340425,0.1283926595801197,0
0.014114173835058585,0.42343022694320065,0.062163733832907186,0.14348644957751244,0.09845263772537094,0
0.005863539166636622,0.4335901720347748,0.053379225973516464,0.13581382508375928,0.105374785111233,0
0.025036240217940597,0.41074127270801775,0.0631294031391674,0.1428188646140391,0.1045179234296354,0
0.037398357193647314,0.39724562465464053,0.04608602017899491,0.12492278217548825,0.13427549572392206,0
0.06558488062324347,0.3653429343194785,0.045901685371249126,0.1230505693671266,0.14896724211700807,0
0.03131018824299553,0.4023801260154648,0.030616698248917874,0.12377009153586938,0.12022332475697572,0
0.030234295032362246,0.4061501083872001,0.03859312286114806,0.11871302689389596,0.13950289848321384,0
0.042526317687753445,0.39494365598770975,0.17548514536577958,0.16455316718887658,0.1594154201061868,0
0.12496991980085059,0.2732515643799669,0.00366167980635174,0.14749830367770594,0.12999116305852065,0
0.13620155407624135,0.2523281524459835,-0.05207750683715931,0.05810508720473395,0.27284561949869945,0
0.18267871592040344,0.19882349564874338,0.06665672959411745,0.14426322848376472,0.20140131407162198,0
0.028435935057132933,0.3767521103376874,0.16193802209977734,0.20259332161456767,0.09762253976099622,0
0.10835349895087892,0.3028097837190412,0.174745033593662,0.14921483411238584,0.20023190156302761,0
-0.00356995909695762,0.42824194227208023,0.1129560309049021,0.14398687859846426,0.11727946947662304,0
-0.054188266726016454,0.4838128254136006,0.03644996439364161,0.16709331337972821,-0.01517992098607368,0
-0.03420711871580129,0.4799384560201043,0.037661043804204916,0.14017272174980505,0.0688578884482145,0
-0.02991482733163564,0.4707257004847598,0.006229873832141158,0.13808915651280718,0.04541750536325928,0
-0.028104815880637846,0.4523501979411385,0.0068776361511812545,0.13793198773627624,0.03153596631792088,0
-0.03814737615361413,0.45570061953782914,0.005795638068630454,0.1298471439138038,0.036494788302400494,0
-0.035519778885052755,0.44865165827968556,0.0020901092112196873,0.13068965303084662,0.028831983804671335,0
-0.03658464535593353,0.447442409636981,0.00520797646370413,0.12846538214570213,0.0334123032966509,0
-0.03900891358243236,0.4488015415236256,-0.004210554362703629,0.12724715393222658,0.0261521348443412,0
-0.03488217845225766,0.4431369093437807,0.002661356808143129,0.12757063335376567,0.031669627216404095,0
-0.04110623990627249,0.4489280320306721,-0.005054529529306025,0.12536162970115983,0.026576965858996937,0
-0.034924651799928264,0.4397260352146345,0.005145527474993999,0.1273869756008062,0.03077727952356457,0
-0.051658245856698926,0.4579405400153036,-0.01511752681352535,0.11501774696033629,0.03376330163797703,0
-0.0448099186244002,0.4433443248517708,0.021137368529290067,0.12468780166046689,0.03853432879721286,0
-0.06046359771427662,0.4694459846525927,0.05835745254578077,0.15516887602612506,0.0053278584101190685,0
0.015004857200077881,0.4132556278098173,0.07197070937453702,0.12762164075662463,0.06361112370604505,0
0.11389377887003327,0.29624846043589637,0.05590944130776361,0.08390830997733778,0.17734858569037804,0
0.09864785165826095,0.3115399571983877,0.045048405881088056,0.08179479802459844,0.1653697712289539,0
0.13757094713041396,0.2664848563624025,0.05062079098927898,0.0812167156770151,0.18510040702384045,0
0.112528872543049,0.2759889933573927,0.040736012707720315,0.09814200512733545,0.18178562593798286,0
0.1255749933784423,0.2624759758500099,0.04543530985287683,0.09760682063460385,0.1929364399519462,0
0.11569649740379367,0.2729501636009056,0.044437559895309085,0.09912585023166298,0.18440738677214208,0
0.12142136848485469,0.2643935574258751,0.044407507706006454,0.0966945317597287,0.18981545416547663,0
0.09430906354338259,0.277178855620028,0.035323363054529905,0.11396361416003825,0.1864988526010194,0
0.09790562056627622,0.27265318648683057,0.041407767266915085,0.11189529990778707,0.19679991916930173,0
0.06076461357808549,0.3132272142015943,0.03661939715597334,0.11904929894727301,0.16197045168251822,0
0.05446763221310297,0.32108627527355704,0.048502308054860305,0.10145791298542162,0.20754349588035703,0
0.00032265896813687966,0.3984971717104232,0.06628770966158398,0.1559667146978908,0.03131978045739925,0
-0.06719198263593307,0.4778894386160484,0.020405736566390022,0.13114707878801274,0.024265885468761628,0
-0.0506998456289518,0.46724067450837503,0.020516723183084062,0.14291722440793664,0.013065140222430216,0
-0.05675871077022576,0.4722338005707186,-0.02736153067744357,0.13712706879554698,-0.017383856731440384,0
0.014490226644780613,0.38815032297130125,-0.014933626421976438,0.1068225162451677,0.08164436076617076,0
0.023419126922145428,0.376218750134799,-0.019002909573204614,0.09617047964381181,0.10286777779820211,0
0.08468458909497134,0.3039432674350423,-0.029137551943333014,0.07061182543435013,0.17013722725937575,0
0.06752117894248316,0.3240298647081018,-0.039800541275417683,0.08143953818344302,0.1323500155699946,0
0.053307823630909024,0.35784519117715785,-0.00782799995197827,0.08617970742651315,0.09104140188805054,0
0.057384738810274394,0.35492815561835867,-0.019289461195644418,0.07055136829069547,0.11840698285897533,0
0.006326125278337591,0.41033463065163545,0.007913293900696429,0.10010551906454002,0.0552654964056607,0
-0.05770872154757484,0.46305914271902593,-0.01160205000426711,0.09788859909175035,0.0009248757535602614,0
0.10356384773782101,0.28075531358638117,0.013526771845202457,0.09558822131976402,0.1566942117600676,0
0.19869365475878992,0.1611149445856961,0.015981277058843446,0.09980285435314357,0.17479772630404788,0
0.16600337816810654,0.15876752503136984,-0.04364145556408029,0.04665649564865876,0.19053942727853568,0
0.14956334187855969,0.15782474071314304,-0.02431895436050025,0.06633278427785061,0.13917017473467408,0
0.1683606367580287,0.14873635872983634,-0.07652464823898397,0.054651087946840204,0.14065350232350826,0
0.22561784792672318,0.09049305308591624,-0.12310690653899509,0.055982109563320614,0.12837521892789971,0
0.2213406275956318,0.11998562829830481,-0.0926427117094172,0.07324796700725839,0.13777204277954636,0
0.22483858455631586,0.11793602951194712,-0.14042137609439312,0.0768361805670481,0.09452055145640692,0
0.2731728840947777,0.06795188069455396,-0.16577283575365273,0.08552150908472889,0.07840465885556203,0
0.2822649460204585,0.060728180191932074,-0.18380536723951438,0.07999623850450249,0.08201908436511207,0
0.2681535086355224,0.08249715131603427,-0.17647876543177743,0.10416404132461893,0.03625955608805964,0
0.27892082748892266,0.08077544425615599,-0.1870072904210919,0.08801432673330528,0.07641144263492183,0
0.26670496549437905,0.10406064556229636,-0.17971554478369806,0.10452615572947577,0.051244787062042496,0
0.27902685377913133,0.09712101395393144,-0.1906074398355643,0.09114792477759659,0.08245453477780806,0
0.272145173732235,0.10765104285559116,-0.1783376082318461,0.10855434482590848,0.055061162011956544,0
0.27797654996957794,0.10520685680700984,-0.19074247657692506,0.09475062063318496,0.08073854645815826,0
0.28404449807868565,0.11383742334611094,-0.17102954096007533,0.09278969833214545,0.049533317081749795,0
0.28328989779418773,0.11313133119674826,-0.18340870174609147,0.07666365939346459,0.0722723982313136,0
0.2797246579176914,0.11389409705090162,-0.16863036731287176,0.09262347402440557,0.045595943760323276,0
0.28116006941220334,0.10945648546953748,-0.1821584243588328,0.07263332543961598,0.07533657847526776,0
0.2683339230765478,0.10188717709288761,-0.16953473447385942,0.10907387017567455,0.05004397633106539,0
0.26727776494555316,0.10110052918675458,-0.19672670354543859,0.08095138234519944,0.08598717712527293,0
0.26784227567359375,0.0987994791551762,-0.15601835128915298,0.11825110005005518,0.03768488649592894,0
0.2640040227341386,0.1022017175218006,-0.24598094148781177,0.028923470473314672,0.15381872524987705,0
0.23071815118435152,0.14221350392661616,-0.10400098853218609,0.07792490195639201,0.15325899568257362,0
0.11669276752264163,0.2760775477237877,0.16819642609147198,0.1984224443491464,0.07632972999325727,0
-0.05635937230099791,0.4716968585865464,-0.04297600961266908,0.11708705556624022,0.012971997789649414,0
-0.08723444142647807,0.5036125804829462,-0.008547013634469781,0.1583606324931,-0.06226483593184606,0
-0.06172455377395769,0.4958003805551183,-0.021257661634036945,0.15234723127665023,-0.029930685663349,0
-0.06918553179194975,0.5029328433438719,-0.0013927340216422224,0.1664773694020965,-0.04823580245022585,0
-0.0727873125836363,0.5029427000253923,-0.06518087922139426,0.14575398361057396,-0.06071575744894231,0
0.07308896812674015,0.33988538582954264,0.01912261589562879,0.14600927069067876,0.06488546083680902,0
0.36665738511281276,-0.03208330461809311,0.12204046090348021,0.14747477981988055,0.22005181767084991,0
0.350942846180054,-0.047863792349921136,0.05125633516427369,0.1486335735113048,0.122423790096857,0
0.3100903103595054,-0.0002576470242999229,0.05234002334828321,0.09097920739511006,0.2324201420531924,0
0.08594666600192064,0.27819361352377925,0.07970067306810862,0.13487325927953242,0.09803974829896211,0
-0.10502278870932663,0.5214071919705939,-0.02445349148715549,0.16323021889103462,-0.09461911022791769,0
-0.09246290907461685,0.4532822843125156,0.0059340008689987185,0.11698725073920507,-0.01726712428591015,0
0.036199528788360524,0.32006634422093105,0.0451438680585184,0.11109553619508872,0.08819238783654226,0
0.23822830354918276,0.07085773455984928,0.08858453534995463,0.08265715459978862,0.2422681073148334,0
0.1445005932257174,0.1258830518284564,0.0415139260200687,0.06312670672351473,0.16168416023829102,0
0.09857523781154237,0.18464675139194678,0.016009703052844965,0.026841650087755076,0.20757892108577103,0
-0.03027839495854151,0.34538918929640394,0.07281604316507609,0.08479260034731012,0.0941352079524107,0
0.23025199834981397,0.07419178742575058,0.038193652777570614,0.09376477804988559,0.16931304999735897,0
0.3626302039607679,-0.04950825625079075,0.15635657634594152,0.13334451482740284,0.18731260632745417,0
