t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S10,S7,1799,accepted_in_agg,0.0,median,0.1,1
1,S16,S15,1794,accepted_in_agg,0.0,median,0.1,0
1,S14,S8,1791,accepted_in_agg,0.0,median,0.1,1
1,S15,S9,1794,accepted_in_agg,0.0,median,0.1,0
1,S9,S11,1785,accepted_in_agg,0.0,median,0.1,0
1,S9,S2,1787,accepted_in_agg,0.0,median,0.1,0
1,S11,S5,1802,accepted_in_agg,0.0,median,0.1,0
1,S11,S10,1788,accepted_in_agg,0.0,median,0.1,0
1,S17,S14,1787,accepted_in_agg,0.0,median,0.1,0
3,S10,S13,1796,accepted_in_agg,0.0,median,0.1,0
3,S14,S15,1799,accepted_in_agg,0.0,median,0.1,0
3,S14,S16,1792,accepted_in_agg,0.0,median,0.1,0
3,S14,S3,1798,accepted_in_agg,0.0,median,0.1,0
3,S7,S9,1796,accepted_in_agg,0.0,median,0.1,0
3,S2,S11,1795,accepted_in_agg,0.0,median,0.1,0
3,S3,S5,1797,accepted_in_agg,0.0,median,0.1,1
3,S5,S8,1795,accepted_in_agg,0.0,median,0.1,0
4,S7,S6,1793,accepted_in_agg,0.0,median,0.1,0
5,S10,S13,1792,accepted_in_agg,0.0,median,0.1,0
5,S14,S3,1805,accepted_in_agg,0.0,median,0.1,0
5,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
5,S14,S4,1797,accepted_in_agg,0.0,median,0.1,0
5,S3,S5,1798,accepted_in_agg,0.0,median,0.1,0
5,S5,S8,1795,accepted_in_agg,0.0,median,0.1,0
5,S7,S14,1804,accepted_in_agg,0.0,median,0.1,0
5,S7,S9,1793,accepted_in_agg,0.0,median,0.1,0
6,S14,S16,1792,accepted_in_agg,0.0,median,0.1,0
6,S7,S6,1791,accepted_in_agg,0.0,median,0.1,0
6,S2,S11,1793,accepted_in_agg,0.0,median,0.1,0
7,S10,S13,1794,accepted_in_agg,0.0,median,0.1,0
7,S14,S3,1803,accepted_in_agg,0.0,median,0.1,0
7,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
7,S14,S4,1807,accepted_in_agg,0.0,median,0.1,0
7,S5,S8,1794,accepted_in_agg,0.0,median,0.1,0
7,S7,S14,1797,accepted_in_agg,0.0,median,0.1,1
7,S7,S9,1802,accepted_in_agg,0.0,median,0.1,1
7,S3,S5,1796,accepted_in_agg,0.0,median,0.1,0
8,S2,S11,1793,accepted_in_agg,0.0,median,0.1,0
8,S14,S16,1797,accepted_in_agg,0.0,median,0.1,1
9,S7,S14,1799,accepted_in_agg,0.0,median,0.1,0
9,S7,S6,1799,accepted_in_agg,0.0,median,0.1,0
9,S3,S5,1787,accepted_in_agg,0.0,median,0.1,0
9,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
9,S5,S8,1793,accepted_in_agg,0.0,median,0.1,0
9,S10,S13,1799,accepted_in_agg,0.0,median,0.1,0
9,S14,S3,1801,accepted_in_agg,0.0,median,0.1,0
9,S14,S4,1805,accepted_in_agg,0.0,median,0.1,0
9,S14,S15,1805,accepted_in_agg,0.0,median,0.1,0
9,S14,S16,1801,accepted_in_agg,0.0,median,0.1,0
10,S5,S8,1803,accepted_in_agg,0.0,median,0.1,0
10,S14,S16,1799,accepted_in_agg,0.0,median,0.1,0
10,S14,S4,1805,accepted_in_agg,0.0,median,0.1,0
10,S14,S3,1801,accepted_in_agg,0.0,median,0.1,0
10,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
10,S7,S14,1797,accepted_in_agg,0.0,median,0.1,0
10,S7,S6,1802,accepted_in_agg,0.0,median,0.1,0
10,S7,S9,1795,accepted_in_agg,0.0,median,0.1,0
10,S3,S5,1789,accepted_in_agg,0.0,median,0.1,0
10,S10,S13,1794,accepted_in_agg,0.0,median,0.1,0
11,S5,S8,1805,accepted_in_agg,0.0,median,0.1,0
11,S7,S9,1799,accepted_in_agg,0.0,median,0.1,0
11,S7,S6,1796,accepted_in_agg,0.0,median,0.1,0
11,S7,S14,1799,accepted_in_agg,0.0,median,0.1,0
11,S10,S13,1792,accepted_in_agg,0.0,median,0.1,0
11,S14,S4,1803,accepted_in_agg,0.0,median,0.1,0
11,S14,S16,1798,accepted_in_agg,0.0,median,0.1,0
11,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
12,S14,S3,1796,accepted_in_agg,0.0,median,0.1,0
12,S2,S11,1797,accepted_in_agg,0.0,median,0.1,1
12,S3,S5,1797,accepted_in_agg,0.0,median,0.1,0
13,S7,S9,1797,accepted_in_agg,0.0,median,0.1,0
13,S7,S6,1795,accepted_in_agg,0.0,median,0.1,0
13,S7,S14,1794,accepted_in_agg,0.0,median,0.1,0
13,S10,S13,1797,accepted_in_agg,0.0,median,0.1,0
13,S14,S15,1799,accepted_in_agg,0.0,median,0.1,0
13,S14,S4,1805,accepted_in_agg,0.0,median,0.1,0
13,S14,S16,1797,accepted_in_agg,0.0,median,0.1,0
13,S2,S11,1796,accepted_in_agg,0.0,median,0.1,0
14,S10,S13,1799,accepted_in_agg,0.0,median,0.1,1
14,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
14,S7,S9,1803,accepted_in_agg,0.0,median,0.1,0
14,S7,S6,1801,accepted_in_agg,0.0,median,0.1,0
14,S7,S14,1794,accepted_in_agg,0.0,median,0.1,0
14,S14,S3,1799,accepted_in_agg,0.0,median,0.1,0
14,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
14,S14,S4,1802,accepted_in_agg,0.0,median,0.1,0
14,S14,S16,1801,accepted_in_agg,0.0,median,0.1,0
15,S2,S11,1790,accepted_in_agg,0.0,median,0.1,0
15,S7,S9,1798,accepted_in_agg,0.0,median,0.1,0
15,S7,S14,1797,accepted_in_agg,0.0,median,0.1,0
15,S3,S5,1796,accepted_in_agg,0.0,median,0.1,0
15,S5,S8,1797,accepted_in_agg,0.0,median,0.1,0
15,S14,S16,1799,accepted_in_agg,0.0,median,0.1,0
15,S14,S3,1800,accepted_in_agg,0.0,median,0.1,0
15,S14,S4,1804,accepted_in_agg,0.0,median,0.1,0
16,S7,S6,1800,accepted_in_agg,0.0,median,0.1,0
16,S7,S9,1800,accepted_in_agg,0.0,median,0.1,0
16,S7,S14,1793,accepted_in_agg,0.0,median,0.1,0
16,S2,S11,1795,accepted_in_agg,0.0,median,0.1,0
16,S14,S4,1807,accepted_in_agg,0.0,median,0.1,1
17,S14,S15,1799,accepted_in_agg,0.0,median,0.1,1
17,S14,S3,1800,accepted_in_agg,0.0,median,0.1,1
17,S14,S16,1796,accepted_in_agg,0.0,median,0.1,1
17,S14,S4,1807,accepted_in_agg,0.0,median,0.1,1
17,S7,S6,1803,accepted_in_agg,0.0,median,0.1,1
17,S3,S5,1790,accepted_in_agg,0.0,median,0.1,0
17,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
17,S5,S8,1794,accepted_in_agg,0.0,median,0.1,0
18,S2,S11,1796,accepted_in_agg,0.0,median,0.1,0
18,S7,S9,1802,accepted_in_agg,0.0,median,0.1,0
18,S7,S14,1800,accepted_in_agg,0.0,median,0.1,0
18,S14,S3,1797,accepted_in_agg,0.0,median,0.1,1
19,S2,S11,1796,accepted_in_agg,0.0,median,0.1,0
19,S14,S15,1799,accepted_in_agg,0.0,median,0.1,0
19,S14,S3,1804,accepted_in_agg,0.0,median,0.1,0
19,S7,S9,1801,accepted_in_agg,0.0,median,0.1,0
19,S7,S14,1797,accepted_in_agg,0.0,median,0.1,0
19,S7,S6,1802,accepted_in_agg,0.0,median,0.1,0
19,S10,S13,1796,accepted_in_agg,0.0,median,0.1,0
20,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
20,S7,S9,1801,accepted_in_agg,0.0,median,0.1,0
20,S7,S14,1806,accepted_in_agg,0.0,median,0.1,0
20,S14,S16,1800,accepted_in_agg,0.0,median,0.1,0
20,S14,S4,1803,accepted_in_agg,0.0,median,0.1,0
20,S14,S3,1795,accepted_in_agg,0.0,median,0.1,0
20,S14,S15,1793,accepted_in_agg,0.0,median,0.1,0
21,S7,S14,1798,accepted_in_agg,0.0,median,0.1,0
21,S7,S9,1797,accepted_in_agg,0.0,median,0.1,0
21,S7,S6,1797,accepted_in_agg,0.0,median,0.1,0
21,S3,S5,1796,accepted_in_agg,0.0,median,0.1,0
21,S14,S4,1800,accepted_in_agg,0.0,median,0.1,0
21,S14,S16,1801,accepted_in_agg,0.0,median,0.1,0
21,S14,S15,1798,accepted_in_agg,0.0,median,0.1,0
21,S10,S13,1794,accepted_in_agg,0.0,median,0.1,0
21,S5,S8,1798,accepted_in_agg,0.0,median,0.1,0
22,S7,S14,1800,accepted_in_agg,0.0,median,0.1,0
22,S7,S9,1804,accepted_in_agg,0.0,median,0.1,0
22,S2,S11,1796,accepted_in_agg,0.0,median,0.1,1
22,S5,S8,1802,accepted_in_agg,0.0,median,0.1,0
22,S14,S4,1802,accepted_in_agg,0.0,median,0.1,0
22,S10,S13,1795,accepted_in_agg,0.0,median,0.1,0
23,S2,S11,1800,accepted_in_agg,0.0,median,0.1,0
23,S7,S14,1801,accepted_in_agg,0.0,median,0.1,0
23,S3,S5,1797,accepted_in_agg,0.0,median,0.1,0
23,S14,S3,1792,accepted_in_agg,0.0,median,0.1,0
23,S14,S4,1800,accepted_in_agg,0.0,median,0.1,0
23,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
23,S14,S16,1801,accepted_in_agg,0.0,median,0.1,0
23,S10,S13,1801,accepted_in_agg,0.0,median,0.1,0
24,S2,S11,1800,accepted_in_agg,0.0,median,0.1,0
24,S7,S14,1792,accepted_in_agg,0.0,median,0.1,0
24,S7,S9,1801,accepted_in_agg,0.0,median,0.1,0
24,S5,S8,1799,accepted_in_agg,0.0,median,0.1,0
24,S3,S5,1804,accepted_in_agg,0.0,median,0.1,0
24,S14,S3,1796,accepted_in_agg,0.0,median,0.1,0
24,S14,S16,1800,accepted_in_agg,0.0,median,0.1,0
24,S10,S13,1800,accepted_in_agg,0.0,median,0.1,0
25,S14,S16,1800,accepted_in_agg,0.0,median,0.1,0
25,S7,S6,1804,accepted_in_agg,0.0,median,0.1,0
26,S2,S11,1798,accepted_in_agg,0.0,median,0.1,0
26,S14,S16,1802,accepted_in_agg,0.0,median,0.1,0
26,S14,S4,1801,accepted_in_agg,0.0,median,0.1,0
26,S14,S3,1797,accepted_in_agg,0.0,median,0.1,0
26,S10,S13,1799,accepted_in_agg,0.0,median,0.1,0
27,S3,S5,1793,accepted_in_agg,0.0,median,0.1,0
27,S7,S14,1803,accepted_in_agg,0.0,median,0.1,0
27,S7,S6,1803,accepted_in_agg,0.0,median,0.1,0
27,S7,S9,1798,accepted_in_agg,0.0,median,0.1,0
27,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
27,S14,S4,1800,accepted_in_agg,0.0,median,0.1,0
27,S14,S15,1804,accepted_in_agg,0.0,median,0.1,0
27,S5,S8,1800,accepted_in_agg,0.0,median,0.1,0
28,S2,S11,1794,accepted_in_agg,0.0,median,0.1,0
28,S7,S6,1801,accepted_in_agg,0.0,median,0.1,0
28,S7,S14,1801,accepted_in_agg,0.0,median,0.1,0
28,S14,S3,1797,accepted_in_agg,0.0,median,0.1,0
28,S14,S16,1800,accepted_in_agg,0.0,median,0.1,0
29,S3,S5,1801,accepted_in_agg,0.0,median,0.1,0
29,S2,S11,1800,accepted_in_agg,0.0,median,0.1,0
29,S10,S13,1800,accepted_in_agg,0.0,median,0.1,0
29,S5,S8,1800,accepted_in_agg,0.0,median,0.1,1
29,S14,S4,1805,accepted_in_agg,0.0,median,0.1,0
29,S14,S15,1804,accepted_in_agg,0.0,median,0.1,0
30,S3,S5,1794,accepted_in_agg,0.0,median,0.1,0
30,S7,S6,1802,accepted_in_agg,0.0,median,0.1,0
30,S7,S14,1798,accepted_in_agg,0.0,median,0.1,0
31,S11,S2,1791,accepted_in_agg,0.0,median,0.1,0
31,S15,S14,1799,accepted_in_agg,0.0,median,0.1,0
31,S13,S10,1801,accepted_in_agg,0.0,median,0.1,0
31,S5,S3,1797,accepted_in_agg,0.0,median,0.1,0
31,S6,S7,1799,accepted_in_agg,0.0,median,0.1,0
32,S8,S5,1800,accepted_in_agg,0.0,median,0.1,0
33,S11,S2,1795,accepted_in_agg,0.0,median,0.1,0
33,S15,S14,1801,accepted_in_agg,0.0,median,0.1,0
33,S6,S7,1795,accepted_in_agg,0.0,median,0.1,0
33,S13,S10,1798,accepted_in_agg,0.0,median,0.1,0
34,S5,S3,1796,accepted_in_agg,0.0,median,0.1,0
35,S8,S5,1802,accepted_in_agg,0.0,median,0.1,0
35,S15,S14,1804,accepted_in_agg,0.0,median,0.1,0
