t,agent,neighbor,tau,score,contacts,reputation,self_p
1,S9,S7,1.0078906819583668,1.2302362530634936,1,0.0,0.8
1,S11,S4,1.0,1.2223455711051268,1,0.0,0.8
1,S7,S13,1.0,1.2223455711051268,1,1.0,0.8270157071577515
1,S8,S5,1.0,1.2223455711051268,1,1.0,0.8472170730619659
1,S8,S15,1.0,1.2223455711051268,1,0.0,0.8472170730619659
1,S8,S6,1.0,1.2223455711051268,1,0.0,0.8472170730619659
1,S16,S8,1.0,1.2223455711051268,1,1.0,0.8286979204299083
1,S16,S17,1.0,1.2223455711051268,1,0.5,0.8286979204299083
1,S5,S10,1.0,1.2223455711051268,1,1.0,0.8007304054434861
1,S5,S3,1.0,1.2223455711051268,1,1.0,0.8007304054434861
1,S5,S2,1.0,1.2223455711051268,1,0.0,0.8007304054434861
1,S17,S16,1.0,1.2223455711051268,1,0.5,0.9733342759388637
2,S11,S4,0.995,1.2173455711051266,1,0.0,0.6429192016115528
2,S14,S11,1.0,1.2223455711051268,1,1.0,0.6458763053860048
2,S9,S7,1.002851228548575,1.2251967996537017,1,0.0,0.6400000000000001
2,S8,S5,0.995,1.2173455711051266,1,1.0,0.6777736584495728
2,S8,S15,0.995,1.2173455711051266,1,0.0,0.6777736584495728
2,S8,S6,0.995,1.2173455711051266,1,0.0,0.6777736584495728
2,S5,S10,0.995,1.1989333980337618,2,1.0,0.6405843243547888
2,S5,S3,0.995,1.2173455711051266,1,1.0,0.6405843243547888
2,S5,S2,0.995,1.2173455711051266,1,0.0,0.6405843243547888
2,S5,S6,1.0,1.2223455711051268,1,1.0,0.6405843243547888
2,S3,S14,1.0,1.2223455711051268,1,1.0,0.7133158894854154
2,S7,S13,0.995,1.2173455711051266,1,1.0,0.6751619748011772
2,S10,S3,1.0,1.2223455711051268,1,1.0,0.7322341370583079
2,S10,S7,1.0,1.2223455711051268,1,0.0,0.7322341370583079
2,S16,S8,0.995,1.2173455711051266,1,1.0,0.6629583363439266
2,S16,S17,0.995,1.2173455711051266,1,0.5,0.6629583363439266
2,S16,S2,1.0256669926760358,1.2480125637811625,1,0.0,0.6629583363439266
2,S17,S16,0.995,1.2173455711051266,1,0.5,0.778667420751091
3,S4,S8,1.0,1.2223455711051268,1,1.0,0.5642126097206264
3,S4,S6,1.0,1.2223455711051268,1,1.0,0.5642126097206264
3,S9,S7,0.997836972405832,1.2201825435109588,1,0.0,0.518644843427825
3,S9,S5,1.0,1.2223455711051268,1,0.0,0.518644843427825
3,S5,S10,0.990025,1.1939583980337618,2,1.0,0.5176060256732428
3,S5,S3,0.990025,1.2123705711051267,1,1.0,0.5176060256732428
3,S5,S2,0.990025,1.2123705711051267,1,0.0,0.5176060256732428
3,S5,S6,0.995,1.2173455711051266,1,1.0,0.5176060256732428
3,S5,S4,1.0,1.2223455711051268,1,1.0,0.5176060256732428
3,S11,S4,0.990025,1.2123705711051267,1,0.0,0.5287509597782383
3,S7,S13,0.990025,1.2123705711051267,1,1.0,0.5678995565817553
3,S8,S5,0.990025,1.2123705711051267,1,1.0,0.5441658445145797
3,S8,S15,0.990025,1.1939583980337618,2,0.0,0.5441658445145797
3,S8,S6,0.990025,1.2123705711051267,1,0.0,0.5441658445145797
3,S14,S11,0.995,1.2173455711051266,1,1.0,0.5814973729475296
3,S14,S9,1.0,1.2223455711051268,1,0.0,0.5814973729475296
3,S14,S13,1.0,1.2223455711051268,1,0.0,0.5814973729475296
3,S3,S14,0.995,1.2173455711051266,1,1.0,0.5706527115883323
3,S10,S3,0.995,1.2173455711051266,1,1.0,0.5857873096466463
3,S10,S7,0.995,1.2173455711051266,1,0.0,0.5857873096466463
3,S15,S16,1.0,1.2223455711051268,1,1.0,0.6490214539960073
3,S15,S14,1.0,1.2223455711051268,1,1.0,0.6490214539960073
3,S17,S16,0.990025,1.2123705711051267,1,0.5,0.6229339366008728
3,S16,S8,0.990025,1.2123705711051267,1,1.0,0.5442821661526805
3,S16,S17,0.990025,1.2123705711051267,1,0.5,0.5442821661526805
3,S16,S2,1.0205386577126556,1.2428842288177824,1,0.0,0.5442821661526805
3,S16,S11,1.0,1.2223455711051268,1,1.0,0.5442821661526805
3,S16,S7,1.0,1.2223455711051268,1,0.5,0.5442821661526805
4,S9,S7,0.9928477875438029,1.2151933586489296,1,0.0,0.4152676229063392
4,S9,S5,0.995,1.1989333980337618,2,0.0,0.4152676229063392
4,S9,S10,1.0,1.2223455711051268,1,0.0,0.4152676229063392
4,S3,S14,0.990025,1.2123705711051267,1,1.0,0.4655345789435782
4,S8,S5,0.985074875,1.2074204461051268,1,1.0,0.4353326756116638
