t,agent,neighbor,tau,score,contacts,reputation,self_p
1,S5,S11,1.0,1.2223455711051268,1,0.0,0.8
1,S5,S6,1.0,1.2223455711051268,1,0.0,0.8
1,S8,S9,1.0,1.2223455711051268,1,1.0,0.9107604411922509
1,S8,S7,1.0,1.2223455711051268,1,0.0,0.9107604411922509
1,S8,S13,1.0,1.2223455711051268,1,0.0,0.9107604411922509
1,S8,S4,1.0,1.2223455711051268,1,0.0,0.9107604411922509
1,S6,S14,1.0,1.2223455711051268,1,1.0,0.8339861062741596
1,S17,S8,1.0285873813512005,1.2509329524563273,1,0.0,0.8
1,S16,S3,1.0,1.2223455711051268,1,1.0,0.8
2,S6,S14,0.995,1.2173455711051266,1,1.0,0.6719897886299214
2,S14,S5,1.0285554935861685,1.2509010646912953,1,0.0,0.7485301431536222
2,S8,S9,0.995,1.2173455711051266,1,1.0,0.7499401307803322
2,S8,S7,0.995,1.2173455711051266,1,0.0,0.7499401307803322
2,S8,S13,0.995,1.2173455711051266,1,0.0,0.7499401307803322
2,S8,S4,0.995,1.2173455711051266,1,0.0,0.7499401307803322
2,S5,S11,0.995,1.2173455711051266,1,0.0,0.6407796716527804
2,S5,S6,0.995,1.2173455711051266,1,0.0,0.6407796716527804
2,S17,S8,1.0234444444444446,1.2457900155495714,1,0.0,0.6400000000000001
2,S16,S3,0.995,1.2173455711051266,1,1.0,0.6400000000000001
2,S16,S15,1.0,1.2223455711051268,1,1.0,0.6400000000000001
2,S16,S2,1.0,1.2223455711051268,1,1.0,0.6400000000000001
3,S5,S11,0.990025,1.2123705711051267,1,0.0,0.5253071975530134
3,S5,S6,0.990025,1.2123705711051267,1,0.0,0.5253071975530134
3,S14,S5,1.0234127161182376,1.2457582872233643,1,0.0,0.5988241145228977
3,S14,S10,1.0,1.2223455711051268,1,1.0,0.5988241145228977
3,S11,S3,1.0,1.2223455711051268,1,0.0,0.5595231745061773
3,S7,S16,1.0002755357912136,1.2226211068963404,1,0.0,0.6991328779190381
3,S16,S3,0.990025,1.2123705711051267,1,1.0,0.5121313604620705
3,S16,S15,0.995,1.2173455711051266,1,1.0,0.5121313604620705
3,S16,S2,0.995,1.2173455711051266,1,1.0,0.5121313604620705
3,S6,S14,0.990025,1.2123705711051267,1,1.0,0.5406782208452962
3,S8,S9,0.990025,1.2123705711051267,1,1.0,0.6127212647281048
3,S8,S7,0.990025,1.2123705711051267,1,0.0,0.6127212647281048
3,S8,S13,0.990025,1.2123705711051267,1,0.0,0.6127212647281048
3,S8,S4,0.990025,1.1939583980337618,2,0.0,0.6127212647281048
3,S15,S8,1.0,1.2223455711051268,1,0.0,0.5174000682110919
3,S17,S8,1.0183272222222224,1.2406727933273491,1,0.0,0.5120000000000001
3,S17,S6,1.0,1.2223455711051268,1,1.0,0.5120000000000001
3,S17,S7,1.0,1.2223455711051268,1,1.0,0.5120000000000001
3,S17,S9,1.0,1.2223455711051268,1,0.0,0.5120000000000001
4,S8,S9,0.985074875,1.2074204461051268,1,1.0,0.4901770117824839
4,S8,S7,0.985074875,1.2074204461051268,1,0.0,0.4901770117824839
4,S8,S13,0.985074875,1.2074204461051268,1,0.0,0.4901770117824839
4,S8,S4,0.985074875,1.1890082730337619,2,0.0,0.4901770117824839
4,S8,S2,1.0,1.2223455711051268,1,0.0,0.4901770117824839
4,S6,S14,0.985074875,1.2074204461051268,1,1.0,0.43534799605686664
4,S11,S3,0.995,1.2173455711051266,1,0.0,0.44761853960494186
4,S11,S5,1.0,1.2223455711051268,1,0.0,0.44761853960494186
4,S7,S16,0.9952741581122576,1.2176197292173843,1,0.0,0.5722713773028049
4,S7,S13,1.0,1.2223455711051268,1,1.0,0.5722713773028049
4,S15,S8,0.995,1.2173455711051266,1,0.0,0.4139200545688735
4,S14,S5,1.0182956525376463,1.240641223642773,1,0.0,0.47905929161831823
4,S14,S10,0.995,1.2173455711051266,1,1.0,0.47905929161831823
4,S5,S11,0.985074875,1.2074204461051268,1,0.0,0.6010715202384602
4,S5,S6,0.985074875,1.2074204461051268,1,0.0,0.6010715202384602
4,S13,S17,1.0,1.2223455711051268,1,1.0,0.43818702750062377
4,S17,S8,1.0132355861111113,1.235581157216238,1,0.0,0.4173664915716889
