pca_1,pca_2,pca_3,pca_4,label
-0.4919401421272196,-0.3831120372817299,0.035422138673111836,-0.2597858266914282,0
-0.4827042759149832,-0.40207038175256266,-0.004076898771142701,-0.3128394783568728,0
-0.5221314028535582,-0.34530435437333407,-0.04101575963140547,-0.2616866854140297,0
-0.45544107402506395,-0.48347819402847697,0.11557593776199582,-0.14515914284386605,0
-0.4082999507128001,-0.6113056677043973,0.07394714494188825,0.007248675506897062,0
-0.39514771189497744,-0.5399839217559986,0.11707704410466979,-0.14189578184080193,0
-0.4217872812293735,-0.42416212579098755,0.29297523978358064,-0.22346500752586468,0
-0.4927185455641808,-0.3823848302762817,0.10410597755241413,-0.27445769881188314,0
-0.5353790886678933,-0.4215722043048069,-0.19869267602605184,-0.20175453667621107,0
-0.5071791503765865,-0.3700902898891941,-0.11336666543009943,-0.13645850950540034,0
-0.4911579225183753,-0.3640703054735347,-0.1897166371584436,-0.16756481992889122,0
-0.4918783811815196,-0.35900950238038815,-0.08420801198591132,-0.15798371075283252,0
-0.5245428296090799,-0.32754544738110636,-0.14179745322849785,-0.15041798574654447,0
-0.5365747838112952,-0.3170336286612327,-0.2501686151413729,-0.09319485717536719,0
-0.517791261878911,-0.3086464540977904,-0.19170740821306537,-0.11655675584050401,0
-0.5268851003451952,-0.3296278018872767,-0.1883492295989056,-0.10990591899172214,0
-0.5532251269037399,-0.3373870066054796,-0.1994203957231283,-0.10571326378674145,0
-0.5471926778634235,-0.29400287984973894,-0.1995081347006465,-0.1469101420771491,0
-0.5564884512313985,-0.2957293962499662,-0.10512807755711229,-0.1780583502985857,0
-0.5521491945873782,-0.2973319975964349,-0.15995089070451401,-0.19368187193899172,0
-0.5330673838806879,-0.2558410773391026,-0.1321449502429245,-0.19048285143542937,0
-0.5347491623960101,-0.2504912205673697,-0.10866583177900524,-0.20901605177480426,0
-0.5491731012379966,-0.27497214665601377,-0.11462156126154077,-0.21677597624863493,0
-0.5353887110326425,-0.3299409163357644,-0.13096490822376217,-0.16965131522728566,0
-0.5373146160678228,-0.30069209818326986,-0.11062676334737509,-0.2168704290128452,0
-0.5445943572796791,-0.30779622039737037,-0.1469098266105336,-0.18903777745285483,0
-0.53577006068686,-0.3246322327426346,-0.024771452837272112,-0.24847691891332319,0
-0.5559871828519597,-0.2057416002380916,0.2211424186455888,-0.27741468112075457,0
-0.6048167077759301,-0.24148546488486644,0.1867583263160394,-0.3074006050776787,0
-0.6695824238380986,-0.13538219386409867,0.24614531169397236,-0.27572057651750265,0
-0.6457130330571781,-0.21601962536633368,0.194512435775828,-0.30536192480251473,0
-0.6251054966048875,-0.26221222989359805,0.12474677870686168,-0.322147230119001,0
-0.6602957919738002,-0.1711279364166564,0.19187592017246002,-0.28961492518305315,0
-0.6724035258616817,-0.20564580452196302,-0.0013793704661890782,-0.28171087641993137,0
-0.6090630303209497,-0.25633652422184594,0.06488545512625143,-0.3151087080380944,0
-0.5998514705635853,-0.26210214126797055,0.20918347938626536,-0.3065576537367069,0
-0.6543794723537019,-0.17142851204353268,0.08239718388132455,-0.33679093884915373,0
-0.6361740788088287,-0.18957385590291534,0.36454049318595727,-0.2527703036512528,0
-0.5924536132428334,-0.22262084405887805,0.2881861532633513,-0.2695265179449288,0
-0.5069343271917273,-0.3431884231493201,0.07154787824488862,-0.30125284819939785,0
