t,agent,neighbor,tau,score,contacts,reputation,self_p
5,S16,S4,1.0,1.2223455711051268,1,0.0,0.3545180793573116
6,S16,S4,0.995,1.2173455711051266,1,0.0,0.36415978022040957
6,S17,S7,1.0,1.2223455711051268,1,0.0,0.28577887359582405
7,S15,S8,1.0,1.2223455711051268,1,0.0,0.2330877991792284
7,S16,S4,0.990025,1.2123705711051267,1,0.0,0.2913278241763277
7,S17,S7,1.0070463046641198,1.2109797026978817,2,0.0,0.2407778405376238
8,S15,S8,0.995,1.1989333980337618,2,0.0,0.18647023934338272
8,S13,S17,1.0,1.2223455711051268,1,1.0,0.1886216669471104
8,S17,S7,1.0020110731407992,1.1923065093177272,3,0.5,0.39262227243009906
8,S16,S4,0.985074875,1.2074204461051268,1,0.0,0.23306225934106217
9,S15,S8,0.990025,1.180320436176928,3,0.0,0.1678215229304743
9,S8,S13,1.0,1.2223455711051268,1,1.0,0.35350957675006794
9,S13,S17,0.995,1.2173455711051266,1,1.0,0.3508973335576884
9,S17,S7,0.9970010177750952,1.1765885185820972,4,0.5,0.31409781794407926
9,S16,S4,0.9801495006250001,1.2024950717301268,1,0.0,0.18644980747284975
10,S15,S8,0.987661337231342,1.1672488380383441,4,0.0,0.2265760081911698
10,S15,S5,1.0,1.2223455711051268,1,1.0,0.2265760081911698
10,S13,S17,0.990025,1.2123705711051267,1,1.0,0.3551769776252762
10,S8,S13,0.995,1.1989333980337618,2,1.0,0.44787108990439617
10,S17,S7,0.9920160126862198,1.171603513493222,4,0.5,0.2512782543552634
10,S16,S4,0.9752487531218751,1.1975943242270017,1,0.0,0.15164060749183655
11,S14,S2,1.0,1.2223455711051268,1,0.0,0.08909258374621075
11,S4,S15,1.0285714285714285,1.2509169996765552,1,0.0,0.14326776304889674
11,S8,S13,0.990025,1.180320436176928,3,1.0,0.35829687192351695
11,S15,S8,0.9827230305451853,1.1623105313521873,4,0.0,0.38126080655293587
11,S15,S5,0.995,1.1989333980337618,2,1.0,0.38126080655293587
11,S13,S17,0.985074875,1.1890082730337619,2,1.0,0.31395636421691264
11,S17,S7,0.9870559326227887,1.1666434334297908,4,0.5,0.20237370341020597
11,S16,S4,0.9703725093562657,1.1927180804613924,1,0.0,0.12131248599346925
12,S14,S2,0.995,1.1989333980337618,2,0.0,0.2712740669969686
12,S4,S15,1.0518730158730158,1.2558064139067777,2,0.0,0.11642358224180255
12,S15,S8,0.9778094153924594,1.1486562831888276,5,0.5,0.5050086452423488
12,S15,S5,0.990025,1.180320436176928,3,1.0,0.5050086452423488
12,S8,S13,0.985074875,1.175370311176928,3,1.0,0.2884831708966467
12,S13,S17,0.9801495006250001,1.184082898658762,2,1.0,0.2511650913735301
12,S17,S7,0.9821206529596748,1.161708153766677,4,0.5,0.16189896272816479
12,S17,S10,1.0,1.2223455711051268,1,0.0,0.16189896272816479
12,S16,S4,0.9655206468094844,1.1878662179146111,1,0.0,0.0970499887947754
13,S14,S2,0.990025,1.1939583980337618,2,0.0,0.30031821552569826
13,S13,S17,0.9925414663186088,1.1828369024955367,3,0.0,0.251395425969931
13,S15,S8,0.9729203683154971,1.136430847993269,6,0.0,0.48221817782632737
13,S15,S5,0.985074875,1.164662375807002,4,1.0,0.48221817782632737
13,S4,S15,1.0749950255164888,1.2652904616934169,3,0.0,0.29313886579344206
