t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S11,S8,1790,accepted_in_agg,0.0,median,0.1,0
6,S3,S5,1796,accepted_in_agg,0.0,median,0.1,0
7,S3,S5,1800,accepted_in_agg,0.0,median,0.1,0
8,S13,S7,1795,accepted_in_agg,0.0,median,0.1,0
8,S3,S5,1798,accepted_in_agg,0.0,median,0.1,0
9,S14,S3,1799,accepted_in_agg,0.0,median,0.1,0
9,S13,S7,1797,accepted_in_agg,0.0,median,0.1,0
9,S3,S5,1800,accepted_in_agg,0.0,median,0.1,0
10,S8,S17,1803,accepted_in_agg,0.0,median,0.1,0
10,S14,S15,1801,accepted_in_agg,0.0,median,0.1,1
11,S13,S7,1798,accepted_in_agg,0.0,median,0.1,0
11,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
12,S14,S15,1803,accepted_in_agg,0.0,median,0.1,0
12,S13,S7,1802,accepted_in_agg,0.0,median,0.1,1
13,S5,S8,1797,accepted_in_agg,0.0,median,0.1,0
13,S8,S17,1806,accepted_in_agg,0.0,median,0.1,0
13,S13,S7,1805,accepted_in_agg,0.0,median,0.1,0
14,S3,S5,1801,accepted_in_agg,0.0,median,0.1,0
14,S5,S8,1798,accepted_in_agg,0.0,median,0.1,0
14,S13,S7,1801,accepted_in_agg,0.0,median,0.1,0
14,S8,S17,1799,accepted_in_agg,0.0,median,0.1,0
15,S14,S3,1803,accepted_in_agg,0.0,median,0.1,0
15,S5,S8,1804,accepted_in_agg,0.0,median,0.1,0
15,S3,S5,1804,accepted_in_agg,0.0,median,0.1,0
15,S13,S7,1800,accepted_in_agg,0.0,median,0.1,0
15,S2,S11,1795,accepted_in_agg,0.0,median,0.1,0
16,S13,S7,1803,accepted_in_agg,0.0,median,0.1,0
16,S14,S3,1798,accepted_in_agg,0.0,median,0.1,0
16,S5,S8,1803,accepted_in_agg,0.0,median,0.1,0
16,S8,S17,1807,accepted_in_agg,0.0,median,0.1,0
16,S3,S5,1801,accepted_in_agg,0.0,median,0.1,0
17,S5,S8,1806,accepted_in_agg,0.0,median,0.1,0
17,S5,S10,1796,accepted_in_agg,0.0,median,0.1,0
17,S14,S15,1806,accepted_in_agg,0.0,median,0.1,0
17,S8,S17,1804,accepted_in_agg,0.0,median,0.1,0
18,S5,S10,1799,accepted_in_agg,0.0,median,0.1,1
18,S8,S17,1808,accepted_in_agg,0.0,median,0.1,0
18,S14,S15,1800,accepted_in_agg,0.0,median,0.1,0
19,S5,S8,1803,accepted_in_agg,0.0,median,0.1,0
19,S5,S10,1798,accepted_in_agg,0.0,median,0.1,0
19,S8,S17,1801,accepted_in_agg,0.0,median,0.1,0
19,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
20,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
20,S3,S5,1804,accepted_in_agg,0.0,median,0.1,0
20,S5,S10,1798,accepted_in_agg,0.0,median,0.1,1
20,S5,S8,1812,accepted_in_agg,0.0,median,0.1,1
20,S8,S17,1805,accepted_in_agg,0.0,median,0.1,0
20,S13,S7,1799,accepted_in_agg,0.0,median,0.1,0
21,S5,S10,1803,accepted_in_agg,0.0,median,0.1,0
21,S5,S8,1808,accepted_in_agg,0.0,median,0.1,0
21,S14,S15,1801,accepted_in_agg,0.0,median,0.1,0
21,S14,S3,1805,accepted_in_agg,0.0,median,0.1,0
21,S8,S17,1802,accepted_in_agg,0.0,median,0.1,0
22,S2,S11,1790,accepted_in_agg,0.0,median,0.1,0
22,S14,S15,1805,accepted_in_agg,0.0,median,0.1,0
22,S5,S8,1799,accepted_in_agg,0.0,median,0.1,0
22,S5,S10,1797,accepted_in_agg,0.0,median,0.1,0
22,S8,S17,1804,accepted_in_agg,0.0,median,0.1,0
23,S8,S17,1803,accepted_in_agg,0.0,median,0.1,1
23,S3,S5,1803,accepted_in_agg,0.0,median,0.1,0
23,S5,S10,1803,accepted_in_agg,0.0,median,0.1,0
23,S5,S8,1806,accepted_in_agg,0.0,median,0.1,0
23,S14,S15,1803,accepted_in_agg,0.0,median,0.1,0
23,S14,S3,1803,accepted_in_agg,0.0,median,0.1,0
24,S3,S5,1801,accepted_in_agg,0.0,median,0.1,1
24,S2,S11,1798,accepted_in_agg,0.0,median,0.1,0
24,S8,S17,1804,accepted_in_agg,0.0,median,0.1,0
24,S5,S10,1799,accepted_in_agg,0.0,median,0.1,1
25,S8,S17,1801,accepted_in_agg,0.0,median,0.1,0
25,S5,S10,1805,accepted_in_agg,0.0,median,0.1,0
25,S5,S8,1805,accepted_in_agg,0.0,median,0.1,0
25,S14,S15,1802,accepted_in_agg,0.0,median,0.1,0
26,S5,S3,1799,accepted_in_agg,0.0,median,0.1,0
26,S8,S5,1798,accepted_in_agg,0.0,median,0.1,1
26,S17,S8,1806,accepted_in_agg,0.0,median,0.1,0
27,S11,S2,1804,accepted_in_agg,0.0,median,0.1,0
28,S7,S13,1806,accepted_in_agg,0.0,median,0.1,0
28,S17,S8,1794,accepted_in_agg,0.0,median,0.1,0
29,S6,S7,1801,accepted_in_agg,0.0,median,0.1,0
30,S8,S5,1803,accepted_in_agg,0.0,median,0.1,0
30,S7,S13,1801,accepted_in_agg,0.0,median,0.1,0
31,S11,S2,1801,accepted_in_agg,0.0,median,0.1,0
31,S17,S8,1792,accepted_in_agg,0.0,median,0.1,0
32,S8,S5,1798,accepted_in_agg,0.0,median,0.1,0
32,S11,S2,1805,accepted_in_agg,0.0,median,0.1,0
