chest_ACC_1,chest_ACC_2,chest_ACC_3,chest_ECG_1,chest_EMG_1,chest_EDA_1,chest_TEMP_1,chest_RESP_1,wrist_ACC_1,wrist_ACC_2,wrist_ACC_3,wrist_BVP_1,wrist_EDA_1,wrist_TEMP_1,label
0.7400314515294638,-0.0728280960250306,-0.5742650916845717,0.10840420979160272,-0.0026263620606340682,2.812970304442282,32.855232,2.4700441631271666,-23.78907423419466,-44.419462070558026,-39.56419993617814,21.63917746173452,0.3034490000000001,32.000000000000014,1
0.7553972030807374,-0.09717240277649432,-0.5440162253056939,-0.02611858711581913,-0.0024919777317713686,2.816888736905606,32.856503,3.8983077376854576,-22.93607572855494,-44.589893398130236,-41.8382946631871,-13.837885768889485,0.29577300000000006,32.00000000000001,1
0.8008472206901691,-0.12316679223359468,-0.47721529540516655,-0.03989225832663841,-0.002599019753358511,2.8100771490713417,32.857635,4.181306165966237,-23.323231418341884,-45.32035502678868,-38.20627966439928,-36.546340350821666,0.2919359999999999,32.030000000000015,1
0.8125651715944944,-0.12787913435801412,-0.44642816449425954,0.11688641900673466,-0.0023764496323002197,2.8199106293323837,32.85916,1.4287381351470485,-20.903454671854615,-45.138507720715,-43.082001501662816,-17.719881171291203,0.29321499999999995,32.03000000000002,1
0.8403276348793461,-0.13586641434130053,-0.34889009549677336,-0.0146320563471421,-0.0030171669034673465,2.8088322703221307,32.85753,-3.871316297593441,-24.68289584780501,-39.60769435381954,-38.737075227511575,-16.760225866055137,0.2855390000000002,32.030000000000015,1
0.8586658729753894,-0.16106521832579632,-0.3597931984262413,-0.061186692866782875,-0.002763550303053296,2.8822398551388564,32.864532,-9.592370079530447,-29.140281181015883,-41.31163911428812,-39.54495015333512,-42.69064043037651,0.28809800000000013,32.03000000000002,1
0.9257434756230121,-0.19804301852907225,-0.17376604310914937,0.10174617646793459,-0.0028190805761351815,2.9244426414478775,32.860985,-14.95062589859789,-32.620603560481754,-34.611352074752716,-44.75513945449839,-22.352185038352673,0.2868189999999999,32.03,1
0.855917759200114,-0.24819287511694657,-0.17776215747108662,0.16385871448454223,-0.003091050798401207,2.8444270640015645,32.865276,-15.404862581917138,-34.19868103666348,-32.66547686298141,-48.9995095478666,63.63645290938306,0.2868190000000001,32.03,1
0.864959361326033,-0.2616042606857893,-0.29393678761999154,-0.05248904177584606,-0.0026805739444466558,2.843424873678735,32.8635,-11.6431644131641,-31.03041273445625,-33.58527891232712,-47.70599930893789,0.006244595125316439,0.28937700000000005,32.03000000000001,1
0.8318021256174989,-0.1504857954382019,-0.40569536514034366,-0.05554847900089943,-0.0027656194378740707,2.8317350305690816,32.864574,-10.215463795107395,-32.80771363538516,-36.035822522023544,-43.75170093832332,-67.69771617456419,0.2906560000000002,32.03,1
0.7914581780455463,-0.017522621421771606,-0.4853709366723614,0.03708360117154786,-0.0038239194531907877,2.838867718956492,32.86595,-11.606995380460281,-36.44946893606262,-41.949693001321904,-28.905621604299238,18.361296920758225,0.290656,32.0,1
