mean_ecg,std_ecg,skew_ecg,kurt_ecg,mean_eda,std_eda,skew_eda,kurt_eda,label
0.001978108,0.282388388,2.748026939,13.97697901,12.55026545,0.026490657,-0.070997769,0.09081858,0
7.98E-05,0.275284273,2.983763308,15.41504197,12.57010258,0.019127106,-0.174745564,0.21773484,0
0.001092767,0.262797609,3.197685988,17.37145356,12.57107544,0.013376579,0.180608364,2.231269077,0
0.000839539,0.263041711,3.100875929,16.94445719,12.55452592,0.017168971,-0.44795216,5.280526362,0
0.001301939,0.265236981,2.944972303,16.123956,12.53560143,0.01537848,-0.213014454,6.323009618,0
0.002426736,0.283862563,2.750436772,13.66166422,12.51596325,0.018617596,-0.272030775,0.36952956,0
0.003159635,0.293809233,2.618252487,12.57550285,12.49867276,0.015558994,0.218370635,3.185938119,0
0.00040707,0.284547201,2.752177627,13.92451323,12.50428499,0.017630863,0.080378907,1.400584633,0
0.000318303,0.27277627,2.987242869,15.7668006,12.52182181,0.014575402,-0.328904596,1.801537287,0
0.001768374,0.262793162,3.114845184,17.11768375,12.52906358,0.011022807,0.319108438,5.12452063,0
0.000394448,0.26296697,3.092464578,16.97640606,12.5351441,0.018749742,1.513418946,3.184611425,0
0.00035359,0.275260413,2.908045553,15.16199369,12.57412633,0.039078918,-0.13437371,-1.394889645,0
0.00207709,0.276822719,2.895475007,14.96420186,12.62188225,0.019964523,-0.106824294,-0.005708925,0
0.000883118,0.258110891,3.119928836,17.46893904,12.64869009,0.017949862,0.085752214,0.180185464,0
0.002661948,0.256596625,3.27835868,18.15741584,12.68078679,0.026539499,0.951828534,1.082892884,0
0.004476105,0.269429758,2.989514878,15.84100204,12.76730309,0.070413836,-0.031612387,-1.747869152,0
-0.000559184,0.262660434,2.908157478,16.19213808,12.8355878,0.015290864,-0.553574903,2.393502787,0
-0.002027788,0.250078794,3.234671463,18.70753179,12.86824401,0.04447512,0.958814675,-0.450697772,0
0.001450071,0.259246179,3.218592603,17.60156057,12.92386486,0.040189629,-0.866592908,-0.376018465,0
0.001934293,0.269950582,2.996902989,15.62779214,12.95944437,0.018137539,-0.066865551,0.146102628,0
0.002820079,0.282108895,2.753779721,13.81251833,12.96048072,0.016634606,-0.013496618,0.723226711,1
0.004244535,0.28900968,2.739620148,13.34365668,12.97316998,0.047988288,0.986593585,-0.457905437,1
-0.00041268,0.267314241,3.090026719,16.28242446,13.01955305,0.048473477,-0.957139831,-0.462802009,1
0.001200845,0.267861803,3.125148668,16.11686056,13.04104353,0.015751447,0.14502478,0.954833782,1
0.001566389,0.268290711,3.125225995,16.06966578,13.02480338,0.019791001,0.285810892,-0.00809089,1
-0.001923059,0.245076164,3.525680282,20.03152437,12.99194298,0.023951326,-0.370098783,-0.571109838,1
0.001120063,0.256276583,3.319610065,18.01192061,12.94944807,0.031176116,-0.055281171,-0.825314736,1
0.003572787,0.26636633,3.192642931,16.51771058,12.89538956,0.035863915,0.116442975,-0.957171438,1
0.003500774,0.252129013,3.487753867,19.0344662,12.84618955,0.025656072,0.370407249,-0.501615756,1
0.001031015,0.252028751,3.498474197,18.90064441,12.8197222,0.015054493,0.497170363,2.129628989,1
0.000212206,0.265583535,3.285543369,16.71923842,12.79467708,0.025506602,-0.565339411,-0.382297969,1
0.001344792,0.264886381,3.141215328,16.48471963,12.74065873,0.044632093,-0.244430862,-0.775508836,1
0.001070147,0.263555619,2.998399443,16.17336286,12.66945169,0.041935068,0.434822226,-1.136492002,1
0.0026106,0.274381202,2.89177959,14.74266539,12.62068198,0.019427184,0.035688304,0.174360256,1
0.000635121,0.264583412,3.07370392,16.39584492,12.59092418,0.02318655,-0.305465564,-0.3392702,1
0.000808764,0.255299189,3.350742632,18.56722699,12.55571578,0.026094011,0.179917653,-0.613011879,1
0.002133636,0.265244262,3.293522713,17.19491378,12.51209166,0.029428224,0.052953036,-0.949155741,1
0.000230464,0.254491058,3.386835815,18.65910252,12.46750739,0.025715703,0.106782854,-0.587886869,1
0.001193815,0.255135945,3.326579366,18.34538593,12.42862216,0.02380994,0.268139074,-0.409496617,1
0.00239343,0.266095343,3.174601775,16.6594201,12.39192875,0.02375959,-0.206097173,-0.488353392,1
0.000970439,0.265469351,3.209950755,16.90753377,12.36306294,0.018682727,0.576414367,0.727526476,1
0.001085658,0.27381434,3.122492236,15.77968944,12.34193017,0.017178957,-0.208695674,0.455232771,1
0.002133087,0.274800204,3.09774149,15.63747147,12.31520271,0.022964085,-0.024857393,-0.019305912,1
0.003600854,0.27309199,3.191976754,16.14855138,12.27435815,0.029616085,-0.101396659,-1.025982149,1
0.000266785,0.274764011,3.111543259,15.84650031,12.24153322,0.018249936,0.419240986,0.299454499,1
-0.001965454,0.277078848,3.07429576,15.55136764,12.21732368,0.020701126,0.224145668,-0.187667728,1
0.003615784,0.282315037,3.13964171,15.10152222,12.19206794,0.017239737,-0.032854339,0.702129954,1
0.001740581,0.263329183,3.339057686,17.49139609,12.1700052,0.019676796,0.131709051,0.003296623,1
-0.000638914,0.266519686,3.251133756,16.97650682,12.14439953,0.01930867,0.260751003,-0.083661169,1
0.002192695,0.274023678,3.188323062,15.93230531,12.13624496,0.013449384,0.32087953,2.075660829,1
0.001160372,0.265186206,3.287087723,17.18274736,12.13163746,0.01653123,-0.13864011,0.546705232,1
0.000771737,0.268340446,3.218165323,16.79183949,12.10770999,0.020397872,0.147069714,-0.275820957,1
0.000766676,0.256070065,3.405456647,18.69371177,12.07609318,0.021850302,0.121962022,-0.450132952,1
1.96E-06,0.255851902,3.411147959,18.62862473,12.05330892,0.01366233,0.251148962,1.694330477,1
0.003600704,0.276350405,3.164121474,15.67463813,12.03907612,0.015943476,-0.000570021,1.03878004,1
0.002836199,0.268092095,3.205796072,16.68338786,12.01465814,0.021212448,0.105566448,-0.432524932,1
0.000181771,0.269831709,3.123220815,16.24159093,11.99019116,0.015767389,0.528370457,0.99156262,1
0.001895207,0.272811479,3.204241831,16.23892517,11.97065866,0.016225391,0.125064401,0.366119834,1
0.000906817,0.266835369,3.242610785,16.87786713,11.95328707,0.014372807,0.36481721,1.711516091,1
-0.000829062,0.261665065,3.264320244,17.55737637,11.93278542,0.018958719,0.179662219,0.36730511,1
0.002187836,0.267260835,3.229017181,16.89000604,11.90753299,0.016703968,0.276295079,0.50836828,1
0.001580776,0.26699249,3.216656836,16.85031565,11.8915056,0.012025591,0.455681548,4.254381325,1
0.001753987,0.25435093,3.501392529,19.2484064,11.88193125,0.012336632,0.384264546,3.546443986,1
0.003297226,0.265872849,3.330132328,17.31703792,11.86354098,0.019264353,-0.076686962,-0.264196129,1
-0.000157399,0.257144579,3.319373419,18.16782782,11.83742229,0.018823767,0.443545958,0.108555188,1
0.001434154,0.266229235,3.254584254,17.00372684,11.81874798,0.013649346,0.442807343,1.494639482,1
0.00262139,0.274646878,3.234897395,16.13619458,11.80635087,0.013743705,0.462535524,1.846026801,1
0.000710397,0.263270433,3.421639055,17.85483957,11.78442846,0.02008302,0.030320521,-0.328523242,1
0.000350261,0.271176183,3.245105999,16.32690933,11.7504806,0.023881223,-0.178034731,-0.199675266,1
0.001180998,0.280100958,3.056992945,14.90260256,11.72207009,0.017464831,0.56726368,1.165392921,1
0.00049169,0.269892097,3.204936162,16.48076165,11.70464886,0.0134856,0.554883069,2.323591111,1
0.000703779,0.247893286,3.588741532,20.28693567,11.68949498,0.013757119,0.601380671,2.314744269,1
0.003361385,0.25938294,3.371332499,17.99751012,11.67621198,0.012714239,0.538231894,3.044825393,1
0.001776489,0.25964523,3.348500001,17.93207362,11.66722488,0.011387911,0.71481054,3.73059195,1
0.001675225,0.249092102,3.487422453,19.71735406,11.66287951,0.010873262,0.826885135,4.374518179,1
0.000897668,0.260914302,3.307499432,17.70437457,11.66054306,0.011471966,0.808667339,4.91519363,1
-0.000399392,0.250214245,3.547166196,19.85597736,11.65074899,0.01456404,0.252692776,1.094650079,1
0.001845062,0.249312965,3.619977403,20.24893343,11.63260177,0.015450273,0.420130119,0.377686659,1
0.002023767,0.250417864,3.547182918,19.79298595,11.62469079,0.011105664,0.682066265,3.275882894,1
0.000523132,0.262838121,3.23876112,17.28190203,11.62381744,0.012882918,0.393850294,2.617630742,1
0.000169654,0.271927467,3.128169633,16.0173122,11.61185058,0.016099558,0.5832452,1.473859455,1
0.002764566,0.26908863,3.279727108,16.73175977,11.59614754,0.013479976,0.494801087,3.529739051,1
0.00199292,0.270458002,3.235707375,16.36115742,11.59953406,0.015173286,0.22674329,1.353731964,1
0.002938189,0.270552492,3.241830989,16.39339907,11.60868628,0.012207216,0.632010972,3.609794474,1
0.000686443,0.260907513,3.402057016,18.01554308,11.60286576,0.01290498,0.88659631,3.524231481,1
0.001265821,0.250555138,3.61557332,19.94477959,11.59649751,0.010691363,1.148810313,7.452704014,1
0.002096093,0.251435682,3.623589041,19.92907522,11.59507822,0.010579935,1.112656331,5.964194179,1
-0.001735284,0.252958112,3.456366071,19.09440402,11.58353037,0.017583163,-0.225707225,1.270266896,1
0.001759781,0.262361973,3.292761736,17.44526842,11.55307497,0.023969148,0.218246987,-0.381982429,1
0.003029362,0.262288952,3.283354328,17.49983861,11.52740969,0.013577271,0.620729983,1.774930439,1
0.00246664,0.262173115,3.308927897,17.63432894,11.52033397,0.01114416,0.827596623,3.938218239,1
0.001227846,0.251012211,3.539427427,19.80513353,11.51388474,0.012869423,0.581808827,2.136911289,1
0.001301461,0.250262803,3.55921414,19.9037054,11.50561278,0.011071679,0.911338944,5.351060079,1
-0.00075461,0.250958715,3.518543777,19.68787925,11.4981054,0.011473599,1.028218772,5.288911291,1
0.000859602,0.250768814,3.563295284,19.91172367,11.48789978,0.011371853,0.51773483,3.501574445,1
0.002440619,0.25090902,3.555607067,19.87167999,11.48006123,0.01062356,0.75715686,4.905949592,1
0.000379486,0.251181949,3.538742725,19.73917718,11.47153756,0.011876299,0.482447637,3.040196588,1
