mean_ecg,std_ecg,skew_ecg,kurt_ecg,mean_eda,std_eda,skew_eda,kurt_eda,Label
0.002283495,0.302576583,0.633979068,7.301513283,2.177602768,0.118577251,-1.04186874,-0.613610761,0
0.016562929,0.263988193,0.87818779,11.20975424,2.227545711,0.025012224,0.184801887,-0.573140404,0
0.00196361,0.258986081,0.841541221,11.1887923,2.19254085,0.021505296,0.121732242,1.282104372,0
-0.000431508,0.258448204,1.007892874,11.90032504,2.166106742,0.01729702,0.002815506,5.924453212,0
-0.001706791,0.25966727,1.101037363,12.38384684,2.150484576,0.013074145,0.427316522,9.294688776,0
-0.001177819,0.254347253,1.097653642,13.19806119,2.149384962,0.013365673,1.137813618,2.133204481,0
0.001745865,0.255884412,0.991797431,12.31727946,2.162797219,0.016176432,0.304489113,0.922440654,0
0.008092202,0.252925396,0.811282338,9.830961788,2.17163778,0.015942951,0.949130344,2.04297366,0
0.001471743,0.250630391,0.678044947,7.967194419,2.184746661,0.021320198,-0.028367864,-0.589865028,0
-0.003533759,0.263524771,0.812406012,9.650390211,2.192487826,0.014465081,0.560086158,1.06964397,0
0.003243092,0.267254941,0.961650064,10.9003075,2.176106099,0.016481535,0.656711565,0.45207571,0
0.000801852,0.245015697,1.035122382,12.11607266,2.161644254,0.012366065,1.115912297,2.354434519,0
0.001840962,0.244186311,1.230117659,11.91182321,2.164736557,0.013752502,0.649981753,1.988488201,0
0.00297515,0.247790497,1.569744856,12.87238116,2.165712411,0.013525017,0.633125251,2.222478313,0
0.001462359,0.233615276,1.642358268,14.47250228,2.153056226,0.013185825,0.872232752,1.678889118,0
0.000565024,0.246240424,1.314083623,12.10723338,2.141358621,0.013000055,0.987545437,2.274374303,1
0.001509692,0.242117886,1.284811404,13.16894687,2.12934167,0.013376129,1.054379298,2.209089675,1
0.002467085,0.228015245,1.286739698,14.60814499,2.118711526,0.012257461,0.980872152,2.296786108,1
0.0014136,0.224781956,1.440785117,15.49019513,2.107020787,0.014586741,-0.20189085,15.62730462,1
0.002284345,0.220184853,1.660322304,17.11638046,2.093397849,0.013580814,-0.003595819,17.70648673,1
0.000983715,0.219135218,1.761068194,17.15330195,2.0821458,0.012869598,0.117286153,19.10114132,1
0.002004802,0.22374927,1.440904831,14.98859669,2.073004205,0.012261722,0.187050562,21.20564083,1
0.003630465,0.221217817,1.394706719,14.97202933,2.062559891,0.013569572,0.622974009,1.60390818,1
0.000762759,0.217664833,1.583611804,16.40126349,2.04913232,0.013762195,0.945283404,1.78926419,1
-0.000837106,0.21911473,1.522199688,16.34770786,2.038325827,0.0118337,1.264598965,3.057579404,1
0.000445548,0.216318921,1.586749272,16.67106896,2.031224115,0.011728885,1.235134477,2.868782906,1
0.003190757,0.214988555,1.582859778,16.27947008,2.022895377,0.012694745,1.025799645,2.319204753,1
0.002239184,0.224136578,1.451948712,15.04609411,2.021357019,0.012420745,1.026237821,2.436447345,1
0.001603631,0.228072785,1.398912498,14.67123551,2.026205335,0.012146741,1.160531555,3.021543363,1
0.00079458,0.227816722,1.424538513,14.24742605,2.022111784,0.013002395,1.128885016,2.514464424,1
0.000909354,0.221377757,1.520963626,15.17432992,2.014504514,0.011740641,1.37390292,3.575300835,1
0.00287335,0.22346502,1.507403219,14.71711497,2.01062415,0.011367562,1.36998711,3.60208759,1
0.000631701,0.231496723,1.476782536,13.39391361,2.003978838,0.012382022,1.20768753,3.42651396,1
0.00162272,0.220799132,1.662445964,15.32095587,1.994602803,0.012264095,1.356475285,4.376921971,1
0.002118413,0.215269605,1.762586908,16.83137256,1.985333579,0.012621859,1.006029807,2.400891571,1
0.002241728,0.222837396,1.710871019,15.70917401,1.973619407,0.013679089,0.890053938,2.259727086,1
0.002977079,0.223006192,1.778736178,15.79585063,1.96234981,0.012763104,1.224340112,4.088364857,1
0.001503898,0.218433319,1.952907213,16.31977805,1.953382819,0.012520248,1.223502319,2.524778925,1
0.000929123,0.210512708,1.992774404,17.567631,1.944785309,0.012427565,1.26394233,2.946259826,1
0.00069072,0.211066475,1.927199167,18.26178583,1.93663063,0.012784813,-1.520706113,71.40401333,1
0.002392149,0.227691196,1.683168357,15.43886268,1.930447769,0.012082954,-1.735606913,83.1883084,1
0.001597092,0.225101628,1.671119582,15.955105,1.925233732,0.011986107,1.331596658,3.269806716,1
0.001770623,0.222481218,1.751266196,16.03793128,1.918368094,0.012787354,-1.476060264,61.74678664,1
0.001555801,0.221564799,1.817946289,16.12906073,1.913141687,0.012050042,-1.798144851,72.69179459,1
0.001796951,0.230987652,1.823674569,15.53321461,1.909578596,0.012162651,-0.738805808,51.07073137,1
0.001704941,0.231063361,2.033316146,16.89061448,1.903511974,0.012896826,-0.4989128,37.55284943,1
-8.17E-05,0.213387242,2.234847293,19.98542391,1.89453501,0.012696721,1.108611323,2.423698803,1
0.00203183,0.217278127,1.883388798,16.61762717,1.887041255,0.011644318,1.398856427,3.675752925,1
0.001957064,0.211431914,2.125191614,18.15575272,1.88246242,0.011640687,1.439717838,3.750275205,1
0.002484872,0.204075088,2.497837393,21.49624188,1.876653344,0.011932491,1.270661893,3.108863651,1
0.000959911,0.217317949,2.082443514,17.85398216,1.869801876,0.011793707,1.283236181,3.058558445,1
0.000584773,0.217331673,2.0080537,17.78207467,1.863913018,0.01153769,1.323792936,3.275109992,1
0.002311288,0.210106191,2.007888127,18.64091967,1.858501816,0.011591158,1.265957041,2.935916873,1
0.001992514,0.210792397,1.965888171,18.2756612,1.853661564,0.011741075,1.431504806,3.38301091,1
0.001322172,0.206977126,2.049100981,18.8859777,1.849169213,0.011826122,1.461121335,3.643744655,1
0.000753826,0.211239147,1.902789631,17.00636911,1.845170266,0.011853897,1.601251754,5.941379795,1
0.001785148,0.212805618,1.85572961,16.81034421,1.841719001,0.011877542,1.628249371,6.384902024,1
0.002682109,0.215409473,1.822651966,16.50841639,1.83666311,0.011971486,1.357660139,3.974946466,1
0.003383475,0.21539702,1.954483968,16.9914362,1.828679875,0.012917912,-1.672868166,73.59907685,1
0.000165403,0.206870223,2.065969602,18.40122567,1.82286693,0.012070752,-1.933128935,89.70861644,1
-0.000448968,0.206530658,2.088304391,18.58488096,1.819534029,0.011733268,1.398110832,3.418583221,1
0.002445432,0.213350903,2.012835455,17.39597709,1.815144839,0.011769109,1.433197341,3.673264387,1
0.003492253,0.213249302,1.905619476,16.49325481,1.810340009,0.012042363,0.076148056,25.7256078,1
0.000930947,0.211396363,1.880918062,16.51429568,1.805598123,0.011868896,0.032076145,24.75037193,1
-0.000475034,0.290333206,1.197219564,6.627054782,1.807484382,0.017070251,1.398309389,2.705091627,1
0.002811127,0.300642517,1.029303721,5.857949346,1.838399669,0.031750236,-0.185866269,-1.194548368,1
0.001298159,0.243505471,1.381837635,12.55624536,1.858483778,0.014249296,0.474729957,5.354974061,1
0.000366231,0.234062296,1.779776392,15.50933746,1.846118164,0.013479839,0.674905744,7.215847273,1
0.00121633,0.229272619,1.863100397,16.17898637,1.832918603,0.013895344,0.715608576,2.169244615,1
0.001202624,0.223347937,1.826668128,16.0167123,1.82023735,0.012657276,1.172874916,3.00309241,1
0.001547398,0.2206768,1.939132855,16.4290421,1.81140055,0.012196114,1.36112857,3.745718583,1
0.002311903,0.219546395,1.951676769,16.87981556,1.804221453,0.011614062,1.392760403,3.548466903,1
0.001523509,0.209041236,2.055336127,18.63389848,1.798141643,0.011474618,1.382182733,3.968297224,1
0.000750033,0.208184613,2.151571077,19.30832897,1.791534424,0.012094022,1.231301519,2.95379795,1
0.001280594,0.206789586,2.105677796,18.9583554,1.785137503,0.011763706,1.424550616,3.391365432,1
0.000180686,0.211044592,2.021049335,17.53453632,1.779646083,0.011781238,1.511461977,4.293228065,1
0.004149405,0.209599549,1.947607663,17.15382046,1.773576736,0.011872539,1.465303604,4.39339883,1
0.004366627,0.203717193,2.015914382,18.3416051,1.768033164,0.011624606,1.369646195,3.47777016,1
0.000453971,0.203393941,2.134026921,18.91109943,1.763421195,0.011671786,1.384656152,3.394633639,1
0.000851081,0.203875793,2.143824314,18.95283588,1.758269555,0.011767113,1.449969623,3.583719616,1
0.000910623,0.204977866,2.142561957,18.95233544,1.753031104,0.012193021,-1.534925679,80.61372278,1
0.001848509,0.205533258,2.171648278,19.03121749,1.747820609,0.012478095,-1.178628782,69.85737099,1
0.002082772,0.215047399,1.928737125,16.52788012,1.743563189,0.011573092,1.610101206,4.893549067,1
0.001025286,0.222106447,1.879063042,15.79248165,1.739188984,0.011820652,1.474278245,4.011041298,1
0.001744112,0.224791757,1.876508475,15.64829951,1.735007858,0.011667862,1.612076035,4.992268267,1
0.000720585,0.229327752,1.767408081,14.9033993,1.732786288,0.011678675,1.66659199,5.251910381,1
0.001859547,0.21972429,1.983529037,17.2950202,1.729403687,0.01160642,1.587087684,4.474017466,1
0.00198194,0.207644436,2.131661475,19.20007611,1.724972371,0.011596296,1.477741738,3.572655519,1
0.001739267,0.207531556,2.089140448,19.0279536,1.720113155,0.01168515,1.509551942,3.790317613,1
0.001131762,0.207702614,1.997586082,18.73012005,1.716358566,0.011306383,1.65013068,4.435140365,1
0.00198436,0.215813944,1.839335545,16.65432016,1.713560867,0.011365152,1.607855975,4.91480615,1
