mean_ecg,std_ecg,skew_ecg,kurt_ecg,mean_eda,std_eda,skew_eda,kurt_eda,label
0.003952744,0.30404453,2.294455126,10.79469137,2.754254423,0.012968345,0.558619325,2.852250261,0
0.002946808,0.303751981,2.45715657,10.75233485,2.786130306,0.031520321,0.300808126,-1.130607856,0
-0.001327678,0.304148571,2.700500434,11.40788356,2.820000294,0.017176655,-0.783329923,3.999319577,0
0.001107795,0.295628424,2.897966222,12.84354605,2.821717126,0.011483141,1.380409114,11.93606827,0
-0.002828731,0.291851601,2.780065423,12.3675643,2.826819665,0.024607535,2.287853351,6.72292594,0
0.001936053,0.30347725,2.646615897,11.32242666,2.835749108,0.024175067,1.69812519,4.682321016,1
0.006449426,0.297847951,2.840996806,12.53239492,2.827461406,0.015558221,0.624478142,15.8303325,1
-0.000325718,0.285792082,3.010125656,13.91911557,2.819755336,0.010386817,-0.457150862,65.43133691,1
-2.25E-05,0.283985239,3.043670987,14.15503947,2.818447985,0.009789297,1.433330204,24.06482676,1
0.002403397,0.283834682,3.048068111,14.08469063,2.817140034,0.01098828,-3.442027337,144.6127196,1
-0.001529925,0.274894083,3.127693359,15.0711204,2.815042823,0.010991048,-3.579609607,140.0168058,1
-0.001483252,0.275203148,3.127639967,15.10329391,2.811660821,0.009884598,0.523068132,19.28305998,1
0.003296847,0.292599321,3.030123833,13.45369466,2.808115605,0.010517002,-1.316447718,81.80090519,1
0.001339541,0.282740851,3.093310294,14.40280892,2.804394259,0.010972371,-0.627472868,72.45961109,1
0.000339563,0.274946875,3.110760679,14.97925057,2.798232215,0.0111117,1.487009797,16.90053076,1
0.001825378,0.28207209,3.133140023,14.60654063,2.791736112,0.01045498,1.542536209,17.15895026,1
0.000201423,0.270665667,3.274241247,16.11858744,2.787970516,0.009886363,1.449609041,17.75057484,1
0.001416203,0.271425808,3.266107959,15.97095859,2.786539187,0.01007684,0.826196411,38.99357609,1
0.000897472,0.272512956,3.224054748,15.68886548,2.786445509,0.010220425,0.467797452,41.80836129,1
-0.000442174,0.274438128,3.177915215,15.27635219,2.784555435,0.010128564,0.027529892,37.33093984,1
0.003223533,0.283521139,3.111577928,14.34641283,2.781001336,0.010387939,0.629256901,32.42541401,1
0.003362058,0.280696923,3.20752956,14.94600804,2.778908103,0.0106208,0.542245542,28.53156496,1
-0.001159031,0.27214428,3.258294373,15.8629407,2.777277701,0.010580967,0.591389652,29.84945335,1
-0.001285675,0.273208965,3.166651028,15.31817717,2.776460811,0.009598782,1.431418935,24.25777255,1
0.00277701,0.279483961,3.175287944,14.85198618,2.774109159,0.009789925,0.160245604,25.91203185,1
-0.00073354,0.280777864,3.208992459,14.96018916,2.773655755,0.009813703,0.266069311,24.35084815,1
-0.000542267,0.286192869,3.055185121,13.75916667,2.776680265,0.00934059,0.997940957,13.82711823,1
0.003872072,0.289205424,2.908771372,12.8377864,2.781104715,0.010935271,1.256325721,12.84458625,1
0.000675868,0.301247566,2.707622242,11.36895998,2.787925557,0.010986693,1.206715186,15.37555996,1
0.000983459,0.296969357,2.820592948,12.18763048,2.787893622,0.010598896,1.276639616,16.8585143,1
0.000963324,0.268805659,3.294723846,16.23650827,2.787320873,0.010574869,1.82588451,18.51544002,1
0.002606238,0.269352602,3.253375571,15.84725721,2.790083313,0.010130265,2.301827473,24.73347873,1
0.001448829,0.271748551,3.228759875,15.48182207,2.790586254,0.010001929,1.627653417,26.56409241,1
-0.001059102,0.271459117,3.266422986,15.71294928,2.789045879,0.009804101,1.410771917,17.52415346,1
0.001999198,0.278261647,3.193204835,14.81806726,2.786810957,0.009919357,1.405559596,23.13092863,1
-0.001041805,0.271090555,3.249020891,15.56182853,2.785683714,0.009890499,1.469999773,23.38138236,1
-0.003445129,0.284620992,3.139697962,14.13208081,2.78614066,0.010042458,2.206611743,27.14396484,1
0.001321184,0.297287237,2.892155149,12.20777031,2.790469088,0.010833473,1.168366647,22.58028201,1
0.006145183,0.296795777,2.83893563,12.20274384,2.792337799,0.009932135,0.506554117,20.47074928,1
0.001555736,0.297729533,2.991984431,12.94847152,2.790697915,0.009473334,1.254792305,17.80348774,1
-0.001576394,0.278262136,3.195556407,14.92400195,2.791171973,0.009497999,1.299122176,12.94664454,1
0.001568815,0.271892415,3.21147214,15.30346955,2.79336477,0.009895798,1.748474824,17.59609604,1
0.001106873,0.281948613,3.10454217,14.10901347,2.796467699,0.010001431,1.350842306,18.32115788,1
2.81E-07,0.281567472,3.134100334,14.30656536,2.799631119,0.009666209,1.235565652,20.38717537,1
0.00144087,0.280857144,3.19667427,14.6794035,2.798810577,0.009919592,1.545764438,19.56128745,1
0.001798593,0.276630375,3.234996245,15.0771358,2.794740786,0.009999941,0.403655694,37.56235208,1
