t,agent,neighbor,tau,score,contacts,reputation,self_p
6,S2,S8,1.0,1.2223455711051268,1,0.0,0.2621440000000001
7,S2,S8,0.995,1.1989333980337618,2,0.0,0.2682222172134089
7,S3,S5,1.0,1.2223455711051268,1,1.0,0.2469222729676319
8,S3,S5,0.995,1.2173455711051266,1,1.0,0.2039350643022561
8,S2,S8,0.990025,1.1939583980337618,2,0.0,0.22888721656624966
9,S2,S8,0.985074875,1.175370311176928,3,0.0,0.18310977325299974
9,S3,S5,0.990025,1.1939583980337618,2,1.0,0.1631480514418049
10,S3,S5,0.985074875,1.175370311176928,3,1.0,0.15384139298933616
10,S2,S8,0.9801495006250001,1.159737001432002,4,0.0,0.16860429225791032
10,S6,S13,1.0,1.2223455711051268,1,0.0,0.11539602536143534
10,S8,S15,1.0,1.2223455711051268,1,1.0,0.20438016727937558
11,S10,S9,1.0,1.2223455711051268,1,0.0,0.08589934592000005
11,S2,S8,0.9752487531218751,1.1460956209182434,5,0.0,0.1482123079282546
11,S6,S13,0.995,1.1989333980337618,2,0.0,0.2417428925096184
11,S3,S5,0.9801495006250001,1.170444936801928,3,1.0,0.12575607286409157
11,S8,S15,0.995,1.1989333980337618,2,1.0,0.164169851427655
12,S6,S13,0.990025,1.1939583980337618,2,0.0,0.23293253638863629
12,S10,S9,0.995,1.2173455711051266,1,0.0,0.19155474033733566
12,S8,S15,0.990025,1.180320436176928,3,1.0,0.131335881142124
12,S3,S5,0.9752487531218751,1.165544189298803,3,1.0,0.20438273276431618
12,S2,S8,0.9703725093562657,1.141219377152634,5,0.0,0.122553520281358
13,S6,S13,0.985074875,1.175370311176928,3,0.0,0.18634602911090903
13,S10,S9,0.990025,1.2123705711051267,1,0.0,0.15324379226986853
13,S2,S8,0.9858428655522752,1.149353345230047,6,0.0,0.1073612175262827
13,S3,S5,0.9703725093562657,1.1499600101632679,4,1.0,0.20321903893298945
13,S8,S15,0.985074875,1.164662375807002,4,1.0,0.10932770880588544
14,S10,S9,0.9881274395607441,1.1920608375945059,2,0.0,0.12259503381589483
14,S4,S3,1.0,1.2223455711051268,1,0.0,0.04900330738267727
14,S2,S8,1.0093423019740975,1.1665643630693283,7,0.0,0.2133024599340161
14,S6,S13,0.9801495006250001,1.170444936801928,3,0.0,0.20079045686555186
14,S3,S5,0.9655206468094844,1.1363675146058525,5,1.0,0.2673412488140272
14,S8,S15,0.9801495006250001,1.159737001432002,4,1.0,0.09296954100163629
15,S2,S8,1.004295590464227,1.1560383034027417,8,0.0,0.23933065570124679
15,S3,S5,0.960693043575437,1.1242035232532088,6,1.0,0.21387299905122178
15,S6,S13,0.9792735738981257,1.1588610747051278,4,0.0,0.1606323654924415
15,S10,S9,0.9831868023629404,1.1871202003967023,2,0.0,0.2862053370691462
15,S4,S3,0.995,1.2173455711051266,1,0.0,0.08067646994134073
15,S8,S15,0.9752487531218751,1.1460956209182434,5,1.0,0.09225007272595334
16,S10,S9,0.9782708683511258,1.1822042663848875,2,0.0,0.22896426965531697
16,S2,S8,1.0007687785993626,1.1476737051851833,9,0.0,0.20223005076421846
16,S6,S13,0.9743772060286351,1.1539647068356371,4,0.0,0.2042491526367345
16,S4,S3,1.0184378745837959,1.2223712726175577,2,0.0,0.06454117595307259
16,S4,S11,1.0285077951002226,1.2508533662053494,1,0.0,0.06454117595307259
16,S3,S5,0.9558895783575597,1.1131116394527905,7,1.0,0.22821863462895187
16,S8,S15,0.9703725093562657,1.141219377152634,5,1.0,0.12046416030657624
17,S6,S13,0.9695053199984919,1.149092820805494,4,0.0,0.1633993221093876
17,S6,S5,1.0,1.2223455711051268,1,0.0,0.1633993221093876
17,S10,S9,0.9733795140093702,1.177312912043132,2,0.0,0.19998683615121393
17,S3,S5,0.9511101304657719,1.1083321915610027,7,1.0,0.1825749077031615
17,S3,S4,1.000086926241292,1.2224324973464187,1,0.0,0.1825749077031615
17,S2,S8,0.9957649347063658,1.1426698612921864,9,0.0,0.23161102375396253
17,S4,S3,1.0133456852108769,1.2172790832446387,2,0.0,0.25163294076245807
17,S4,S11,1.0233652561247215,1.2457108272298483,1,0.0,0.25163294076245807
17,S8,S15,0.9655206468094844,1.1363675146058525,5,1.0,0.2339393749007781
17,S8,S2,1.0,1.2223455711051268,1,0.0,0.2339393749007781
17,S17,S8,1.0001528415332859,1.2224984126384126,1,0.0,0.13240869857114532
18,S3,S5,0.946354579813443,1.1035766409086738,7,1.0,0.14605992616252922
18,S3,S4,0.9950864916100854,1.1990198896438473,2,0.5,0.14605992616252922
18,S10,S9,0.9685126164393233,1.172446014473085,2,0.0,0.19601828282672581
18,S6,S13,0.9646577933984994,1.1442452942055015,4,0.0,0.19541841141135802
18,S6,S5,0.995,1.1989333980337618,2,0.5,0.19541841141135802
18,S8,S15,0.960693043575437,1.1315399113718052,5,1.0,0.21763116620928016
18,S8,S2,0.995,1.1989333980337618,2,0.0,0.21763116620928016
18,S2,S8,0.990786110032834,1.1376910366186546,9,0.0,0.1897384786123333
18,S4,S3,1.0082789567848225,1.2122123548185844,2,0.0,0.20166649469929437
18,S4,S11,1.018248429844098,1.2405940009492247,1,0.0,0.20166649469929437
18,S17,S8,0.9951520773256194,1.1990854753593811,2,0.0,0.10592695885691626
19,S6,S13,0.959834504431507,1.1394220052385091,4,0.0,0.1563347291290864
19,S6,S5,0.990025,1.1939583980337618,2,0.5,0.1563347291290864
19,S4,S3,1.0032375620008984,1.2071709600346603,2,0.0,0.1613331957594355
19,S4,S11,1.0131571876948775,1.2355027588000043,1,0.0,0.1613331957594355
19,S5,S3,1.0,1.2223455711051268,1,1.0,0.1679300629008456
19,S2,S8,0.9858321794826699,1.1327371060684905,9,0.0,0.15179078288986667
19,S9,S10,1.0,1.2223455711051268,1,0.0,0.06903372052268739
19,S3,S5,0.9416228069143757,1.0988448680096066,7,1.0,0.1997219209098714
19,S3,S4,0.990111059152035,1.1940444571857969,2,0.5,0.1997219209098714
19,S8,S15,0.9558895783575597,1.126736446153928,5,1.0,0.211469135949783
19,S8,S2,0.990025,1.1939583980337618,2,0.0,0.211469135949783
19,S10,S9,0.9636700533571266,1.1676034513908884,2,0.0,0.20866378121737195
19,S17,S8,0.9901763169389913,1.1804717531159192,3,0.0,0.08474156708553301
20,S17,S8,0.9852254353542964,1.1755208715312244,3,0.0,0.06995318844609276
20,S9,S10,0.995,1.2173455711051266,1,0.0,0.08723970556046776
20,S10,S9,0.958851703090341,1.1627851011241028,2,0.0,0.16693102497389756
20,S5,S3,0.995,1.1989333980337618,2,1.0,0.20372131953753628
20,S3,S5,0.9369146928798039,1.0941367539750346,7,1.0,0.1605021497200242
20,S3,S4,0.9851605038562748,1.1890939018900366,2,0.5,0.1605021497200242
20,S2,S8,0.9809030185852565,1.1278079451710772,9,0.0,0.12143262631189333
20,S4,S3,0.998221374190894,1.2021547722246557,2,0.0,0.1290665566075484
20,S4,S11,1.008091401756403,1.2304369728615299,1,0.0,0.1290665566075484
20,S8,S15,0.9511101304657719,1.12195699826214,5,1.0,0.2595688118704085
20,S8,S2,0.985074875,1.1890082730337619,2,0.0,0.2595688118704085
20,S6,S13,0.9550353319093494,1.1346228327163514,4,0.0,0.12506778330326915
20,S6,S5,0.985074875,1.175370311176928,3,0.5,0.12506778330326915
21,S9,S10,0.990025,1.2123705711051267,1,0.0,0.0697917644483742
21,S17,S8,0.980299308177525,1.1598868089845271,4,0.0,0.10743637655552105
21,S5,S3,0.990025,1.1939583980337618,2,1.0,0.16297705563002904
21,S10,S9,0.9540574445748893,1.1579908426086511,2,0.0,0.13354481997911805
21,S2,S8,0.9759985034923302,1.1229034300781509,9,0.0,0.09714610104951467
21,S3,S5,0.9322301194154049,1.0894521805106356,7,1.0,0.12840171977601936
21,S3,S4,0.9802347013369934,1.1841680993707553,2,0.5,0.12840171977601936
21,S4,S3,0.9932302673199395,1.1971636653537012,2,0.0,0.10325324528603873
21,S4,S11,1.003050944747621,1.2253965158527478,1,0.0,0.10325324528603873
21,S8,S15,0.946354579813443,1.117201447609811,5,1.0,0.353288493420415
21,S8,S2,0.9801495006250001,1.184082898658762,2,0.0,0.353288493420415
21,S6,S13,0.9502601552498027,1.1298476560568047,4,0.0,0.15201907502035242
21,S6,S5,0.9801495006250001,1.170444936801928,3,0.5,0.15201907502035242
22,S2,S8,0.9711185109748686,1.1180234375606892,9,0.0,0.07771688083961174
22,S3,S5,0.9275689688183278,1.0847910299135586,7,1.0,0.10272137582081549
22,S3,S4,0.9753335278303085,1.1792669258640702,2,0.5,0.10272137582081549
22,S4,S3,0.9882641159833397,1.1921975140171015,2,0.0,0.10481642866432261
22,S4,S11,0.9980356900238829,1.2203812611290097,1,0.0,0.10481642866432261
22,S5,S3,0.985074875,1.1890082730337619,2,1.0,0.13038164450402323
