t,agent,neighbor,tau,score,contacts,reputation,self_p
8,S5,S8,1.0023900810701962,1.224735652175323,1,0.0,0.19142074819406424
9,S5,S8,0.9973781306648453,1.219723701769972,1,0.0,0.3531365985552514
9,S17,S5,1.0,1.2223455711051268,1,1.0,0.16185875445338452
10,S5,S8,0.992391240011521,1.2147368111166477,1,0.0,0.34265306431354775
10,S17,S5,0.995,1.1989333980337618,2,1.0,0.1317258055603431
11,S4,S13,1.0,1.2223455711051268,1,0.0,0.09993285283376219
11,S6,S15,1.0,1.2223455711051268,1,1.0,0.14113683146829017
11,S5,S8,0.9874292838114634,1.20977485491659,1,0.0,0.4741224514508382
11,S17,S5,0.990025,1.180320436176928,3,1.0,0.1058568070917782
12,S4,S13,0.995,1.1989333980337618,2,0.0,0.08588327071363029
12,S6,S15,0.995,1.1989333980337618,2,1.0,0.13766976839513503
12,S5,S8,0.9824921373924062,1.186425535426168,2,0.5,0.4619920156014343
12,S17,S5,0.985074875,1.164662375807002,4,1.0,0.08517841595109008
13,S14,S10,1.0,1.2223455711051268,1,0.0,0.05558068276922467
13,S4,S13,0.990025,1.180320436176928,3,0.0,0.0730305921002315
13,S15,S9,1.0,1.2223455711051268,1,0.5,0.2807864219033482
13,S6,S15,0.990025,1.1939583980337618,2,1.0,0.1580668506086077
13,S5,S8,0.9775796767054441,1.1678751128823721,3,0.5,0.36959361248114747
13,S9,S2,1.0,1.2223455711051268,1,1.0,0.3935925396900497
13,S8,S3,1.0,1.2223455711051268,1,1.0,0.22262448496879533
13,S17,S5,0.9801495006250001,1.159737001432002,4,1.0,0.06814273276087206
14,S5,S8,0.9726917783219169,1.162987214498845,3,0.5,0.295674889984918
14,S5,S11,1.0,1.2223455711051268,1,1.0,0.295674889984918
14,S14,S10,0.995,1.1989333980337618,2,0.5,0.24446454621537975
14,S15,S9,0.995,1.1989333980337618,2,0.0,0.22462913752267855
14,S6,S15,0.985074875,1.1890082730337619,2,1.0,0.12645348048688618
14,S8,S3,0.995,1.2173455711051266,1,1.0,0.17809958797503628
14,S4,S13,0.985074875,1.164662375807002,4,0.0,0.06033074920503798
14,S9,S2,0.995,1.1989333980337618,2,1.0,0.32090945292494577
14,S17,S5,0.9752487531218751,1.1548362539288772,4,1.0,0.05451418620869765
15,S15,S9,0.990025,1.1939583980337618,2,0.0,0.17970331001814285
15,S9,S2,0.990025,1.1939583980337618,2,1.0,0.25672756233995664
15,S14,S10,0.990025,1.180320436176928,3,0.0,0.2157260174573096
15,S6,S15,0.9801495006250001,1.184082898658762,2,1.0,0.2748402673275845
15,S4,S13,0.9801495006250001,1.159737001432002,4,0.0,0.04826459936403039
15,S8,S3,0.990025,1.2123705711051267,1,1.0,0.24262516715638466
15,S5,S8,0.9678283194303073,1.1474158202373095,4,0.5,0.24500631786171403
15,S5,S11,0.995,1.1989333980337618,2,1.0,0.24500631786171403
15,S17,S5,0.9703725093562657,1.141219377152634,5,1.0,0.045042724362128875
16,S14,S10,0.985074875,1.164662375807002,4,0.0,0.17278745707134766
16,S4,S13,0.9752487531218751,1.1548362539288772,4,0.0,0.038611679491224314
16,S5,S8,0.9629891778331559,1.133836045629524,5,0.5,0.19600505428937123
16,S5,S11,0.990025,1.1939583980337618,2,1.0,0.19600505428937123
16,S6,S15,0.9752487531218751,1.165544189298803,3,1.0,0.2198722138620676
