t,agent,neighbor,tau,score,contacts,reputation,self_p
4,S3,S5,1.0,1.2223455711051268,1,1.0,0.46790120276688607
5,S3,S5,0.995,1.2173455711051266,1,1.0,0.3794838774634404
6,S3,S5,0.990025,1.1939583980337618,2,1.0,0.30358710197075234
6,S16,S8,1.0,1.2223455711051268,1,0.0,0.2621440000000001
7,S3,S5,0.985074875,1.175370311176928,3,1.0,0.3936546690755118
7,S8,S7,1.0,1.2223455711051268,1,1.0,0.38630947668476084
7,S16,S8,0.995,1.2173455711051266,1,0.0,0.3026705401184002
8,S14,S17,1.0,1.2223455711051268,1,1.0,0.17126159655809498
8,S6,S3,1.0,1.2223455711051268,1,1.0,0.20755203308053363
8,S8,S7,0.995,1.2173455711051266,1,1.0,0.31197309750528107
8,S3,S5,0.9801495006250001,1.159737001432002,4,1.0,0.44473878541859935
8,S3,S9,1.000544661801515,1.2228902329066418,1,0.0,0.44473878541859935
8,S16,S8,1.0184221159179145,1.2223555139516764,2,0.0,0.2421364320947202
9,S3,S5,0.9752487531218751,1.1460956209182434,5,1.0,0.3557910283348795
9,S3,S9,0.9955419384925075,1.2178875095976343,1,0.0,0.3557910283348795
9,S6,S3,0.995,1.2173455711051266,1,1.0,0.1660416264644269
9,S14,S17,0.995,1.1989333980337618,2,1.0,0.137009277246476
9,S8,S7,0.990025,1.1939583980337618,2,1.0,0.24957847800422486
9,S16,S8,1.013330005338325,1.2172634033720868,2,0.0,0.2281826502674183
10,S14,S17,0.990025,1.180320436176928,3,1.0,0.1096074217971808
10,S6,S3,0.990025,1.1939583980337618,2,1.0,0.13283330117154155
10,S3,S5,0.9703725093562657,1.1338829890340376,6,1.0,0.34920124102946903
10,S3,S9,0.9905642288000449,1.2129097999051717,1,0.0,0.34920124102946903
10,S7,S15,1.016347866361968,1.2386934374670948,1,0.0,0.29746291683138276
10,S8,S7,0.985074875,1.175370311176928,3,1.0,0.2046785551460372
10,S16,S8,1.0210172803365245,1.2113127165134525,3,0.0,0.2457036704571576
11,S6,S3,0.985074875,1.1890082730337619,2,1.0,0.17309102798996698
11,S7,S15,1.0112661270301582,1.21519952506392,2,0.0,0.269429165856388
11,S8,S7,0.9801495006250001,1.159737001432002,4,1.0,0.16781630597705105
11,S3,S5,0.9655206468094844,1.1290311264872561,6,1.0,0.27936099282357524
11,S3,S9,0.9856114076560447,1.2079569787611715,1,0.0,0.27936099282357524
11,S5,S2,1.0,1.2223455711051268,1,1.0,0.35077533283182405
11,S14,S17,0.985074875,1.164662375807002,4,1.0,0.08768593743774465
11,S16,S8,1.0280728950432658,1.2076603958502679,4,0.0,0.19656293636572608
11,S16,S13,1.0121472191781486,1.2344927902832754,1,0.0,0.19656293636572608
12,S3,S5,0.960693043575437,1.1242035232532088,6,1.0,0.2234887942588602
12,S3,S9,0.9806833506177645,1.203028921722891,1,0.0,0.2234887942588602
12,S5,S2,0.995,1.1989333980337618,2,1.0,0.2806202662654593
12,S6,S3,0.9801495006250001,1.184082898658762,2,1.0,0.1384728223919736
12,S14,S17,0.9801495006250001,1.159737001432002,4,1.0,0.07014874995019572
12,S7,S15,1.0062097963950074,1.2101431944287693,2,0.0,0.2170347539511572
12,S8,S7,0.9752487531218751,1.1460956209182434,5,1.0,0.1378566846624353
12,S16,S8,1.0323624382642262,1.2032093060605944,5,0.0,0.21591915693270597
12,S16,S13,1.0165425995268953,1.2204759975606572,2,0.0,0.21591915693270597
13,S10,S11,1.0106103127602033,1.23295588386533,1,0.0,0.1926165753517998
13,S6,S3,0.9752487531218751,1.1791821511556368,2,1.0,0.11985204169818135
13,S3,S5,0.9558895783575597,1.1131116394527905,7,1.0,0.17879103540708818
13,S3,S9,0.9757799338646757,1.1981255049698023,1,0.0,0.17879103540708818
13,S14,S17,0.9752487531218751,1.1548362539288772,4,1.0,0.05611899996015658
13,S5,S2,0.990025,1.180320436176928,3,1.0,0.2727792975035984
13,S7,S15,1.0011787474130323,1.2051121454467941,2,0.0,0.17822579406430958
13,S8,S7,0.9703725093562657,1.1338829890340376,6,1.0,0.12254312534856857
13,S16,S8,1.0280427798682692,1.191553259546041,6,0.0,0.17273532554616478
13,S16,S13,1.0114598865292608,1.2153932845630226,2,0.0,0.17273532554616478
14,S14,S17,0.9703725093562657,1.1499600101632679,4,1.0,0.04489519996812527
14,S3,S5,0.9511101304657719,1.1028528434042866,8,1.0,0.14303282832567055
14,S3,S9,0.9709010341953522,1.1932466053004789,1,0.0,0.14303282832567055
14,S6,S3,0.9703725093562657,1.1743059073900275,2,1.0,0.09588163335854509
14,S8,S7,0.9655206468094844,1.1227427079047152,7,1.0,0.29803450027885486
14,S10,S11,1.0274079961031433,1.2313413941369051,2,0.0,0.32939187757107224
14,S7,S15,0.9961728536759671,1.200106251709729,2,0.0,0.14812290178467083
14,S7,S10,1.0,1.2223455711051268,1,0.0,0.14812290178467083
14,S5,S2,0.985074875,1.164662375807002,4,1.0,0.2262123384915054
14,S16,S8,1.0230938498090867,1.1803159109043175,7,0.0,0.14379625178975247
14,S16,S13,1.0065934468040898,1.1968888829810178,3,0.0,0.14379625178975247
15,S7,S15,0.9911919894075872,1.1814874255845151,3,0.0,0.11849832142773667
15,S7,S10,0.995,1.1989333980337618,2,0.0,0.11849832142773667
15,S3,S5,0.946354579813443,1.0932595063992636,9,1.0,0.11442626266053645
15,S3,S9,0.9660465290243755,1.1883921001295021,1,0.0,0.11442626266053645
15,S14,S17,0.9655206468094844,1.1451081476164864,4,1.0,0.03591615997450022
15,S6,S3,0.9655206468094844,1.1694540448432462,2,1.0,0.07670530668683608
15,S5,S2,0.9801495006250001,1.159737001432002,4,1.0,0.20502998634861555
15,S10,S11,1.0222709561226275,1.2262043541563894,2,0.0,0.30635833561780446
15,S8,S7,0.960693043575437,1.1179151046706677,7,1.0,0.4384276002230839
15,S16,S8,1.0233634731814525,1.1751061861199672,8,0.0,0.11503700143180198
15,S16,S13,1.0069545324121485,1.1865420332191505,4,0.0,0.11503700143180198
16,S14,S17,0.960693043575437,1.140280544382439,4,1.0,0.11664718631164148
16,S6,S3,0.960693043575437,1.1646264416091987,2,1.0,0.06136424534946886
16,S5,S2,0.9752487531218751,1.1548362539288772,4,1.0,0.16402398907889246
16,S3,S5,0.9416228069143757,1.0885277335001964,9,1.0,0.09154101012842916
16,S3,S9,0.9612162963792537,1.1835618674843804,1,0.0,0.09154101012842916
16,S8,S7,0.9558895783575597,1.1076322912960743,8,1.0,0.5507420801784672
16,S7,S15,0.9862360294605493,1.1658235302675515,4,0.0,0.09774254565726058
16,S7,S10,0.990025,1.180320436176928,3,0.0,0.09774254565726058
16,S10,S11,1.0171596013420143,1.2210929993757762,2,0.0,0.2574674946712091
16,S16,S8,1.0243970561451363,1.171301982730957,9,0.0,0.10662966955385417
16,S16,S13,1.0080769862731636,1.1789238540695317,5,0.0,0.10662966955385417
17,S6,S3,0.9558895783575597,1.1598229763913215,2,1.0,0.049091396279575095
17,S5,S2,0.9703725093562657,1.1499600101632679,4,1.0,0.13121919126311396
17,S7,S15,0.9813048493132466,1.1521517171096147,5,0.0,0.07819403652580847
17,S7,S10,0.985074875,1.164662375807002,4,0.0,0.07819403652580847
17,S3,S5,0.9369146928798039,1.0838196194656244,9,1.0,0.07323280810274334
17,S3,S9,0.9564102148973573,1.178755786002484,1,0.0,0.07323280810274334
17,S14,S17,0.9558895783575597,1.126736446153928,5,1.0,0.12082031232744685
17,S10,S11,1.0120738033353043,1.2160072013690661,2,0.0,0.22291386615223371
17,S8,S7,0.9511101304657719,1.1028528434042866,8,1.0,0.4428460139514828
17,S16,S8,1.0238427491810616,1.166429755627499,10,0.0,0.08530373564308334
17,S16,S13,1.0075916408141856,1.1711021204919574,6,0.0,0.08530373564308334
18,S8,S7,0.946354579813443,1.0932595063992636,9,1.0,0.35427681116118626
18,S8,S4,1.0,1.2223455711051268,1,0.0,0.35427681116118626
18,S6,S3,0.9511101304657719,1.1414055666426999,3,1.0,0.05706148015228812
18,S10,S11,1.0070134343186277,1.2109468323523895,2,0.0,0.17833109292178698
18,S14,S17,0.9511101304657719,1.1146206101435436,6,1.0,0.09695341727221629
18,S5,S2,0.9655206468094844,1.1363675146058525,5,1.0,0.11061193940573653
18,S3,S5,0.9322301194154049,1.0748171258618422,10,1.0,0.10609400920085407
18,S3,S9,0.9516281638228705,1.1739737349279973,1,0.0,0.10609400920085407
18,S7,S15,1.0048427695111248,1.1683532491888966,6,0.0,0.0659976974414316
18,S7,S10,0.9801495006250001,1.159737001432002,4,0.0,0.0659976974414316
18,S16,S8,1.0187235354351563,1.1613105418815937,10,0.0,0.1899940397406036
18,S16,S13,1.0025536826101147,1.1660641622878865,6,0.0,0.1899940397406036
19,S6,S3,0.946354579813443,1.125942080620445,4,1.0,0.0456491841218305
19,S5,S2,0.960693043575437,1.1315399113718052,5,1.0,0.08848955152458923
19,S10,S11,1.0019783671470346,1.1922738033239626,3,0.0,0.14266487433742958
19,S8,S7,0.9416228069143757,1.0842098133608131,10,1.0,0.283421448928949
19,S8,S4,0.995,1.1989333980337618,2,0.0,0.283421448928949
19,S14,S17,0.946354579813443,1.1035766409086738,7,1.0,0.0797391816940344
19,S16,S8,1.0136299177579804,1.1562169242044178,10,0.0,0.1519952317924829
19,S16,S13,0.9975409141970641,1.161051393874836,6,0.0,0.1519952317924829
19,S3,S5,0.9275689688183278,1.0701559752647651,10,1.0,0.11154770679106125
19,S3,S9,0.9468700230037561,1.1692155941088829,1,0.0,0.11154770679106125
19,S7,S15,0.9998185556635693,1.163329035341341,6,0.0,0.0635947893182304
19,S7,S10,0.9752487531218751,1.1548362539288772,4,0.0,0.0635947893182304
20,S8,S7,0.9369146928798039,1.075612638722421,11,1.0,0.2267371591431592
20,S8,S4,0.990025,1.1939583980337618,2,0.0,0.2267371591431592
