t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
7,S16,S17,1795,accepted_in_agg,0.0,median,0.1,0
9,S16,S17,1802,accepted_in_agg,0.0,median,0.1,0
10,S14,S13,1794,accepted_in_agg,0.0,median,0.1,0
10,S16,S17,1798,accepted_in_agg,0.0,median,0.1,0
11,S14,S13,1795,accepted_in_agg,0.0,median,0.1,0
11,S16,S17,1801,accepted_in_agg,0.0,median,0.1,0
12,S14,S13,1800,accepted_in_agg,0.0,median,0.1,0
12,S16,S2,1800,accepted_in_agg,0.0,median,0.1,0
13,S14,S9,1798,accepted_in_agg,0.0,median,0.1,0
13,S16,S17,1798,accepted_in_agg,0.0,median,0.1,0
14,S14,S3,1797,accepted_in_agg,0.0,median,0.1,0
14,S16,S2,1798,accepted_in_agg,0.0,median,0.1,0
15,S14,S9,1801,accepted_in_agg,0.0,median,0.1,0
15,S16,S7,1800,accepted_in_agg,0.0,median,0.1,1
15,S16,S11,1800,accepted_in_agg,0.0,median,0.1,1
15,S16,S2,1801,accepted_in_agg,0.0,median,0.1,1
15,S16,S17,1797,accepted_in_agg,0.0,median,0.1,1
16,S14,S9,1804,accepted_in_agg,0.0,median,0.1,0
16,S16,S7,1799,accepted_in_agg,0.0,median,0.1,0
16,S16,S17,1802,accepted_in_agg,0.0,median,0.1,0
17,S14,S3,1801,accepted_in_agg,0.0,median,0.1,0
17,S14,S13,1796,accepted_in_agg,0.0,median,0.1,0
17,S16,S7,1798,accepted_in_agg,0.0,median,0.1,0
17,S16,S2,1805,accepted_in_agg,0.0,median,0.1,0
17,S16,S17,1799,accepted_in_agg,0.0,median,0.1,0
18,S14,S3,1804,accepted_in_agg,0.0,median,0.1,0
18,S16,S7,1797,accepted_in_agg,0.0,median,0.1,0
18,S16,S17,1801,accepted_in_agg,0.0,median,0.1,0
19,S16,S7,1798,accepted_in_agg,0.0,median,0.1,0
19,S16,S17,1804,accepted_in_agg,0.0,median,0.1,0
20,S14,S3,1802,accepted_in_agg,0.0,median,0.1,0
20,S16,S7,1799,accepted_in_agg,0.0,median,0.1,0
20,S16,S17,1799,accepted_in_agg,0.0,median,0.1,0
21,S16,S2,1792,accepted_in_agg,0.0,median,0.1,0
21,S16,S7,1802,accepted_in_agg,0.0,median,0.1,0
21,S16,S17,1795,accepted_in_agg,0.0,median,0.1,0
22,S16,S7,1799,accepted_in_agg,0.0,median,0.1,1
23,S16,S11,1797,accepted_in_agg,0.0,median,0.1,0
23,S16,S7,1797,accepted_in_agg,0.0,median,0.1,0
24,S14,S3,1801,accepted_in_agg,0.0,median,0.1,0
24,S16,S7,1797,accepted_in_agg,0.0,median,0.1,0
24,S16,S17,1801,accepted_in_agg,0.0,median,0.1,0
25,S16,S7,1797,accepted_in_agg,0.0,median,0.1,0
25,S16,S17,1799,accepted_in_agg,0.0,median,0.1,0
26,S16,S2,1795,accepted_in_agg,0.0,median,0.1,1
26,S16,S7,1800,accepted_in_agg,0.0,median,0.1,1
26,S16,S11,1793,accepted_in_agg,0.0,median,0.1,1
27,S14,S3,1798,accepted_in_agg,0.0,median,0.1,0
27,S16,S7,1800,accepted_in_agg,0.0,median,0.1,0
27,S16,S17,1803,accepted_in_agg,0.0,median,0.1,0
33,S16,S17,1804,accepted_in_agg,0.0,median,0.1,0
34,S16,S17,1804,accepted_in_agg,0.0,median,0.1,0
36,S16,S17,1805,accepted_in_agg,0.0,median,0.1,0
36,S16,S15,1797,accepted_in_agg,0.0,median,0.1,0
39,S16,S17,1803,accepted_in_agg,0.0,median,0.1,0
41,S16,S17,1804,accepted_in_agg,0.0,median,0.1,0
44,S16,S17,1804,accepted_in_agg,0.0,median,0.1,0
46,S16,S17,1803,accepted_in_agg,0.0,median,0.1,0
48,S16,S17,1809,accepted_in_agg,0.0,median,0.1,0
