wrist_ACC_1,wrist_ACC_2,wrist_ACC_3,wrist_BVP_1,wrist_EDA_1,wrist_TEMP_1,label
0.7148183979905051,0.34431421798942113,0.18625492047727354,0.5892324230970035,0.030235781526451705,0.4137931034482669,1
0.7132919967633229,0.35524050210980246,0.19470894769025868,0.6022305637459595,0.028075660782539563,0.4137931034482669,1
0.772878030125719,0.3438855481940005,0.43366165383216077,0.5550793028117279,0.03023578152645129,0.4137931034482776,1
0.7063272492843242,0.46549879701360997,0.5654971837481038,0.6906878451169491,0.022676625113113164,0.4137931034482669,1
0.8276423893376557,0.3808645445181796,0.3409238828565785,0.4551802342302743,0.021596986804608115,0.4137931034482669,1
0.7300312684860065,0.28404245192720223,0.5034680941614662,0.6462533840892418,0.019436866060696084,0.4137931034482669,1
0.5356598218227139,0.4361933357102308,0.7788351399335172,0.6629247569218516,0.02699602247403432,0.41379310344827047,1
0.5614637443228776,0.3540353247285552,0.868451876830784,0.46479718066367953,0.029156143217946823,0.41379310344827047,1
0.7070563508353823,0.43500102998989254,0.5728019894233825,0.6280442668493137,0.02915614321794674,0.41379310344827047,1
0.8176693157841006,0.4022756871691074,0.4199981011862524,0.7420576754890368,0.02807566078253923,0.41379310344827047,1
0.7582844858363127,0.42631609851152,0.37091915282313254,0.5526704439707549,0.021596986804608115,0.4137931034482847,1
0.7836218206462986,0.4341546918552458,0.32279983014578534,0.4408491267462057,0.017277589443686514,0.4137931034482776,1
0.774450007973073,0.4277822819182488,0.43529969734967283,0.5744349905818418,0.011878553774260059,0.4137931034482776,1
0.7749975539686613,0.4686192526542907,0.3836294048661928,0.5656371692932922,0.014037830391269296,0.4137931034482776,1
0.793157683627868,0.4520527371479996,0.43148939588966984,0.6935470403932253,0.014037830391269573,0.4137931034482776,1
0.753899559979164,0.5207560529207306,0.41164766181655116,0.6070169087159373,0.016197951135181937,0.4137931034482776,1
0.7482243055058312,0.5305036309845238,0.3606296726709963,0.5732638977973639,0.015117468699774261,0.4137931034482776,1
0.8098521101534217,0.433182897741433,0.4039039032010086,0.5778973920344898,0.016197951135181632,0.4137931034482776,1
0.7781057084608081,0.4479149584176074,0.3832226017048643,0.6166866873955574,0.014037830391269435,0.4137931034482847,1
0.7689232410238771,0.49342606175083886,0.364271076905995,0.5685579596156591,0.01727758944368671,0.4137931034482776,1
0.7701373294830287,0.48566809040173303,0.42815330551064573,0.6013530246034693,0.016197951135181493,0.4137931034482776,1
0.7783624564551026,0.4888291478719115,0.46933771790112594,0.598435755629771,0.014037830391269768,0.4137931034482776,1
0.7527633397766851,0.49097837046046106,0.48121414818620944,0.594389589601016,0.0151174686997744,0.4310344827586228,1
0.7723106630380574,0.4235720739901588,0.5045996788726048,0.6152727528887105,0.016197951135181937,0.4310344827586228,1
0.7735659561449009,0.43806021244772814,0.4361056135503598,0.6493988377309486,0.017277589443686403,0.4310344827586228,1
0.7746202260942165,0.4875901437668794,0.3767386061474617,0.7125836308380751,0.010798071338852966,0.4310344827586228,1
0.7738592340490538,0.44139322025517086,0.4532679864871125,0.5007555063355409,0.010798071338852744,0.41379310344827047,1
0.76643657651131,0.43391922821313283,0.451383193630676,0.5016130739843845,0.010798071338852383,0.4137931034482598,1
0.76206042312782,0.43172791466948174,0.46581230806341717,0.5587127586728136,0.00971843303034775,0.4137931034482598,1
0.7753566739042332,0.3845869173459578,0.46932818962142386,0.576841843699121,0.012958192082764941,0.4137931034482598,1
0.7553330156496059,0.35588961599177626,0.5186368658525862,0.5914919533063311,0.012958192082764858,0.4482758620689573,1
0.7650637576309485,0.3552191488375044,0.5225565601243785,0.6356603624266515,0.015117468699774178,0.4482758620689573,1
0.7298826769235183,0.33264427468444335,0.5609263715502129,0.5607136477201264,0.014037830391269629,0.4482758620689573,1
0.747317617568085,0.3380743727355956,0.5238419329579117,0.5168964762703177,0.014037830391269823,0.4482758620689573,1
0.7473571469231888,0.340128347524266,0.513019900578593,0.6150773581320249,0.012958192082764747,0.4310344827586263,1
0.7556167945191823,0.33978666963403675,0.5130056843603141,0.6760748861813068,0.016197951135181826,0.43103448275861567,1
0.738682910968582,0.3312215723442735,0.5388374860734032,0.5773378445037903,0.014037830391269684,0.43103448275861567,1
0.7474788469966509,0.3320776999775197,0.528226274131788,0.5876142386769025,0.014037830391269934,0.43103448275861567,1
0.7379116874629457,0.32937797018985226,0.5432500519187146,0.5431616324124156,0.014037830391269546,0.41379310344827047,1
0.7457258404588016,0.3310100857985686,0.5346852757206482,0.6364306691315809,0.015117468699774511,0.41379310344827047,1
0.7395776490312451,0.32968358533109904,0.5420732297898301,0.6532635662368187,0.011878553774259754,0.41379310344827047,1
0.745358759309716,0.3308351940677905,0.5357244876322592,0.5773720074520025,0.011878553774260087,0.41379310344827047,1
0.7399316628630073,0.3298054200941124,0.5422624843804971,0.5650335382022533,0.012958192082764802,0.41379310344829534,1
0.7450247921060562,0.33074119452676765,0.5379211655342284,0.5592843456414749,0.011878553774260225,0.4137931034482847,1
0.7402923252829374,0.32988362086494305,0.5440727959197543,0.593580508134297,0.012958192082764552,0.4137931034482847,1
0.7441828060519722,0.33067013934606737,0.5361259525740737,0.5908610326513641,0.010798071338852716,0.4137931034482847,1
0.7396369919539207,0.32996026058883765,0.543442996314939,0.5848233975039725,0.011878553774260198,0.4310344827586228,1
0.7437490037474854,0.33053611166751784,0.538426850072692,0.594378912564178,0.011878553774259809,0.4310344827586228,1
0.7378963286367228,0.3288517103930545,0.548427743823673,0.5992665225173265,0.011878553774260087,0.43103448275861567,1
0.7443893309284146,0.3308025267527328,0.5443114133406333,0.5815737147177307,0.011878553774260114,0.4310344827586228,1
0.7397862738072747,0.3298227983766022,0.5459987814856974,0.5951327238718384,0.010798071338852633,0.4310344827586263,1
0.7440605493170294,0.33079452143877813,0.5408929125132529,0.5955384908774349,0.010798071338852688,0.43103448275861567,1
0.7389738108731458,0.32966799539413527,0.5473261911520726,0.5870094073031121,0.0107980713388528,0.43103448275861567,1
0.7425207442142654,0.33171073934237555,0.5468053745192576,0.5881843116128919,0.011878553774260309,0.43103448275861567,1
0.739355639539149,0.33153504320580296,0.5508678248124729,0.5992915051586731,0.010798071338852688,0.4310344827586121,1
0.7418727059335719,0.3302049221942964,0.5446791228435952,0.5844174067276979,0.010798071338852827,0.43103448275861567,1
0.7405020080025001,0.33145111291592594,0.5503055136998616,0.5897298139538869,0.008638794721843007,0.43103448275861567,1
0.7426209382824506,0.3301181386033405,0.5449233841040424,0.596594302525888,0.01079807133885255,0.43103448275861567,1
0.7394920193952284,0.33040526928336267,0.5501539132197775,0.5881687253078328,0.008638794721843257,0.43103448275863343,1
0.7425986792769459,0.3301950022112966,0.5450306225085625,0.5856865929309769,0.010798071338852494,0.4310344827586228,1
0.7398832093114718,0.3304072197126032,0.5500749197950694,0.5991713409078768,0.005399035669426067,0.4310344827586228,1
0.7422937919349946,0.33014187242435394,0.5450850815145096,0.5874886016616409,0.008638794721843007,0.4310344827586228,1
0.7404779572416658,0.33053438338151775,0.5500609953201663,0.5863900646095334,0.009718433030347945,0.4310344827586228,1
0.7411755983367383,0.32980689273124686,0.5447159114143361,0.5966524272536116,0.00863879472184323,0.4310344827586228,1
0.740952038671964,0.3327452368979352,0.547548262419745,0.5916383713144735,0.009718433030348084,0.4310344827586228,1
