wrist_ACC_1,wrist_ACC_2,wrist_ACC_3,wrist_BVP_1,wrist_EDA_1,wrist_TEMP_1,label
0.4781477819955705,0.48407040558977166,0.9380651893414355,0.3746966708800884,0.002848892260074648,0.5422535211267707,1
0.5708931960146281,0.5162268765897926,0.8770274380924343,0.6906943566742373,0.003255831415830135,0.5352112676056375,1
0.6053991448934496,0.5179316117089865,0.8760408940348454,0.47735994525896613,0.0028488922600747035,0.5352112676056375,1
0.7480604732301048,0.48645954112060746,0.7109832666247176,0.49564065288225545,0.0036627705715858716,0.5352112676056375,1
0.8280746987347967,0.5296660135731385,0.3939573239431747,0.49360804844570255,0.0024419531043192166,0.5352112676056411,1
0.8647770797337841,0.4760473896041588,0.14315974590658342,0.5970646539315531,0.0,0.5422535211267707,1
0.8445990081732411,0.547406568551333,0.4556515626476899,0.5359956720588598,0.000813878311511293,0.542253521126769,1
0.46480748035513364,0.5389116342516389,0.8780778555412598,0.5356695173424341,0.012616704677350613,0.5422535211267654,1
0.4863367500078593,0.4685257684052423,0.933228715022812,0.463935030880378,0.005290845364393684,0.5422535211267707,1
0.5137799168946027,0.49499736507517733,0.9275769661525628,0.3917065661886112,0.005290845364393476,0.542253521126769,1
0.5229904893925246,0.47272704922839126,0.9212977923927343,0.6013382244108212,0.004069709727341414,0.542253521126769,1
0.4842335536157346,0.5136904959723161,0.9439134350979607,0.28344616893714447,0.0036627705715856496,0.542253521126769,1
0.46586713617983383,0.465622185865954,0.9329356750211721,0.49028402640692853,0.07163083650654696,0.5422535211267743,1
0.4875533587548912,0.4876076022577662,0.9300302729838871,0.7332767840795518,0.03093151204463536,0.5492957746478933,1
0.5076790531277731,0.4695343027544397,0.9219267533920156,0.5127477989237444,0.020349503146063055,0.5492957746478915,1
0.4964013443737924,0.4844058571372853,0.925385197794038,0.45699700141601846,0.015465596937425094,0.5492957746478933,1
0.515866357462488,0.47158115142975554,0.9233671991468334,0.6416884616085388,0.014651718625914065,0.5492957746478968,1
0.5016834179685585,0.4826484917139641,0.9228712002267618,0.3498054007759369,0.01261670467735053,0.5563380281690158,1
0.5172835213782018,0.4708622027701197,0.9258164066648668,0.3949249776993265,0.011802826365839611,0.5563380281690158,1
0.5010219944022531,0.4764606472053216,0.9208693585305994,0.43286045787370847,0.010988629884542786,0.5563380281690158,1
0.5181675361318712,0.4627720141502558,0.9232446018601237,0.46828576557438534,0.009767812417275742,0.5563380281690211,1
0.5009584821511475,0.47595501125683953,0.9181357093007848,0.48219691799735803,0.00895393410576499,0.556338028169014,1
0.5223605554047062,0.4626339680216512,0.9262402905130982,0.450707030580389,0.006511981001445913,0.556338028169014,1
0.49368555777649253,0.4761042772246498,0.9097725145981242,0.4807072617598074,0.006918920157201344,0.556338028169014,1
