pca_1,pca_2,pca_3,pca_4,label
-0.23588747825008222,-0.091353192083452,0.038180335735562385,0.07094211900772118,0
-0.23843688808514285,-0.0896122402595279,0.03515889588976208,0.07596675021944743,0
-0.23880794295473634,-0.08800948478520512,0.03406712259207276,0.07147864868868603,0
-0.23860080984901708,-0.0885541999516297,0.0357073106441667,0.07781734160769638,0
-0.23637505454565502,-0.0944405198817505,0.036431678143967,0.07495378301871392,0
-0.2375653787417184,-0.09060705508378879,0.03650353844144648,0.07846347824849109,0
-0.23752254636590595,-0.09385595948796925,0.03348579836850027,0.07260511323179886,0
-0.23641661596596775,-0.08975737587239738,0.038442062987894224,0.07583280104743062,0
-0.23612169311491438,-0.09253399785603315,0.03728582427551644,0.07373844582620515,0
-0.22329565340683877,-0.08259145816951691,0.034671828552888,0.07787339366903478,0
-0.22507106647481853,-0.08977254558167493,0.026894242215767472,0.07476248043373246,0
-0.22360776609397837,-0.08477438125742874,0.03319580087485963,0.0785887360958325,0
-0.22411016123887278,-0.09171914723386262,0.02685230444185828,0.07336634506884432,0
-0.23548188882886145,-0.08700499567647427,0.04216897011982712,0.0789796563835834,0
-0.2362651578895556,-0.09364554323790633,0.03540066924422468,0.07181102744319223,0
-0.2345114370933834,-0.08599899156416407,0.04420760509194016,0.076535709062169,0
-0.23487601308112405,-0.09436825944159968,0.03732170293496412,0.07198870913260735,0
-0.23424462806411486,-0.08346075173167636,0.04729672933711085,0.07868285357483229,0
-0.23409448867006022,-0.1066127029619076,0.03512815402570117,0.0831928267586971,0
-0.2328024376434323,-0.028649182190618072,0.0988821708966658,0.14177866155117314,0
-0.24205680559695575,0.1667333772619923,0.15681413776038777,0.0022655911488943525,0
-0.2564569655445754,0.31798920687922905,0.18911392571079252,-0.0770650202073655,0
-0.2714164787627625,0.40629602696812916,0.18916842905428277,-0.14323630982462343,0
-0.3063369864787375,0.5017547846021546,0.14799537265005297,-0.2208765241548486,0
-0.2983354064783347,0.49975238330508454,0.17807825720225992,-0.1695492189304597,0
-0.2787551283342789,0.49144697023767303,0.19949593362890783,-0.21726580568489673,0
-0.28069444578148617,0.5012964192030517,0.2035806510215002,-0.20914647730369818,0
-0.28282140840121184,0.5032915949808101,0.19372546231882506,-0.2265488582162376,0
-0.2777430695169688,0.5043572481103366,0.2071884275820141,-0.22787899815856127,0
-0.29174111525291885,0.5126402510377084,0.19442108701020636,-0.22243251521889162,0
-0.28617482118601634,0.5016262490670067,0.20122134998580563,-0.22087361902324198,0
-0.2925471224456967,0.5191712082166436,0.19434429207967374,-0.23258339891296953,0
-0.28952720553250577,0.5104055230134543,0.19719255131874708,-0.23426618455479886,0
-0.2914741205800055,0.4922453989667438,0.1901879246860031,-0.20508756451867405,0
-0.2919829246460381,0.5102143436016638,0.1917171528828331,-0.23781884699186484,0
-0.30048588874742943,0.5313548079000617,0.1842575665541012,-0.23962582352735418,0
-0.29322849433058973,0.5121264598854072,0.19030109051816496,-0.23508809835904565,0
-0.31430543111487985,0.5196037268807193,0.1968320536224487,-0.23013597973043798,0
-0.3019822467696417,0.4998117154075551,0.20792456502818502,-0.2344015966702725,0
-0.31060903378330035,0.5305564907839931,0.20632333921544344,-0.2333312715000777,0
