src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S10,S11,15,15,1,14,0,26972,26972,1788,25184,0
S10,S13,17,17,17,0,0,30581,30581,30581,0,0
S10,S14,38,38,25,13,0,68332,68332,44974,23358,0
S10,S15,8,8,8,0,0,14398,14398,14398,0,0
S10,S3,17,17,17,0,0,30602,30602,30602,0,0
S10,S4,30,30,19,11,0,54000,54000,34183,19817,0
S10,S5,44,44,23,21,0,79150,79150,41409,37741,0
S10,S6,3,3,2,1,0,5379,5379,3585,1794,0
S10,S7,36,36,27,9,0,64769,64769,48604,16165,0
S10,S8,17,17,1,16,0,30627,30627,1799,28828,0
S10,S9,15,15,8,7,0,26997,26997,14387,12610,0
S11,S10,28,28,0,28,0,50322,50322,0,50322,0
S11,S13,17,17,0,17,0,30604,30604,0,30604,0
S11,S14,15,15,11,4,0,27005,27005,19808,7197,0
S11,S15,16,16,15,1,0,28785,28785,26984,1801,0
S11,S16,15,15,0,15,0,26985,26985,0,26985,0
S11,S17,1,1,1,0,0,1794,1794,1794,0,0
S11,S2,21,21,20,1,0,37726,37726,35934,1792,0
S11,S4,16,16,15,1,0,28749,28749,26956,1793,0
S11,S5,4,4,4,0,0,7189,7189,7189,0,0
S11,S6,16,16,3,13,0,28778,28778,5395,23383,0
S11,S7,21,21,8,13,0,37734,37734,14397,23337,0
S11,S8,19,19,2,17,0,34190,34190,3588,30602,0
S11,S9,33,33,32,1,0,59326,59326,57527,1799,0
S13,S10,28,28,25,3,0,50330,50330,44928,5402,0
S13,S11,6,6,0,6,0,10823,10823,0,10823,0
S13,S14,6,6,6,0,0,10794,10794,10794,0,0
S13,S15,16,16,13,3,0,28841,28841,23454,5387,0
S13,S16,19,19,6,13,0,34128,34128,10786,23342,0
S13,S17,6,6,3,3,0,10780,10780,5410,5370,0
S13,S2,11,11,0,11,0,19760,19760,0,19760,0
S13,S4,16,16,0,16,0,28806,28806,0,28806,0
S13,S5,1,1,0,1,0,1788,1788,0,1788,0
S13,S6,1,1,1,0,0,1796,1796,1796,0,0
S13,S7,15,15,11,4,0,26950,26950,19773,7177,0
S13,S8,2,2,0,2,0,3577,3577,0,3577,0
S13,S9,30,30,16,14,0,54021,54021,28826,25195,0
S14,S10,6,6,5,1,0,10783,10783,8992,1791,0
S14,S11,32,32,17,15,0,57566,57566,30600,26966,0
S14,S13,18,18,17,1,0,32351,32351,30559,1792,0
S14,S15,28,28,27,1,0,50382,50382,48594,1788,0
S14,S16,15,15,15,0,0,27016,27016,27016,0,0
S14,S17,10,10,1,9,0,17968,17968,1787,16181,0
S14,S2,1,1,0,1,0,1794,1794,0,1794,0
S14,S4,14,14,9,5,0,25152,25152,16156,8996,0
