t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S5,S11,1792,accepted_in_agg,0.0,median,0.1,0
1,S4,S7,1792,accepted_in_agg,0.0,median,0.1,0
1,S4,S8,1786,accepted_in_agg,0.0,median,0.1,0
1,S15,S4,1788,accepted_in_agg,0.0,median,0.1,0
1,S15,S13,1793,accepted_in_agg,0.0,median,0.1,0
1,S11,S17,1789,accepted_in_agg,0.0,median,0.1,1
1,S7,S3,1789,accepted_in_agg,0.0,median,0.1,0
2,S5,S10,1795,accepted_in_agg,0.0,median,0.1,0
2,S10,S16,1795,accepted_in_agg,0.0,median,0.1,0
2,S10,S17,1790,accepted_in_agg,0.0,median,0.1,0
2,S4,S8,1792,accepted_in_agg,0.0,median,0.1,0
2,S3,S4,1794,accepted_in_agg,0.0,median,0.1,0
3,S7,S14,1796,accepted_in_agg,0.0,median,0.1,0
3,S7,S16,1794,accepted_in_agg,0.0,median,0.1,0
3,S17,S8,1790,accepted_in_agg,0.0,median,0.1,0
4,S7,S16,1799,accepted_in_agg,0.0,median,0.1,0
4,S7,S14,1797,accepted_in_agg,0.0,median,0.1,0
4,S13,S11,1795,accepted_in_agg,0.0,median,0.1,0
4,S11,S5,1797,accepted_in_agg,0.0,median,0.1,0
4,S17,S8,1798,accepted_in_agg,0.0,median,0.1,0
5,S11,S5,1798,accepted_in_agg,0.0,median,0.1,0
5,S13,S11,1796,accepted_in_agg,0.0,median,0.1,0
5,S2,S9,1807,accepted_in_agg,0.0,median,0.1,0
5,S7,S16,1799,accepted_in_agg,0.0,median,0.1,0
5,S5,S13,1797,accepted_in_agg,0.0,median,0.1,0
5,S5,S7,1796,accepted_in_agg,0.0,median,0.1,0
5,S17,S8,1800,accepted_in_agg,0.0,median,0.1,0
5,S17,S2,1797,accepted_in_agg,0.0,median,0.1,0
6,S5,S13,1798,accepted_in_agg,0.0,median,0.1,0
6,S5,S7,1794,accepted_in_agg,0.0,median,0.1,0
6,S11,S5,1802,accepted_in_agg,0.0,median,0.1,0
6,S13,S11,1796,accepted_in_agg,0.0,median,0.1,0
6,S17,S8,1800,accepted_in_agg,0.0,median,0.1,0
6,S7,S14,1804,accepted_in_agg,0.0,median,0.1,0
7,S13,S11,1795,accepted_in_agg,0.0,median,0.1,0
7,S5,S15,1797,accepted_in_agg,0.0,median,0.1,0
7,S5,S7,1796,accepted_in_agg,0.0,median,0.1,0
7,S6,S10,1795,accepted_in_agg,0.0,median,0.1,0
7,S7,S14,1800,accepted_in_agg,0.0,median,0.1,0
7,S7,S16,1803,accepted_in_agg,0.0,median,0.1,0
7,S11,S5,1799,accepted_in_agg,0.0,median,0.1,0
7,S11,S4,1798,accepted_in_agg,0.0,median,0.1,0
7,S2,S9,1801,accepted_in_agg,0.0,median,0.1,0
7,S17,S8,1800,accepted_in_agg,0.0,median,0.1,0
8,S5,S7,1797,accepted_in_agg,0.0,median,0.1,0
8,S5,S13,1796,accepted_in_agg,0.0,median,0.1,0
8,S5,S15,1795,accepted_in_agg,0.0,median,0.1,0
8,S6,S10,1793,accepted_in_agg,0.0,median,0.1,0
8,S2,S9,1801,accepted_in_agg,0.0,median,0.1,0
8,S7,S14,1797,accepted_in_agg,0.0,median,0.1,0
8,S7,S16,1801,accepted_in_agg,0.0,median,0.1,0
8,S11,S4,1799,accepted_in_agg,0.0,median,0.1,0
8,S11,S5,1803,accepted_in_agg,0.0,median,0.1,0
8,S13,S11,1802,accepted_in_agg,0.0,median,0.1,1
8,S17,S8,1798,accepted_in_agg,0.0,median,0.1,0
8,S17,S2,1795,accepted_in_agg,0.0,median,0.1,0
9,S11,S5,1799,accepted_in_agg,0.0,median,0.1,0
9,S11,S4,1798,accepted_in_agg,0.0,median,0.1,0
9,S7,S14,1803,accepted_in_agg,0.0,median,0.1,0
9,S2,S9,1797,accepted_in_agg,0.0,median,0.1,0
9,S6,S10,1793,accepted_in_agg,0.0,median,0.1,0
9,S13,S11,1801,accepted_in_agg,0.0,median,0.1,0
9,S5,S15,1794,accepted_in_agg,0.0,median,0.1,0
9,S5,S13,1797,accepted_in_agg,0.0,median,0.1,0
9,S5,S7,1801,accepted_in_agg,0.0,median,0.1,0
9,S17,S8,1802,accepted_in_agg,0.0,median,0.1,0
9,S17,S2,1797,accepted_in_agg,0.0,median,0.1,0
10,S6,S10,1790,accepted_in_agg,0.0,median,0.1,0
10,S11,S4,1804,accepted_in_agg,0.0,median,0.1,0
10,S11,S5,1803,accepted_in_agg,0.0,median,0.1,0
10,S7,S14,1802,accepted_in_agg,0.0,median,0.1,0
10,S7,S16,1797,accepted_in_agg,0.0,median,0.1,0
10,S2,S9,1799,accepted_in_agg,0.0,median,0.1,0
10,S13,S11,1799,accepted_in_agg,0.0,median,0.1,0
10,S5,S13,1800,accepted_in_agg,0.0,median,0.1,1
10,S5,S15,1796,accepted_in_agg,0.0,median,0.1,1
10,S5,S7,1791,accepted_in_agg,0.0,median,0.1,1
10,S17,S2,1796,accepted_in_agg,0.0,median,0.1,0
10,S17,S8,1801,accepted_in_agg,0.0,median,0.1,0
11,S13,S11,1795,accepted_in_agg,0.0,median,0.1,0
11,S7,S14,1797,accepted_in_agg,0.0,median,0.1,1
11,S2,S9,1800,accepted_in_agg,0.0,median,0.1,0
11,S11,S5,1796,accepted_in_agg,0.0,median,0.1,0
11,S11,S4,1801,accepted_in_agg,0.0,median,0.1,0
11,S5,S15,1796,accepted_in_agg,0.0,median,0.1,1
11,S5,S7,1796,accepted_in_agg,0.0,median,0.1,1
11,S17,S8,1805,accepted_in_agg,0.0,median,0.1,0
11,S17,S2,1805,accepted_in_agg,0.0,median,0.1,0
12,S11,S4,1807,accepted_in_agg,0.0,median,0.1,0
12,S13,S11,1792,accepted_in_agg,0.0,median,0.1,0
12,S5,S13,1797,accepted_in_agg,0.0,median,0.1,0
12,S5,S15,1794,accepted_in_agg,0.0,median,0.1,0
12,S5,S7,1795,accepted_in_agg,0.0,median,0.1,0
12,S6,S10,1798,accepted_in_agg,0.0,median,0.1,0
12,S2,S9,1800,accepted_in_agg,0.0,median,0.1,0
12,S7,S16,1800,accepted_in_agg,0.0,median,0.1,0
12,S7,S14,1793,accepted_in_agg,0.0,median,0.1,0
12,S17,S8,1810,accepted_in_agg,0.0,median,0.1,1
12,S17,S2,1801,accepted_in_agg,0.0,median,0.1,1
13,S8,S17,1794,accepted_in_agg,0.0,median,0.1,1
13,S4,S11,1798,accepted_in_agg,0.0,median,0.1,0
13,S10,S6,1801,accepted_in_agg,0.0,median,0.1,0
13,S15,S5,1793,accepted_in_agg,0.0,median,0.1,0
13,S11,S13,1797,accepted_in_agg,0.0,median,0.1,0
13,S9,S2,1796,accepted_in_agg,0.0,median,0.1,0
14,S4,S11,1795,accepted_in_agg,0.0,median,0.1,0
14,S8,S17,1803,accepted_in_agg,0.0,median,0.1,0
14,S11,S13,1792,accepted_in_agg,0.0,median,0.1,0
14,S9,S2,1799,accepted_in_agg,0.0,median,0.1,0
14,S14,S7,1795,accepted_in_agg,0.0,median,0.1,0
15,S11,S13,1795,accepted_in_agg,0.0,median,0.1,0
16,S4,S11,1794,accepted_in_agg,0.0,median,0.1,0
16,S8,S17,1802,accepted_in_agg,0.0,median,0.1,0
16,S6,S15,1794,accepted_in_agg,0.0,median,0.1,0
