t,agent,neighbor,tau,score,contacts,reputation,self_p
1,S2,S6,1.0,1.2223455711051268,1,1.0,0.8
1,S5,S11,1.0,1.2223455711051268,1,0.0,0.8
1,S8,S16,1.0,1.2223455711051268,1,1.0,0.806274141300968
1,S4,S7,1.0,1.2223455711051268,1,0.0,0.8416056576016768
1,S4,S8,1.0,1.2223455711051268,1,0.0,0.8416056576016768
1,S15,S4,1.0000318890371043,1.222377460142231,1,0.0,1.0
1,S15,S13,1.0000318001106203,1.222377371215747,1,0.0,1.0
1,S6,S15,1.0,1.2223455711051268,1,1.0,0.8018778899315944
1,S11,S14,1.0,1.2223455711051268,1,1.0,1.0
1,S11,S17,1.0,1.2223455711051268,1,0.5,1.0
1,S7,S3,1.0,1.2223455711051268,1,0.0,0.8705253094244333
2,S11,S14,0.995,1.2173455711051266,1,1.0,0.8
2,S11,S17,0.995,1.2173455711051266,1,0.5,0.8
2,S7,S3,0.995,1.2173455711051266,1,0.0,0.6964202475395467
2,S6,S15,0.995,1.2173455711051266,1,1.0,0.6415023119452755
2,S5,S11,0.995,1.2173455711051266,1,0.0,0.6400000000000001
2,S5,S10,1.0285236768802228,1.2508692479853496,1,0.0,0.6400000000000001
2,S16,S14,1.0,1.2223455711051268,1,1.0,0.7828677780101501
2,S13,S3,1.0,1.2223455711051268,1,1.0,0.7474579950137147
2,S10,S16,1.0,1.2223455711051268,1,0.0,0.6441616184128418
2,S10,S17,1.0,1.2223455711051268,1,0.0,0.6441616184128418
2,S2,S6,0.995,1.2173455711051266,1,1.0,0.6565087025659956
2,S8,S16,0.995,1.2173455711051266,1,1.0,0.6530702536117843
2,S4,S7,0.995,1.2173455711051266,1,0.0,0.706432733463633
2,S4,S8,0.995,1.1989333980337618,2,0.0,0.706432733463633
2,S4,S13,1.0,1.2223455711051268,1,1.0,0.706432733463633
2,S3,S4,1.0,1.2223455711051268,1,0.0,0.7157677650428417
2,S15,S4,0.9950317295919188,1.2173773006970454,1,0.0,0.8
2,S15,S13,0.9950316411100673,1.217377212215194,1,0.0,0.8
2,S17,S9,1.0,1.2223455711051268,1,1.0,0.7709904510727943
2,S17,S2,1.0,1.2223455711051268,1,1.0,0.7709904510727943
3,S5,S11,0.990025,1.2123705711051267,1,0.0,0.5120000000000001
3,S5,S10,1.0233810584958216,1.2457266296009484,1,0.0,0.5120000000000001
3,S5,S15,1.0,1.2223455711051268,1,1.0,0.5120000000000001
3,S5,S7,1.0,1.2223455711051268,1,1.0,0.5120000000000001
3,S5,S13,1.0,1.2223455711051268,1,1.0,0.5120000000000001
3,S6,S15,0.990025,1.2123705711051267,1,1.0,0.5132018495562204
3,S10,S16,0.995,1.2173455711051266,1,0.0,0.5153292947302734
3,S10,S17,0.995,1.2173455711051266,1,0.0,0.5153292947302734
3,S9,S3,1.0,1.2223455711051268,1,1.0,0.5187093208513222
3,S11,S14,0.990025,1.2123705711051267,1,1.0,0.6445462753856769
3,S11,S17,0.990025,1.2123705711051267,1,0.5,0.6445462753856769
3,S11,S4,1.0,1.2223455711051268,1,1.0,0.6445462753856769
3,S13,S3,0.995,1.2173455711051266,1,1.0,0.6187521964679934
3,S13,S11,1.0,1.2223455711051268,1,1.0,0.6187521964679934
3,S2,S6,0.990025,1.2123705711051267,1,1.0,0.5468685997488368
3,S4,S7,0.990025,1.2123705711051267,1,0.0,0.5773759823733686
3,S4,S8,0.990025,1.1939583980337618,2,0.0,0.5773759823733686
3,S4,S13,0.995,1.2173455711051266,1,1.0,0.5773759823733686
3,S15,S4,0.9900565709439592,1.2124021420490858,1,0.0,0.6442033253427595
3,S15,S13,0.9900564829045169,1.2124020540096436,1,0.0,0.6442033253427595
3,S7,S3,0.990025,1.2123705711051267,1,0.0,0.56081599118612
3,S7,S14,1.0,1.2223455711051268,1,0.0,0.56081599118612
3,S7,S16,1.0,1.2223455711051268,1,0.0,0.56081599118612
3,S16,S14,0.995,1.2173455711051266,1,1.0,0.6394626451035855
3,S3,S4,0.995,1.2173455711051266,1,0.0,0.5900466493420731
3,S8,S16,0.990025,1.2123705711051267,1,1.0,0.533697300052827
3,S17,S9,0.995,1.2173455711051266,1,1.0,0.6167923608582355
3,S17,S2,0.995,1.1989333980337618,2,1.0,0.6167923608582355
3,S17,S8,1.0,1.2223455711051268,1,0.0,0.6167923608582355
4,S9,S3,0.995,1.1989333980337618,2,1.0,0.4149674566810577
4,S6,S15,0.985074875,1.2074204461051268,1,1.0,0.41056147964497636
4,S6,S10,1.0,1.2223455711051268,1,1.0,0.41056147964497636
4,S2,S6,0.985074875,1.2074204461051268,1,1.0,0.4374948797990695
4,S7,S3,0.985074875,1.2074204461051268,1,0.0,0.44865279294889604
4,S7,S14,0.995,1.1989333980337618,2,0.0,0.44865279294889604
4,S7,S16,0.995,1.1989333980337618,2,0.0,0.44865279294889604
4,S16,S14,0.990025,1.2123705711051267,1,1.0,0.5310471253040158
4,S4,S7,0.985074875,1.2074204461051268,1,0.0,0.48086821163223686
4,S4,S8,0.985074875,1.1890082730337619,2,0.0,0.48086821163223686
4,S4,S13,0.990025,1.2123705711051267,1,1.0,0.48086821163223686
4,S15,S4,0.9851062880892394,1.2074518591943662,1,0.0,0.5203300273072001
