t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S5,S17,1785,accepted_in_agg,0.0,median,0.1,1
1,S6,S3,1795,accepted_in_agg,0.0,median,0.1,0
1,S2,S10,1786,accepted_in_agg,0.0,median,0.1,0
1,S4,S2,1797,accepted_in_agg,0.0,median,0.1,1
1,S14,S13,1786,accepted_in_agg,0.0,median,0.1,1
1,S15,S14,1788,accepted_in_agg,0.0,median,0.1,0
2,S6,S2,1793,accepted_in_agg,0.0,median,0.1,0
2,S2,S11,1789,accepted_in_agg,0.0,median,0.1,0
2,S10,S7,1793,accepted_in_agg,0.0,median,0.1,1
2,S10,S9,1792,accepted_in_agg,0.0,median,0.1,1
2,S11,S15,1802,accepted_in_agg,0.0,median,0.1,0
2,S16,S8,1788,accepted_in_agg,0.0,median,0.1,0
3,S2,S11,1799,accepted_in_agg,0.0,median,0.1,0
3,S6,S3,1797,accepted_in_agg,0.0,median,0.1,1
3,S4,S6,1795,accepted_in_agg,0.0,median,0.1,0
3,S7,S5,1801,accepted_in_agg,0.0,median,0.1,0
3,S7,S14,1796,accepted_in_agg,0.0,median,0.1,0
3,S7,S13,1793,accepted_in_agg,0.0,median,0.1,0
4,S4,S2,1798,accepted_in_agg,0.0,median,0.1,0
4,S4,S6,1791,accepted_in_agg,0.0,median,0.1,0
4,S7,S13,1795,accepted_in_agg,0.0,median,0.1,0
4,S7,S14,1796,accepted_in_agg,0.0,median,0.1,0
4,S7,S5,1799,accepted_in_agg,0.0,median,0.1,0
5,S4,S2,1798,accepted_in_agg,0.0,median,0.1,0
5,S4,S15,1792,accepted_in_agg,0.0,median,0.1,0
5,S4,S6,1796,accepted_in_agg,0.0,median,0.1,0
5,S6,S10,1798,accepted_in_agg,0.0,median,0.1,0
5,S13,S17,1794,accepted_in_agg,0.0,median,0.1,0
5,S7,S14,1793,accepted_in_agg,0.0,median,0.1,0
5,S7,S13,1797,accepted_in_agg,0.0,median,0.1,0
6,S13,S17,1798,accepted_in_agg,0.0,median,0.1,0
6,S2,S11,1792,accepted_in_agg,0.0,median,0.1,0
6,S7,S5,1795,accepted_in_agg,0.0,median,0.1,0
6,S4,S15,1794,accepted_in_agg,0.0,median,0.1,0
6,S4,S2,1798,accepted_in_agg,0.0,median,0.1,0
6,S4,S6,1794,accepted_in_agg,0.0,median,0.1,0
6,S6,S7,1798,accepted_in_agg,0.0,median,0.1,0
6,S6,S3,1800,accepted_in_agg,0.0,median,0.1,0
6,S6,S10,1794,accepted_in_agg,0.0,median,0.1,0
7,S7,S13,1797,accepted_in_agg,0.0,median,0.1,0
7,S7,S5,1798,accepted_in_agg,0.0,median,0.1,0
7,S7,S14,1795,accepted_in_agg,0.0,median,0.1,0
7,S6,S10,1798,accepted_in_agg,0.0,median,0.1,0
7,S6,S3,1796,accepted_in_agg,0.0,median,0.1,0
7,S4,S2,1794,accepted_in_agg,0.0,median,0.1,1
7,S4,S15,1793,accepted_in_agg,0.0,median,0.1,1
7,S2,S11,1793,accepted_in_agg,0.0,median,0.1,0
8,S6,S3,1794,accepted_in_agg,0.0,median,0.1,0
8,S6,S10,1794,accepted_in_agg,0.0,median,0.1,0
8,S6,S7,1799,accepted_in_agg,0.0,median,0.1,0
8,S4,S15,1796,accepted_in_agg,0.0,median,0.1,0
8,S4,S2,1793,accepted_in_agg,0.0,median,0.1,0
8,S7,S14,1799,accepted_in_agg,0.0,median,0.1,0
8,S7,S5,1794,accepted_in_agg,0.0,median,0.1,0
8,S7,S13,1792,accepted_in_agg,0.0,median,0.1,0
8,S2,S11,1797,accepted_in_agg,0.0,median,0.1,0
9,S13,S17,1798,accepted_in_agg,0.0,median,0.1,0
9,S4,S2,1788,accepted_in_agg,0.0,median,0.1,0
9,S4,S15,1799,accepted_in_agg,0.0,median,0.1,0
9,S6,S3,1792,accepted_in_agg,0.0,median,0.1,0
9,S6,S7,1795,accepted_in_agg,0.0,median,0.1,0
9,S7,S14,1796,accepted_in_agg,0.0,median,0.1,0
9,S7,S5,1792,accepted_in_agg,0.0,median,0.1,0
9,S2,S11,1797,accepted_in_agg,0.0,median,0.1,0
10,S6,S7,1803,accepted_in_agg,0.0,median,0.1,0
10,S6,S3,1795,accepted_in_agg,0.0,median,0.1,0
10,S4,S15,1795,accepted_in_agg,0.0,median,0.1,0
10,S4,S2,1801,accepted_in_agg,0.0,median,0.1,0
10,S4,S6,1800,accepted_in_agg,0.0,median,0.1,0
10,S7,S13,1799,accepted_in_agg,0.0,median,0.1,0
10,S7,S14,1802,accepted_in_agg,0.0,median,0.1,0
10,S2,S11,1797,accepted_in_agg,0.0,median,0.1,0
10,S13,S17,1801,accepted_in_agg,0.0,median,0.1,0
10,S16,S4,1796,accepted_in_agg,0.0,median,0.1,0
11,S7,S5,1793,accepted_in_agg,0.0,median,0.1,0
11,S7,S14,1803,accepted_in_agg,0.0,median,0.1,0
11,S7,S13,1801,accepted_in_agg,0.0,median,0.1,0
11,S4,S2,1796,accepted_in_agg,0.0,median,0.1,0
11,S4,S6,1799,accepted_in_agg,0.0,median,0.1,0
