t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S7,S15,1795,accepted_in_agg,0.0,median,0.1,0
1,S4,S16,1796,accepted_in_agg,0.0,median,0.1,0
2,S2,S7,1795,accepted_in_agg,0.0,median,0.1,0
2,S8,S9,1794,accepted_in_agg,0.0,median,0.1,0
3,S7,S10,1795,accepted_in_agg,0.0,median,0.1,0
3,S9,S5,1793,accepted_in_agg,0.0,median,0.1,0
3,S10,S2,1794,accepted_in_agg,0.0,median,0.1,0
3,S8,S6,1803,accepted_in_agg,0.0,median,0.1,0
3,S8,S17,1796,accepted_in_agg,0.0,median,0.1,0
3,S6,S14,1795,accepted_in_agg,0.0,median,0.1,1
3,S2,S4,1797,accepted_in_agg,0.0,median,0.1,0
5,S9,S5,1789,accepted_in_agg,0.0,median,0.1,0
5,S8,S6,1800,accepted_in_agg,0.0,median,0.1,0
5,S6,S14,1792,accepted_in_agg,0.0,median,0.1,0
5,S15,S7,1800,accepted_in_agg,0.0,median,0.1,1
5,S2,S4,1799,accepted_in_agg,0.0,median,0.1,0
5,S10,S2,1794,accepted_in_agg,0.0,median,0.1,0
5,S10,S15,1801,accepted_in_agg,0.0,median,0.1,0
5,S7,S10,1793,accepted_in_agg,0.0,median,0.1,0
7,S10,S2,1791,accepted_in_agg,0.0,median,0.1,0
7,S10,S15,1799,accepted_in_agg,0.0,median,0.1,0
7,S6,S14,1796,accepted_in_agg,0.0,median,0.1,0
7,S9,S5,1794,accepted_in_agg,0.0,median,0.1,0
7,S8,S6,1794,accepted_in_agg,0.0,median,0.1,0
7,S8,S17,1793,accepted_in_agg,0.0,median,0.1,0
7,S15,S7,1799,accepted_in_agg,0.0,median,0.1,0
8,S2,S4,1801,accepted_in_agg,0.0,median,0.1,0
8,S3,S8,1796,accepted_in_agg,0.0,median,0.1,0
8,S9,S5,1796,accepted_in_agg,0.0,median,0.1,0
8,S15,S7,1799,accepted_in_agg,0.0,median,0.1,0
8,S6,S14,1789,accepted_in_agg,0.0,median,0.1,0
8,S7,S10,1790,accepted_in_agg,0.0,median,0.1,0
8,S8,S6,1796,accepted_in_agg,0.0,median,0.1,0
8,S8,S17,1795,accepted_in_agg,0.0,median,0.1,0
8,S10,S15,1802,accepted_in_agg,0.0,median,0.1,0
9,S6,S16,1798,accepted_in_agg,0.0,median,0.1,0
10,S6,S14,1798,accepted_in_agg,0.0,median,0.1,0
10,S3,S8,1799,accepted_in_agg,0.0,median,0.1,0
10,S3,S9,1804,accepted_in_agg,0.0,median,0.1,0
10,S15,S7,1795,accepted_in_agg,0.0,median,0.1,0
10,S2,S4,1803,accepted_in_agg,0.0,median,0.1,0
