t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
6,S10,S5,1796,accepted_in_agg,0.0,median,0.1,0
6,S17,S8,1801,accepted_in_agg,0.0,median,0.1,0
8,S10,S5,1802,accepted_in_agg,0.0,median,0.1,0
8,S17,S8,1803,accepted_in_agg,0.0,median,0.1,0
9,S5,S17,1800,accepted_in_agg,0.0,median,0.1,0
9,S17,S8,1802,accepted_in_agg,0.0,median,0.1,0
10,S10,S5,1796,accepted_in_agg,0.0,median,0.1,0
10,S5,S17,1802,accepted_in_agg,0.0,median,0.1,0
11,S10,S5,1798,accepted_in_agg,0.0,median,0.1,0
12,S5,S17,1807,accepted_in_agg,0.0,median,0.1,1
12,S17,S8,1800,accepted_in_agg,0.0,median,0.1,0
13,S10,S15,1805,accepted_in_agg,0.0,median,0.1,0
13,S17,S8,1794,accepted_in_agg,0.0,median,0.1,0
14,S11,S2,1795,accepted_in_agg,0.0,median,0.1,0
14,S10,S15,1802,accepted_in_agg,0.0,median,0.1,0
14,S8,S3,1803,accepted_in_agg,0.0,median,0.1,1
14,S17,S8,1799,accepted_in_agg,0.0,median,0.1,0
15,S10,S5,1800,accepted_in_agg,0.0,median,0.1,1
15,S5,S17,1797,accepted_in_agg,0.0,median,0.1,0
16,S3,S8,1799,accepted_in_agg,0.0,median,0.1,0
16,S8,S17,1800,accepted_in_agg,0.0,median,0.1,0
17,S3,S8,1795,accepted_in_agg,0.0,median,0.1,0
17,S11,S13,1802,accepted_in_agg,0.0,median,0.1,0
17,S8,S17,1801,accepted_in_agg,0.0,median,0.1,0
18,S11,S13,1798,accepted_in_agg,0.0,median,0.1,1
18,S8,S17,1803,accepted_in_agg,0.0,median,0.1,0
19,S8,S17,1808,accepted_in_agg,0.0,median,0.1,0
20,S3,S8,1806,accepted_in_agg,0.0,median,0.1,0
20,S2,S11,1791,accepted_in_agg,0.0,median,0.1,0
20,S8,S17,1803,accepted_in_agg,0.0,median,0.1,0
21,S3,S8,1803,accepted_in_agg,0.0,median,0.1,0
21,S2,S11,1797,accepted_in_agg,0.0,median,0.1,0
21,S16,S2,1799,accepted_in_agg,0.0,median,0.1,0
21,S8,S17,1802,accepted_in_agg,0.0,median,0.1,0
22,S3,S8,1805,accepted_in_agg,0.0,median,0.1,0
22,S16,S2,1795,accepted_in_agg,0.0,median,0.1,1
22,S8,S17,1808,accepted_in_agg,0.0,median,0.1,0
23,S3,S8,1803,accepted_in_agg,0.0,median,0.1,0
23,S8,S17,1802,accepted_in_agg,0.0,median,0.1,0
24,S3,S8,1804,accepted_in_agg,0.0,median,0.1,0
24,S2,S11,1801,accepted_in_agg,0.0,median,0.1,0
24,S16,S2,1804,accepted_in_agg,0.0,median,0.1,0
24,S8,S17,1807,accepted_in_agg,0.0,median,0.1,0
25,S16,S2,1798,accepted_in_agg,0.0,median,0.1,0
25,S5,S10,1798,accepted_in_agg,0.0,median,0.1,0
26,S8,S17,1805,accepted_in_agg,0.0,median,0.1,0
27,S15,S10,1801,accepted_in_agg,0.0,median,0.1,0
27,S8,S17,1805,accepted_in_agg,0.0,median,0.1,0
28,S15,S10,1803,accepted_in_agg,0.0,median,0.1,0
29,S15,S10,1803,accepted_in_agg,0.0,median,0.1,0
30,S15,S10,1804,accepted_in_agg,0.0,median,0.1,0
31,S8,S17,1805,accepted_in_agg,0.0,median,0.1,0
31,S15,S10,1794,accepted_in_agg,0.0,median,0.1,0
31,S15,S10,1802,accepted_in_agg,0.0,median,0.1,0
32,S8,S17,1809,accepted_in_agg,0.0,median,0.1,0
33,S15,S10,1801,accepted_in_agg,0.0,median,0.1,0
33,S15,S10,1798,accepted_in_agg,0.0,median,0.1,0
34,S8,S17,1804,accepted_in_agg,0.0,median,0.1,0
34,S15,S10,1805,accepted_in_agg,0.0,median,0.1,0
35,S8,S17,1811,accepted_in_agg,0.0,median,0.1,0
35,S15,S10,1798,accepted_in_agg,0.0,median,0.1,0
36,S8,S17,1807,accepted_in_agg,0.0,median,0.1,0
