src,dst,sent_count,received_count,buffered_count,drop_cos_count,buffered_lowcos_count,sent_bytes,received_bytes,buffered_bytes,dropped_bytes,buffered_lowcos_bytes
S10,S11,2,2,2,0,0,3596,3596,3596,0,0
S10,S13,15,15,0,15,0,26977,26977,0,26977,0
S10,S14,21,21,9,12,0,37798,37798,16206,21592,0
S10,S15,3,3,3,0,0,5418,5418,5418,0,0
S10,S3,16,16,11,5,0,28834,28834,19833,9001,0
S10,S4,15,15,12,3,0,27027,27027,21633,5394,0
S10,S5,24,24,23,1,0,43187,43187,41389,1798,0
S10,S7,31,31,14,17,0,55774,55774,25193,30581,0
S10,S8,11,11,11,0,0,19813,19813,19813,0,0
S10,S9,10,10,10,0,0,18009,18009,18009,0,0
S11,S10,6,6,6,0,0,10805,10805,10805,0,0
S11,S13,12,12,8,4,0,21606,21606,14402,7204,0
S11,S14,4,4,3,1,0,7183,7183,5384,1799,0
S11,S15,5,5,2,3,0,8993,8993,3602,5391,0
S11,S16,4,4,2,2,0,7187,7187,3589,3598,0
S11,S2,3,3,3,0,0,5383,5383,5383,0,0
S11,S4,8,8,5,3,0,14403,14403,8998,5405,0
S11,S5,3,3,0,3,0,5408,5408,0,5408,0
S11,S6,2,2,2,0,0,3603,3603,3603,0,0
S11,S7,6,6,3,3,0,10826,10826,5413,5413,0
S11,S8,3,3,0,3,0,5404,5404,0,5404,0
S11,S9,12,12,11,1,0,21588,21588,19787,1801,0
S13,S10,17,17,0,17,0,30637,30637,0,30637,0
S13,S15,17,17,15,2,0,30595,30595,27000,3595,0
S13,S16,15,15,8,7,0,27033,27033,14418,12615,0
S13,S17,10,10,10,0,0,18016,18016,18016,0,0
S13,S2,12,12,12,0,0,21599,21599,21599,0,0
S13,S4,10,10,10,0,0,18003,18003,18003,0,0
S13,S7,14,14,2,12,0,25221,25221,3607,21614,0
S13,S9,13,13,13,0,0,23405,23405,23405,0,0
S15,S10,11,11,0,11,0,19792,19792,0,19792,0
S15,S11,10,10,10,0,0,17989,17989,17989,0,0
S15,S13,17,17,5,12,0,30624,30624,9012,21612,0
S15,S14,30,30,19,11,0,54020,54020,34234,19786,0
S15,S16,12,12,0,12,0,21589,21589,0,21589,0
S15,S2,8,8,0,8,0,14399,14399,0,14399,0
S15,S5,23,23,12,11,0,41410,41410,21592,19818,0
S15,S6,4,4,0,4,0,7202,7202,0,7202,0
S15,S7,9,9,9,0,0,16202,16202,16202,0,0
S15,S8,1,1,1,0,0,1805,1805,1805,0,0
S15,S9,10,10,7,3,0,18007,18007,12621,5386,0
S16,S17,1,1,0,1,0,1797,1797,0,1797,0
S16,S4,3,3,3,0,0,5391,5391,5391,0,0
S16,S5,1,1,0,1,0,1797,1797,0,1797,0
S16,S6,2,2,2,0,0,3604,3604,3604,0,0
S16,S8,1,1,1,0,0,1800,1800,1800,0,0
S16,S9,5,5,5,0,0,8996,8996,8996,0,0
S17,S13,17,17,17,0,0,30583,30583,30583,0,0
S17,S14,35,35,8,27,0,63001,63001,14379,48622,0
S17,S16,5,5,0,5,0,9005,9005,0,9005,0
S17,S3,38,38,17,21,0,68438,68438,30626,37812,0
S17,S5,15,15,5,10,0,26998,26998,8998,18000,0
S17,S6,2,2,2,0,0,3610,3610,3610,0,0
S17,S8,36,36,22,14,0,64874,64874,39655,25219,0
S17,S9,29,29,26,3,0,52240,52240,46841,5399,0
S2,S10,8,8,0,8,0,14402,14402,0,14402,0
S2,S11,3,3,3,0,0,5410,5410,5410,0,0
S2,S13,9,9,2,7,0,16195,16195,3599,12596,0
S2,S15,6,6,0,6,0,10807,10807,0,10807,0
S2,S17,8,8,8,0,0,14398,14398,14398,0,0
S2,S3,7,7,0,7,0,12586,12586,0,12586,0
S2,S4,4,4,0,4,0,7209,7209,0,7209,0
S2,S5,12,12,6,6,0,21602,21602,10799,10803,0
S2,S6,13,13,6,7,0,23388,23388,10794,12594,0
S2,S8,12,12,12,0,0,21599,21599,21599,0,0
S3,S10,4,4,4,0,0,7207,7207,7207,0,0
S3,S11,1,1,0,1,0,1792,1792,0,1792,0
S3,S14,5,5,5,0,0,9008,9008,9008,0,0
S3,S15,11,11,11,0,0,19801,19801,19801,0,0
S3,S17,8,8,3,5,0,14415,14415,5408,9007,0
S3,S2,13,13,0,13,0,23390,23390,0,23390,0
S3,S4,3,3,3,0,0,5409,5409,5409,0,0
S3,S5,7,7,7,0,0,12593,12593,12593,0,0
S3,S6,17,17,0,17,0,30608,30608,0,30608,0
S3,S8,1,1,1,0,0,1798,1798,1798,0,0
S3,S9,14,14,14,0,0,25207,25207,25207,0,0
S4,S10,16,16,0,16,0,28817,28817,0,28817,0
S4,S11,27,27,12,15,0,48620,48620,21592,27028,0
S4,S14,15,15,0,15,0,27010,27010,0,27010,0
S4,S16,14,14,8,6,0,25197,25197,14412,10785,0
S4,S2,11,11,0,11,0,19801,19801,0,19801,0
S4,S5,6,6,6,0,0,10812,10812,10812,0,0
S4,S6,2,2,2,0,0,3598,3598,3598,0,0
S4,S7,5,5,5,0,0,9005,9005,9005,0,0
S4,S8,11,11,10,1,0,19777,19777,17978,1799,0
S4,S9,10,10,8,2,0,18013,18013,14410,3603,0
S5,S11,11,11,0,11,0,19817,19817,0,19817,0
S5,S15,1,1,1,0,0,1798,1798,1798,0,0
S5,S16,49,49,35,14,0,88194,88194,62986,25208,0
S5,S3,31,31,10,21,0,55774,55774,18008,37766,0
S5,S4,1,1,1,0,0,1798,1798,1798,0,0
S5,S8,3,3,3,0,0,5399,5399,5399,0,0
S5,S9,32,32,20,12,0,57550,57550,35989,21561,0
S7,S10,25,25,12,13,0,45018,45018,21601,23417,0
S7,S13,12,12,9,3,0,21613,21613,16200,5413,0
S7,S14,21,21,16,5,0,37858,37858,28843,9015,0
S7,S15,17,17,17,0,0,30622,30622,30622,0,0
S7,S17,12,12,0,12,0,21598,21598,0,21598,0
S7,S3,14,14,14,0,0,25178,25178,25178,0,0
S7,S4,14,14,14,0,0,25216,25216,25216,0,0
S7,S6,13,13,13,0,0,23430,23430,23430,0,0
S7,S8,14,14,0,14,0,25198,25198,0,25198,0
S8,S10,4,4,4,0,0,7209,7209,7209,0,0
S8,S11,1,1,1,0,0,1790,1790,1790,0,0
S8,S14,3,3,3,0,0,5392,5392,5392,0,0
S8,S15,13,13,13,0,0,23408,23408,23408,0,0
S8,S16,20,20,20,0,0,36019,36019,36019,0,0
S8,S17,38,38,31,7,0,68336,68336,55766,12570,0
S8,S3,26,26,14,12,0,46758,46758,25203,21555,0
S8,S5,12,12,11,1,0,21634,21634,19841,1793,0
S8,S6,25,25,10,15,0,45021,45021,17970,27051,0
S8,S7,12,12,0,12,0,21634,21634,0,21634,0
S8,S9,10,10,0,10,0,18026,18026,0,18026,0
S9,S13,8,8,8,0,0,14391,14391,14391,0,0
S9,S14,18,18,9,9,0,32372,32372,16177,16195,0
S9,S15,1,1,1,0,0,1809,1809,1809,0,0
S9,S16,8,8,7,1,0,14416,14416,12611,1805,0
S9,S17,21,21,19,2,0,37813,37813,34220,3593,0
S9,S3,9,9,9,0,0,16193,16193,16193,0,0
S9,S5,2,2,2,0,0,3595,3595,3595,0,0
S9,S7,2,2,0,2,0,3604,3604,0,3604,0
S9,S8,4,4,4,0,0,7196,7196,7196,0,0
