t,agent,neighbor,tau,score,contacts,reputation,self_p
1,S8,S4,1.0,1.2223455711051268,1,0.0,0.8
2,S8,S4,0.995,1.2173455711051266,1,0.0,0.6400000000000001
3,S8,S4,0.990025,1.2123705711051267,1,0.0,0.5120000000000001
4,S8,S4,0.985074875,1.1890082730337619,2,0.0,0.40960000000000013
5,S11,S5,1.0,1.2223455711051268,1,1.0,0.3893853372818778
5,S8,S4,0.9801495006250001,1.184082898658762,2,0.0,0.33354832187488576
6,S8,S4,0.9752487531218751,1.1791821511556368,2,0.0,0.2668386574999086
6,S11,S5,0.995,1.1989333980337618,2,1.0,0.3215983242852046
7,S8,S4,0.9703725093562657,1.1743059073900275,2,0.0,0.22631242537665924
7,S11,S5,0.990025,1.180320436176928,3,1.0,0.2572786594281637
7,S13,S17,1.0,1.2223455711051268,1,0.0,0.22792807341928295
7,S17,S9,1.0,1.2223455711051268,1,1.0,0.43205947261753797
8,S11,S5,0.985074875,1.164662375807002,4,1.0,0.2462722704605591
8,S11,S3,1.0,1.2223455711051268,1,1.0,0.2462722704605591
8,S8,S4,0.9655206468094844,1.1694540448432462,2,0.0,0.38104994030132744
8,S13,S17,0.995,1.2173455711051266,1,0.0,0.19397279941326118
8,S15,S8,1.0285714285714285,1.2509169996765552,1,0.0,0.38524105095906225
8,S17,S9,0.995,1.2173455711051266,1,1.0,0.3456475780940304
9,S11,S5,0.9801495006250001,1.159737001432002,4,1.0,0.22017535767096377
9,S11,S3,0.995,1.2173455711051266,1,1.0,0.22017535767096377
9,S8,S4,0.960693043575437,1.1646264416091987,2,0.0,0.304839952241062
9,S17,S9,0.990025,1.2123705711051267,1,1.0,0.3195819466700165
9,S13,S17,0.990025,1.1939583980337618,2,0.0,0.15517823953060894
9,S15,S8,1.0234285714285714,1.2457741425336981,1,0.0,0.30819284076724984
10,S11,S5,0.9752487531218751,1.1460956209182434,5,1.0,0.18400731230426706
10,S11,S3,0.990025,1.2123705711051267,1,1.0,0.18400731230426706
10,S8,S4,0.9558895783575597,1.1598229763913215,2,0.0,0.2438719617928496
10,S15,S8,1.0183114285714285,1.2406569996765553,1,0.0,0.2583492814839761
10,S13,S17,0.985074875,1.175370311176928,3,0.0,0.12871739441665458
10,S17,S9,0.985074875,1.2074204461051268,1,1.0,0.257202061835659
10,S17,S7,1.0,1.2223455711051268,1,1.0,0.257202061835659
11,S11,S5,0.9703725093562657,1.141219377152634,5,1.0,0.156439309995161
11,S11,S3,0.985074875,1.2074204461051268,1,1.0,0.156439309995161
11,S15,S8,1.0132198714285714,1.2171532694623333,2,0.0,0.2066794251871809
11,S13,S17,0.9801495006250001,1.159737001432002,4,0.0,0.11234081959586963
11,S8,S4,0.9511101304657719,1.1550435284995337,2,0.0,0.19704983705484963
11,S17,S9,0.9801495006250001,1.2024950717301268,1,1.0,0.20867178267328554
11,S17,S7,0.995,1.2173455711051266,1,1.0,0.20867178267328554
12,S8,S4,0.946354579813443,1.1502879778472048,2,0.0,0.1601367843103314
12,S8,S2,1.0001119203520383,1.222457491457165,1,0.0,0.1601367843103314
12,S9,S15,1.0,1.2223455711051268,1,1.0,0.18307421645632113
12,S11,S5,0.9655206468094844,1.1363675146058525,5,1.0,0.12515144799612882
12,S11,S3,0.9801495006250001,1.2024950717301268,1,1.0,0.12515144799612882
12,S15,S8,1.0081537720714284,1.1984492082483564,3,0.0,0.2180923471149931
12,S13,S17,0.9752487531218751,1.1548362539288772,4,0.0,0.0967380704952658
12,S17,S9,0.9752487531218751,1.1975943242270017,1,1.0,0.16693742613862844
12,S17,S7,0.990025,1.1939583980337618,2,1.0,0.16693742613862844
13,S9,S15,0.995,1.1989333980337618,2,1.0,0.14645937316505692
13,S8,S4,0.9416228069143757,1.1455562049481376,2,0.0,0.12810942744826512
13,S8,S2,0.9951113607502782,1.19904475878404,2,0.5,0.12810942744826512
13,S11,S5,0.960693043575437,1.1315399113718052,5,1.0,0.12554699379695725
13,S11,S3,0.9752487531218751,1.1975943242270017,1,1.0,0.12554699379695725
13,S7,S13,1.0,1.2223455711051268,1,1.0,0.3320815688397505
13,S15,S8,1.0031130032110713,1.1934084393879993,3,0.0,0.17971997863328204
13,S13,S17,0.9703725093562657,1.1499600101632679,4,0.0,0.2773904563962126
