t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
1,S8,S4,1786,accepted_in_agg,0.0,median,0.1,0
4,S8,S4,1793,accepted_in_agg,0.0,median,0.1,0
7,S13,S17,1793,accepted_in_agg,0.0,median,0.1,0
8,S15,S8,1792,accepted_in_agg,0.0,median,0.1,0
9,S13,S17,1800,accepted_in_agg,0.0,median,0.1,0
10,S13,S17,1798,accepted_in_agg,0.0,median,0.1,0
11,S15,S8,1799,accepted_in_agg,0.0,median,0.1,0
11,S13,S17,1799,accepted_in_agg,0.0,median,0.1,0
12,S8,S2,1802,accepted_in_agg,0.0,median,0.1,0
12,S15,S8,1799,accepted_in_agg,0.0,median,0.1,0
13,S8,S2,1800,accepted_in_agg,0.0,median,0.1,1
14,S8,S2,1799,accepted_in_agg,0.0,median,0.1,1
14,S13,S17,1802,accepted_in_agg,0.0,median,0.1,0
14,S15,S8,1803,accepted_in_agg,0.0,median,0.1,0
15,S9,S15,1801,accepted_in_agg,0.0,median,0.1,0
15,S15,S8,1798,accepted_in_agg,0.0,median,0.1,0
15,S8,S2,1803,accepted_in_agg,0.0,median,0.1,1
15,S13,S17,1798,accepted_in_agg,0.0,median,0.1,1
16,S14,S10,1801,accepted_in_agg,0.0,median,0.1,1
16,S13,S17,1795,accepted_in_agg,0.0,median,0.1,1
17,S14,S10,1801,accepted_in_agg,0.0,median,0.1,0
17,S13,S17,1800,accepted_in_agg,0.0,median,0.1,1
17,S15,S8,1801,accepted_in_agg,0.0,median,0.1,0
18,S14,S10,1798,accepted_in_agg,0.0,median,0.1,0
18,S9,S15,1797,accepted_in_agg,0.0,median,0.1,0
18,S15,S8,1804,accepted_in_agg,0.0,median,0.1,0
18,S8,S2,1802,accepted_in_agg,0.0,median,0.1,0
19,S14,S10,1800,accepted_in_agg,0.0,median,0.1,0
19,S15,S8,1801,accepted_in_agg,0.0,median,0.1,0
19,S8,S4,1799,accepted_in_agg,0.0,median,0.1,0
19,S13,S17,1797,accepted_in_agg,0.0,median,0.1,0
19,S17,S9,1804,accepted_in_agg,0.0,median,0.1,0
20,S9,S15,1804,accepted_in_agg,0.0,median,0.1,0
20,S14,S10,1798,accepted_in_agg,0.0,median,0.1,0
20,S15,S8,1804,accepted_in_agg,0.0,median,0.1,0
21,S13,S17,1800,accepted_in_agg,0.0,median,0.1,0
21,S14,S10,1801,accepted_in_agg,0.0,median,0.1,0
21,S15,S8,1810,accepted_in_agg,0.0,median,0.1,0
21,S8,S2,1801,accepted_in_agg,0.0,median,0.1,0
21,S8,S4,1798,accepted_in_agg,0.0,median,0.1,0
21,S17,S9,1803,accepted_in_agg,0.0,median,0.1,0
22,S9,S15,1806,accepted_in_agg,0.0,median,0.1,0
22,S14,S10,1805,accepted_in_agg,0.0,median,0.1,0
22,S8,S4,1800,accepted_in_agg,0.0,median,0.1,0
23,S15,S8,1800,accepted_in_agg,0.0,median,0.1,0
23,S13,S17,1800,accepted_in_agg,0.0,median,0.1,0
23,S8,S4,1802,accepted_in_agg,0.0,median,0.1,0
23,S17,S9,1802,accepted_in_agg,0.0,median,0.1,0
24,S14,S8,1797,accepted_in_agg,0.0,median,0.1,0
24,S8,S15,1805,accepted_in_agg,0.0,median,0.1,0
24,S17,S13,1798,accepted_in_agg,0.0,median,0.1,0
25,S14,S8,1801,accepted_in_agg,0.0,median,0.1,0
25,S6,S17,1803,accepted_in_agg,0.0,median,0.1,0
25,S17,S13,1801,accepted_in_agg,0.0,median,0.1,0
26,S9,S15,1807,accepted_in_agg,0.0,median,0.1,0
27,S15,S9,1809,accepted_in_agg,0.0,median,0.1,0
27,S6,S17,1807,accepted_in_agg,0.0,median,0.1,1
27,S14,S8,1794,accepted_in_agg,0.0,median,0.1,0
28,S14,S10,1799,accepted_in_agg,0.0,median,0.1,0
30,S9,S15,1801,accepted_in_agg,0.0,median,0.1,0
30,S15,S8,1797,accepted_in_agg,0.0,median,0.1,0
30,S15,S8,1800,accepted_in_agg,0.0,median,0.1,0
30,S13,S17,1805,accepted_in_agg,0.0,median,0.1,0
31,S9,S15,1805,accepted_in_agg,0.0,median,0.1,0
31,S14,S10,1803,accepted_in_agg,0.0,median,0.1,0
33,S17,S13,1805,accepted_in_agg,0.0,median,0.1,0
35,S17,S13,1806,accepted_in_agg,0.0,median,0.1,0
37,S17,S13,1807,accepted_in_agg,0.0,median,0.1,0
37,S13,S17,1803,accepted_in_agg,0.0,median,0.1,0
39,S13,S17,1799,accepted_in_agg,0.0,median,0.1,0
40,S17,S13,1802,accepted_in_agg,0.0,median,0.1,0
41,S13,S17,1797,accepted_in_agg,0.0,median,0.1,0
42,S17,S13,1802,accepted_in_agg,0.0,median,0.1,0
45,S17,S13,1797,accepted_in_agg,0.0,median,0.1,0
46,S13,S17,1800,accepted_in_agg,0.0,median,0.1,0
48,S17,S13,1797,accepted_in_agg,0.0,median,0.1,0
49,S13,S17,1797,accepted_in_agg,0.0,median,0.1,0
