t,agent,from,bytes,decision,cos_thresh,mode,trim_p,rolled_back
4,S3,S7,1796,accepted_in_agg,0.0,median,0.1,0
8,S16,S9,1799,accepted_in_agg,0.0,median,0.1,0
10,S5,S15,1795,accepted_in_agg,0.0,median,0.1,1
11,S3,S7,1802,accepted_in_agg,0.0,median,0.1,0
12,S5,S15,1801,accepted_in_agg,0.0,median,0.1,1
13,S3,S7,1797,accepted_in_agg,0.0,median,0.1,0
14,S3,S7,1799,accepted_in_agg,0.0,median,0.1,0
14,S5,S15,1801,accepted_in_agg,0.0,median,0.1,1
16,S5,S15,1798,accepted_in_agg,0.0,median,0.1,0
16,S3,S7,1800,accepted_in_agg,0.0,median,0.1,0
17,S3,S7,1798,accepted_in_agg,0.0,median,0.1,0
17,S9,S10,1802,accepted_in_agg,0.0,median,0.1,0
17,S5,S15,1800,accepted_in_agg,0.0,median,0.1,0
18,S3,S7,1800,accepted_in_agg,0.0,median,0.1,0
18,S9,S10,1798,accepted_in_agg,0.0,median,0.1,0
18,S16,S9,1802,accepted_in_agg,0.0,median,0.1,0
19,S9,S10,1798,accepted_in_agg,0.0,median,0.1,0
19,S3,S7,1794,accepted_in_agg,0.0,median,0.1,0
19,S16,S9,1804,accepted_in_agg,0.0,median,0.1,0
19,S5,S15,1799,accepted_in_agg,0.0,median,0.1,0
20,S3,S7,1799,accepted_in_agg,0.0,median,0.1,1
20,S9,S10,1801,accepted_in_agg,0.0,median,0.1,0
20,S16,S9,1805,accepted_in_agg,0.0,median,0.1,0
21,S5,S15,1796,accepted_in_agg,0.0,median,0.1,0
21,S9,S10,1800,accepted_in_agg,0.0,median,0.1,0
21,S3,S7,1798,accepted_in_agg,0.0,median,0.1,0
22,S3,S7,1799,accepted_in_agg,0.0,median,0.1,1
22,S5,S15,1800,accepted_in_agg,0.0,median,0.1,0
22,S9,S10,1799,accepted_in_agg,0.0,median,0.1,0
22,S16,S9,1800,accepted_in_agg,0.0,median,0.1,0
23,S3,S7,1798,accepted_in_agg,0.0,median,0.1,0
23,S5,S15,1797,accepted_in_agg,0.0,median,0.1,0
23,S16,S9,1805,accepted_in_agg,0.0,median,0.1,1
23,S9,S10,1803,accepted_in_agg,0.0,median,0.1,0
24,S3,S7,1800,accepted_in_agg,0.0,median,0.1,0
24,S9,S10,1802,accepted_in_agg,0.0,median,0.1,0
24,S5,S15,1800,accepted_in_agg,0.0,median,0.1,0
24,S16,S9,1796,accepted_in_agg,0.0,median,0.1,0
25,S9,S10,1802,accepted_in_agg,0.0,median,0.1,0
25,S5,S15,1800,accepted_in_agg,0.0,median,0.1,0
26,S9,S10,1804,accepted_in_agg,0.0,median,0.1,0
26,S3,S7,1798,accepted_in_agg,0.0,median,0.1,0
26,S5,S15,1805,accepted_in_agg,0.0,median,0.1,0
27,S15,S5,1798,accepted_in_agg,0.0,median,0.1,0
37,S9,S16,1800,accepted_in_agg,0.0,median,0.1,0
38,S8,S9,1802,accepted_in_agg,0.0,median,0.1,0
40,S9,S16,1801,accepted_in_agg,0.0,median,0.1,0
41,S8,S9,1795,accepted_in_agg,0.0,median,0.1,0
42,S9,S16,1793,accepted_in_agg,0.0,median,0.1,0
43,S8,S9,1801,accepted_in_agg,0.0,median,0.1,0
46,S9,S16,1801,accepted_in_agg,0.0,median,0.1,0
47,S8,S9,1798,accepted_in_agg,0.0,median,0.1,0
49,S9,S16,1801,accepted_in_agg,0.0,median,0.1,0
